"","phoneme","grapheme","wi","si","sm","sf","wf"
"52","ɚ","ea",3,0,6,0,0
"53","ɚ","ea_e",0,0,0,0,0
"54","ɚ","eu",0,0,0,0,0
"55","ɚ","he",0,0,1,0,0
"56","ɚ","i",0,0,36,0,0
"57","ɚ","i_e",0,0,0,0,0
"58","ɚ","o",0,0,55,0,0
"59","ɚ","o_e",0,0,2,0,0
"60","ɚ","oa",0,0,1,0,0
"61","ɚ","ou",0,0,1,0,0
"62","ɚ","ou_e",0,0,0,0,0
"63","ɚ","r",0,0,0,0,0
"64","ɚ","u",0,6,34,0,0
"65","ɚ","u_e",0,0,12,0,0
"66","ɚ","y",0,0,1,0,0
"67","aɪ","a",0,0,0,0,0
"68","aɪ","ae",0,0,0,0,0
"69","aɪ","ai",0,0,0,0,0
"70","aɪ","ai_e",0,0,0,0,0
"71","aɪ","ay",0,0,0,0,0
"72","aɪ","aye",0,0,0,0,0
"73","aɪ","ei",1,0,0,0,0
"74","aɪ","eigh",0,0,1,0,0
"75","aɪ","ey",0,0,0,0,0
"76","aɪ","eye",10,0,0,0,0
"77","aɪ","i",7,0,29,58,0
"78","aɪ","i_e",1,1,103,0,0
"79","aɪ","ia",0,0,1,2,0
"80","aɪ","ie",0,0,3,0,6
"81","aɪ","igh",0,0,26,5,2
"82","aɪ","igh_e",0,0,0,0,0
"83","aɪ","oy",0,0,0,0,0
"84","aɪ","uy",0,0,0,1,2
"85","aɪ","y",0,0,0,8,14
"86","aɪ","y_e",0,0,1,0,0
"87","aɪ","ye",0,0,0,0,1
"88","eɪ","a",8,4,6,60,0
"89","eɪ","a_e",4,4,116,0,0
"90","eɪ","ae",0,0,0,0,1
"91","eɪ","ai",1,0,48,10,0
"92","eɪ","ai_e",0,0,2,0,0
"93","eɪ","aigh",0,0,1,0,0
"94","eɪ","au_e",0,0,0,0,0
"95","eɪ","ay",0,0,2,13,36
"96","eɪ","ay_e",0,0,0,0,0
"97","eɪ","aye",0,0,0,0,0
"98","eɪ","e",0,0,0,0,0
"99","eɪ","e_e",0,0,0,0,0
"100","eɪ","ea",0,0,3,0,1
"101","eɪ","ee",0,0,0,0,0
"102","eɪ","ei",0,0,1,0,0
"103","eɪ","ei_e",0,0,0,0,0
"104","eɪ","eigh",2,0,2,2,2
"105","eɪ","et",0,0,0,0,1
"106","eɪ","ey",0,0,0,0,4
"107","eɪ","ez",0,0,0,0,0
"108","ɑ","a",9,2,100,19,3
"109","ɑ","a_e",1,0,7,0,0
"110","ɑ","aa",0,0,0,0,0
"111","ɑ","aah",0,0,0,0,0
"112","ɑ","ach",0,0,0,0,0
"113","ɑ","ah",0,0,0,0,0
"114","ɑ","au",1,0,2,2,0
"115","ɑ","au_e",0,0,1,0,0
"116","ɑ","aw",0,0,0,2,2
"117","ɑ","e",0,0,0,0,0
"118","ɑ","ea",0,0,3,0,0
"119","ɑ","ho",2,0,0,1,0
"120","ɑ","i",0,0,0,0,0
"121","ɑ","i_e",0,0,0,0,0
"122","ɑ","o",7,0,92,70,0
"123","ɑ","o_e",1,0,1,0,0
"124","ɑ","oh",0,0,0,0,0
"125","ɑ","ou",3,0,0,0,0
"126","ɑ","ow",0,0,0,0,0
"127","b","b",296,125,0,4,28
"128","b","bb",0,15,0,0,0
"129","b","br",0,0,0,0,0
"130","b","pb",0,2,0,0,0
"131","ɔ","a",4,0,39,5,0
"132","ɔ","a_e",0,0,0,0,0
"133","ɔ","ao",0,0,0,0,0
"134","ɔ","au",6,0,5,1,0
"135","ɔ","au_e",0,0,5,0,0
"136","ɔ","augh",0,0,2,3,0
"137","ɔ","aw",1,0,7,2,9
"138","ɔ","awe",0,0,2,0,0
"139","ɔ","eo",0,0,0,0,0
"140","ɔ","eo_e",0,0,0,0,0
"141","ɔ","hau",0,0,0,0,0
"142","ɔ","o",10,0,88,13,0
"143","ɔ","o_e",0,0,23,0,0
"144","ɔ","oa",1,0,6,0,0
"145","ɔ","oa_e",0,0,0,0,0
"146","ɔ","oo",0,0,12,0,0
"147","ɔ","oo_e",0,0,0,0,0
"148","ɔ","ou",0,0,8,0,0
"149","ɔ","ou_e",0,0,0,0,0
"150","ɔ","ough",0,0,6,0,0
"151","tʃ","c",3,0,0,0,0
"152","tʃ","cc",0,0,0,0,0
"153","tʃ","ch",53,9,2,3,32
"154","tʃ","ci",0,0,0,0,0
"155","tʃ","t",0,8,0,0,0
"156","tʃ","tch",0,5,0,1,12
"157","tʃ","ti",0,1,0,0,0
"158","d","d",158,134,16,50,215
"159","d","dd",0,21,0,1,2
"160","d","ddh",0,0,0,0,0
"161","d","ed",0,0,0,0,10
"162","d","ld",0,0,0,0,2
"163","ð","th",14,19,2,0,4
"164","ə","_e",0,0,98,0,0
"165","ə","a",45,7,43,41,24
"166","ə","a_e",0,1,11,0,0
"167","ə","ae",0,0,0,0,0
"168","ə","ah",0,0,0,0,0
"169","ə","ai",0,0,3,0,0
"170","ə","au",0,0,0,0,0
"171","ə","au_e",0,0,1,0,0
"172","ə","e",0,9,149,24,1
"173","ə","e_e",0,0,2,0,0
"174","ə","ea",0,0,1,0,0
"175","ə","ea_e",0,0,0,0,0
"176","ə","ei",0,0,0,0,0
"177","ə","eo",0,0,1,0,0
"178","ə","eou",0,0,0,0,0
"179","ə","ha",0,0,0,0,0
"180","ə","he",0,0,0,0,0
"181","ə","hi",0,0,0,0,0
"182","ə","ho",0,0,0,0,0
"183","ə","i",0,0,14,27,0
"184","ə","i_e",0,0,4,0,0
"185","ə","ia",0,0,0,0,0
"186","ə","ia_e",0,0,0,0,0
"187","ə","ie",0,0,1,0,0
"188","ə","o",0,6,49,48,0
"189","ə","o_e",0,0,3,0,0
"190","ə","oi",0,0,0,0,0
"191","ə","oi_e",0,0,1,0,0
"192","ə","on",0,0,0,0,0
"193","ə","ou",0,2,6,1,0
"194","ə","u",1,5,42,2,0
"195","ə","u_e",0,0,3,0,0
"196","ə","ua",0,0,0,0,0
"197","ə","ui",0,0,1,0,0
"198","ə","y",0,0,0,0,0
"199","ɛ","a",7,0,1,22,0
"200","ɛ","a_e",0,0,15,0,0
"201","ɛ","aa",0,0,0,0,0
"202","ɛ","ae",0,0,0,0,0
"203","ɛ","ah",0,0,0,0,0
"204","ɛ","ai",3,0,18,4,0
"205","ɛ","ai_e",0,0,0,0,0
"206","ɛ","ay",0,0,0,0,0
"207","ɛ","aye",0,0,1,0,0
"208","ɛ","e",30,0,177,106,0
"209","ɛ","e_e",8,0,16,0,0
"210","ɛ","ea",0,0,31,16,0
"211","ɛ","ea_e",0,0,0,0,0
"212","ɛ","eh",0,0,0,0,0
"213","ɛ","ei",0,0,2,0,0
"214","ɛ","eo",0,0,0,1,0
"215","ɛ","hei",0,0,0,0,0
"216","ɛ","ie",0,0,5,0,0
"217","ɛ","u",0,0,0,2,0
"218","f","f",194,69,11,8,30
"219","f","ff",0,14,1,1,10
"220","f","ft",0,1,0,0,0
"221","f","gh",0,1,0,1,5
"222","f","lf",0,0,0,0,2
"223","f","ph",3,8,0,0,2
"224","f","pph",0,0,0,0,0
"225","g","g",109,82,1,6,33
"226","g","gg",0,16,0,0,1
"227","g","gh",1,1,0,0,0
"228","g","gu",3,1,0,0,0
"229","dʒ","d",0,0,0,0,0
"230","dʒ","dg",0,0,0,0,6
"231","dʒ","di",0,1,0,0,0
"232","dʒ","dj",0,0,0,0,0
"233","dʒ","g",10,22,0,1,21
"234","dʒ","gg",0,0,0,0,0
"235","dʒ","gi",0,0,0,0,0
"236","dʒ","j",34,3,0,0,0
"237","gz","x",0,0,0,1,0
"238","h","h",160,30,0,0,0
"239","h","j",0,0,0,0,0
"240","h","wh",2,0,0,0,0
"241","i","a",0,0,0,0,0
"242","i","ae",0,0,0,0,0
"243","i","ay",0,0,0,0,0
"244","i","e",7,0,0,30,8
"245","i","e_e",2,0,2,0,0
"246","i","ea",11,0,58,41,4
"247","i","ea_e",0,0,5,0,0
"248","i","ee",1,0,54,25,14
"249","i","ee_e",0,0,9,0,0
"250","i","ei",1,0,0,1,0
"251","i","ei_e",0,0,0,0,0
"252","i","eo",0,0,0,1,0
"253","i","ey",0,0,1,1,10
"254","i","i",0,1,1,24,6
"255","i","i_e",0,1,6,0,0
"256","i","ie",0,1,14,1,11
"257","i","ie_e",0,0,3,0,0
"258","i","is",0,0,0,0,0
"259","i","oe",0,0,0,0,0
"260","i","y",0,4,0,20,228
"261","j","i",0,0,4,0,0
"262","j","ill",0,0,0,0,0
"263","j","j",0,0,0,0,0
"264","j","ll",0,0,0,0,0
"265","j","y",22,4,3,0,0
"266","jɚ","u",0,0,0,0,0
"267","jɚ","u_e",0,0,0,0,0
"268","jə","u",0,0,0,4,0
"269","jə","ua",0,0,0,0,0
"270","ju","eau",0,0,0,2,0
"271","ju","eu",0,0,0,0,0
"272","ju","eue",0,0,0,0,0
"273","ju","ew",0,0,0,0,2
"274","ju","ewe",0,0,0,0,0
"275","ju","hu",1,0,0,0,0
"276","ju","ou",0,0,0,0,0
"277","ju","u",4,0,0,7,1
"278","ju","u_e",4,0,5,0,0
"279","ju","ua",0,0,0,0,0
"280","ju","ue",0,0,0,0,2
"281","ju","ugh",0,0,0,0,0
"282","ju","ui",0,0,0,0,0
"283","ju","ut",0,0,0,0,0
"284","ju","uu",0,0,0,0,0
"285","jʊ","eu",0,0,0,0,0
"286","jʊ","u",0,0,0,1,0
"287","jʊ","u_e",0,0,0,0,0
"288","k","c",217,83,36,23,12
"289","k","cc",0,5,0,0,0
"290","k","cch",0,1,0,0,0
"291","k","ch",1,1,8,0,5
"292","k","ck",0,42,2,10,52
"293","k","cq",0,0,0,0,0
"294","k","k",28,54,22,12,101
"295","k","kh",0,0,0,0,0
"296","k","kk",0,0,0,0,0
"297","k","lk",0,1,0,0,7
"298","k","q",9,4,9,0,0
"299","k","qu",0,0,1,0,1
"300","k","x",0,0,0,4,0
"301","ks","x",0,0,4,9,12
"302","kʃ","x",0,0,0,0,0
"303","kʃ","xi",0,0,0,0,0
"304","l","l",143,134,278,55,240
"305","l","ll",0,52,3,8,50
"306","l","sl",0,1,0,0,0
"307","m","gm",0,0,0,0,0
"308","m","lm",0,0,0,0,2
"309","m","m",157,99,42,48,95
"310","m","mb",0,0,0,0,6
"311","m","mm",0,14,0,0,0
"312","m","mn",0,0,0,0,2
"313","m","thm",0,0,0,0,0
"314","n","dn",0,0,0,0,0
"315","n","gn",0,0,0,1,1
"316","n","kn",14,1,0,0,0
"317","n","ln",0,0,0,0,0
"318","n","mn",0,0,0,0,0
"319","n","n",73,145,193,157,289
"320","n","nn",0,24,1,0,0
"321","n","pn",0,0,0,0,0
"322","ŋ","n",0,0,27,37,0
"323","ŋ","nd",0,0,0,1,0
"324","ŋ","ng",0,0,9,10,170
"325","ŋ","ngu",0,0,0,0,1
"326","nj","gn",0,1,0,0,0
"327","nj","n",0,0,0,0,0
"328","oʊ","aoh",0,0,0,0,0
"329","oʊ","au",0,0,0,0,0
"330","oʊ","au_e",0,0,0,0,0
"331","oʊ","aux",0,0,0,0,0
"332","oʊ","eau",0,0,0,0,0
"333","oʊ","eaux",0,0,0,0,0
"334","oʊ","eou",0,0,0,0,0
"335","oʊ","ew",0,0,1,1,0
"336","oʊ","o",9,1,26,49,23
"337","oʊ","o_e",0,0,59,0,0
"338","oʊ","oa",3,0,24,3,1
"339","oʊ","oa_e",0,0,0,0,0
"340","oʊ","oe",0,0,1,1,2
"341","oʊ","oh",0,0,0,0,0
"342","oʊ","oo",0,0,0,0,0
"343","oʊ","os",0,0,0,0,0
"344","oʊ","ot",0,0,0,0,0
"345","oʊ","ou",0,0,1,0,0
"346","oʊ","ou_e",0,0,0,0,0
"347","oʊ","ough",0,0,0,1,2
"348","oʊ","ow",1,0,7,14,31
"349","oʊ","owe",0,0,0,0,0
"350","aʊ","ao",0,0,0,0,0
"351","aʊ","au",0,0,0,0,0
"352","aʊ","ho",1,0,0,0,0
"353","aʊ","hou",1,0,0,0,0
"354","aʊ","o",3,0,0,2,0
"355","aʊ","ou",7,1,32,4,0
"356","aʊ","ou_e",0,0,12,0,0
"357","aʊ","ough",0,0,0,0,0
"358","aʊ","ow",1,0,12,13,10
"359","aʊ","ow_e",0,0,0,0,0
"360","aʊ","owe",0,0,0,0,0
"361","p","bp",0,0,0,0,0
"362","p","gh",0,0,0,0,1
"363","p","p",221,91,73,26,120
"364","p","pp",0,35,1,1,0
"365","ɹ","lo",0,0,0,0,0
"366","ɹ","o",0,0,0,0,0
"367","ɹ","or",0,0,0,0,0
"368","ɹ","r",122,76,569,228,360
"369","ɹ","ra",0,0,0,1,0
"370","ɹ","rh",3,0,0,0,0
"371","ɹ","ro",0,0,1,0,0
"372","ɹ","rps",0,0,0,0,0
"373","ɹ","rr",0,35,0,5,1
"374","ɹ","rrh",0,0,0,0,0
"375","ɹ","rt",0,0,0,0,0
"376","ɹ","wr",12,1,1,0,0
"377","s","c",13,34,0,4,41
"378","s","es",0,0,0,0,4
"379","s","ps",0,0,0,0,0
"380","s","s",438,123,67,16,87
"381","s","sc",1,0,0,0,0
"382","s","ss",0,19,1,3,63
"383","s","st",0,7,0,1,0
"384","s","sw",1,1,0,0,0
"385","s","ts",0,0,0,0,0
"386","s","tz",0,0,0,0,0
"387","s","z",0,2,0,0,0
"388","ʃ","c",0,1,0,2,0
"389","ʃ","ch",0,1,0,0,2
"390","ʃ","chs",0,0,0,0,0
"391","ʃ","ci",0,3,0,0,0
"392","ʃ","s",2,0,0,0,0
"393","ʃ","sc",0,0,0,0,0
"394","ʃ","sch",0,0,0,0,0
"395","ʃ","sci",0,0,0,0,0
"396","ʃ","sh",58,23,2,5,44
"397","ʃ","shh",0,0,0,0,0
"398","ʃ","shi",0,1,0,0,0
"399","ʃ","si",0,0,0,0,0
"400","ʃ","ss",0,1,0,0,0
"401","ʃ","ssi",0,2,0,0,0
"402","ʃ","t",0,0,0,0,0
"403","ʃ","ti",0,10,0,0,0
"404","ʃ","xi",0,0,0,0,0
"405","t","bt",0,0,0,0,0
"406","t","ct",0,0,0,0,0
"407","t","d",0,0,0,0,0
"408","t","dt",0,0,0,0,0
"409","t","ed",0,0,0,0,12
"410","t","pt",0,0,0,0,0
"411","t","t",184,207,151,41,395
"412","t","th",0,0,0,0,0
"413","t","tt",0,61,0,0,3
"414","t","z",0,0,0,1,0
"415","θ","th",38,8,0,12,32
"416","θ","tth",0,0,0,0,0
"417","ts","z",0,0,0,0,0
"418","u","eu",0,0,0,0,0
"419","u","eu_e",0,0,0,0,0
"420","u","ew",0,0,2,3,11
"421","u","ewe",0,0,2,0,0
"422","u","ieu",0,0,0,0,0
"423","u","ioux",0,0,0,0,0
"424","u","o",0,0,0,4,5
"425","u","o_e",0,0,4,0,0
"426","u","oe",0,0,0,2,2
"427","u","oo",0,0,59,14,8
"428","u","oo_e",0,0,4,0,0
"429","u","ooh",0,0,0,0,0
"430","u","ou",0,0,2,0,1
"431","u","ou_e",0,0,0,0,0
"432","u","ough",0,0,0,0,1
"433","u","oup",0,0,0,0,0
"434","u","ous",0,0,0,0,0
"435","u","u",0,0,3,9,3
"436","u","u_e",0,0,6,0,0
"437","u","ua",0,0,0,0,0
"438","u","ue",0,0,1,2,4
"439","u","ui",0,0,4,2,0
"440","u","ui_e",0,0,2,0,0
"441","u","wo",0,0,0,0,1
"442","ʊ","eu",0,0,0,0,0
"443","ʊ","o",0,0,2,1,0
"444","ʊ","oo",0,0,36,7,0
"445","ʊ","ou",0,0,3,0,0
"446","ʊ","ow",0,0,0,0,1
"447","ʊ","u",0,0,17,6,0
"448","ʊ","u_e",0,0,1,0,0
"449","ʊ","uo",0,0,0,0,0
"450","v","f",0,0,0,0,1
"451","v","lv",0,0,0,0,0
"452","v","ph",0,0,0,0,0
"453","v","v",21,73,13,17,42
"454","v","vv",0,0,0,0,0
"455","w","ju",0,0,0,0,0
"456","w","o",3,4,1,0,0
"457","w","ou",0,0,0,0,0
"458","w","u",0,0,23,0,0
"459","w","w",130,27,39,0,0
"460","w","wh",14,5,1,0,0
"461","z","cs",0,0,0,0,0
"462","z","cz",0,0,0,0,0
"463","z","ds",0,0,0,0,0
"464","z","es",0,0,0,1,18
"465","z","s",0,31,2,6,128
"466","z","si",0,0,0,0,0
"467","z","ss",0,2,0,0,0
"468","z","ts",0,0,0,0,0
"469","z","tz",0,0,0,0,0
"470","z","x",0,0,0,0,0
"471","z","z",8,15,0,0,12
"472","z","zz",0,4,0,1,2
"473","ʒ","g",0,0,0,0,1
"474","ʒ","j",0,0,0,0,0
"475","ʒ","s",0,2,0,0,0
"476","ʒ","si",0,1,0,0,0
"477","ʒ","ti",0,0,0,0,0
"478","ʒ","z",0,0,0,0,0
