"","phoneme","grapheme","wi","si","sm","sf","wf"
"87","aɪ","ye",0,0,0,0,3
"88","eɪ","a",15,12,11,176,0
"89","eɪ","a_e",6,19,258,0,0
"90","eɪ","ae",0,0,0,0,1
"91","eɪ","ai",3,0,89,17,0
"92","eɪ","ai_e",1,0,6,0,0
"93","eɪ","aigh",0,0,1,1,0
"94","eɪ","au_e",0,0,1,0,0
"95","eɪ","ay",0,0,2,18,56
"96","eɪ","ay_e",0,0,0,0,0
"97","eɪ","aye",0,0,0,0,0
"98","eɪ","e",0,0,0,2,1
"99","eɪ","e_e",0,0,1,0,0
"100","eɪ","ea",0,0,3,0,1
"101","eɪ","ee",0,0,0,0,0
"102","eɪ","ei",0,0,5,2,0
"103","eɪ","ei_e",0,0,1,0,0
"104","eɪ","eigh",3,0,3,2,3
"105","eɪ","et",0,0,0,0,7
"106","eɪ","ey",0,0,0,1,6
"107","eɪ","ez",0,0,0,1,0
"108","ɑ","a",25,3,209,36,4
"109","ɑ","a_e",1,0,16,0,0
"110","ɑ","aa",1,0,0,0,0
"111","ɑ","aah",0,0,0,0,0
"112","ɑ","ach",0,0,1,0,0
"113","ɑ","ah",0,0,0,0,0
"114","ɑ","au",5,0,3,4,0
"115","ɑ","au_e",0,0,1,0,0
"116","ɑ","aw",1,0,0,2,2
"117","ɑ","e",0,0,2,0,0
"118","ɑ","ea",0,0,5,0,0
"119","ɑ","ho",4,0,0,2,0
"120","ɑ","i",0,0,0,0,0
"121","ɑ","i_e",0,0,0,0,0
"122","ɑ","o",24,4,228,193,0
"123","ɑ","o_e",1,0,11,0,0
"124","ɑ","oh",0,0,0,0,0
"125","ɑ","ou",3,0,0,0,0
"126","ɑ","ow",0,0,0,2,0
"127","b","b",537,291,1,23,73
"128","b","bb",0,27,0,0,1
"129","b","br",0,0,0,0,0
"130","b","pb",0,2,0,0,0
"131","ɔ","a",6,0,63,8,0
"132","ɔ","a_e",0,0,0,0,0
"133","ɔ","ao",0,0,1,0,0
"134","ɔ","au",14,0,16,4,0
"135","ɔ","au_e",0,0,9,0,0
"136","ɔ","augh",0,0,3,4,0
"137","ɔ","aw",2,0,16,6,20
"138","ɔ","awe",1,0,2,0,0
"139","ɔ","eo",0,0,0,0,0
"140","ɔ","eo_e",0,0,0,0,0
"141","ɔ","hau",0,2,0,0,0
"142","ɔ","o",28,1,185,40,0
"143","ɔ","o_e",2,0,44,0,0
"144","ɔ","oa",1,0,11,0,0
"145","ɔ","oa_e",0,0,2,0,0
"146","ɔ","oo",0,0,12,1,0
"147","ɔ","oo_e",0,0,0,0,0
"148","ɔ","ou",0,0,14,0,0
"149","ɔ","ou_e",0,0,2,0,0
"150","ɔ","ough",1,0,6,0,0
"151","tʃ","c",6,1,0,0,0
"152","tʃ","cc",0,0,0,0,0
"153","tʃ","ch",92,26,2,6,75
"154","tʃ","ci",0,0,0,0,0
"155","tʃ","t",0,50,0,0,0
"156","tʃ","tch",0,9,0,2,32
"157","tʃ","ti",0,4,0,0,0
"158","d","d",406,350,22,84,460
"159","d","dd",0,31,1,1,2
"160","d","ddh",0,0,0,0,0
"161","d","ed",0,0,0,0,19
"162","d","ld",0,0,0,0,3
"163","ð","th",18,39,4,2,9
"164","ə","_e",0,2,206,0,0
"165","ə","a",164,58,186,184,79
"166","ə","a_e",0,8,34,0,0
"167","ə","ae",0,0,0,0,0
"168","ə","ah",0,0,0,0,1
"169","ə","ai",0,0,9,0,0
"170","ə","au",1,0,0,0,0
"171","ə","au_e",0,0,1,0,0
"172","ə","e",6,27,339,112,1
"173","ə","e_e",0,9,23,0,0
"174","ə","ea",0,0,3,0,0
"175","ə","ea_e",0,0,1,0,0
"176","ə","ei",0,0,1,0,0
"177","ə","eo",0,0,4,0,0
"178","ə","eou",0,0,2,0,0
"179","ə","ha",0,0,0,0,0
"180","ə","he",0,0,0,0,0
"181","ə","hi",0,1,0,0,0
"182","ə","ho",0,0,0,1,0
"183","ə","i",0,4,47,152,0
"184","ə","i_e",0,0,19,0,0
"185","ə","ia",0,0,0,2,3
"186","ə","ia_e",0,0,0,0,0
"187","ə","ie",0,0,7,0,0
"188","ə","o",14,20,276,167,0
"189","ə","o_e",0,0,7,0,0
"190","ə","oi",0,0,0,1,0
"191","ə","oi_e",0,0,1,0,0
"192","ə","on",0,0,0,1,0
"193","ə","ou",0,16,21,4,0
"194","ə","u",2,15,92,26,0
"195","ə","u_e",0,0,4,0,0
"196","ə","ua",0,0,0,2,0
"197","ə","ui",0,0,2,0,0
"198","ə","y",0,0,1,4,0
"199","ɛ","a",11,2,1,62,0
"200","ɛ","a_e",0,0,34,0,0
"201","ɛ","aa",0,0,0,0,0
"202","ɛ","ae",1,0,0,0,0
"203","ɛ","ah",0,0,0,0,0
"204","ɛ","ai",6,0,23,5,0
"205","ɛ","ai_e",0,0,1,0,0
"206","ɛ","ay",0,0,0,0,0
"207","ɛ","aye",0,0,1,0,0
"208","ɛ","e",103,9,459,275,0
"209","ɛ","e_e",9,1,45,0,0
"210","ɛ","ea",0,0,50,29,0
"211","ɛ","ea_e",0,0,1,0,0
"212","ɛ","eh",0,0,0,0,0
"213","ɛ","ei",0,0,2,2,0
"214","ɛ","eo",0,0,0,2,0
"215","ɛ","hei",1,0,0,0,0
"216","ɛ","ie",0,0,5,0,0
"217","ɛ","u",0,0,0,3,0
"218","f","f",395,160,31,15,52
"219","f","ff",0,53,1,2,24
"220","f","ft",0,1,0,0,0
"221","f","gh",0,1,1,1,7
"222","f","lf",0,0,0,0,2
"223","f","ph",16,22,4,0,7
"224","f","pph",0,1,0,0,0
"225","g","g",263,174,1,19,68
"226","g","gg",0,33,0,3,1
"227","g","gh",5,1,0,0,0
"228","g","gu",6,2,0,0,7
"229","dʒ","d",0,14,0,0,0
"230","dʒ","dg",0,3,0,1,24
"231","dʒ","di",0,1,0,0,0
"232","dʒ","dj",0,2,0,0,0
"233","dʒ","g",28,83,2,3,82
"234","dʒ","gg",0,2,0,0,0
"235","dʒ","gi",0,3,0,0,0
"236","dʒ","j",89,19,0,0,0
"237","gz","x",0,0,0,12,0
"238","h","h",284,55,0,0,0
"239","h","j",0,0,0,0,0
"240","h","wh",4,0,0,0,0
"241","i","a",0,0,0,0,0
"242","i","ae",0,0,0,0,0
"243","i","ay",0,0,0,0,0
"244","i","e",21,2,0,112,18
"245","i","e_e",2,0,14,0,0
"246","i","ea",11,0,102,64,7
"247","i","ea_e",2,0,16,0,0
"248","i","ee",1,0,96,42,27
"249","i","ee_e",0,0,13,0,0
"250","i","ei",1,0,4,4,0
"251","i","ei_e",0,0,3,0,0
"252","i","eo",0,0,0,1,0
"253","i","ey",0,0,1,5,20
"254","i","i",0,1,4,107,15
"255","i","i_e",0,4,20,0,0
"256","i","ie",0,1,27,4,19
"257","i","ie_e",0,0,8,0,0
"258","i","is",0,0,0,0,1
"259","i","oe",0,0,0,0,0
"260","i","y",0,4,0,21,482
"261","j","i",0,6,19,0,0
"262","j","ill",0,0,0,0,0
"263","j","j",0,0,0,0,0
"264","j","ll",0,1,0,0,0
"265","j","y",38,8,3,0,0
"266","jɚ","u",0,0,1,0,0
"267","jɚ","u_e",0,0,4,0,0
"268","jə","u",0,0,0,15,0
"269","jə","ua",0,1,0,0,0
"270","ju","eau",0,0,0,2,0
"271","ju","eu",1,0,1,0,0
"272","ju","eue",0,0,0,0,1
"273","ju","ew",0,0,0,0,5
"274","ju","ewe",1,0,0,0,0
"275","ju","hu",1,0,0,0,0
"276","ju","ou",0,0,0,0,0
"277","ju","u",13,2,1,52,1
"278","ju","u_e",4,1,25,0,0
"279","ju","ua",0,1,0,0,0
"280","ju","ue",0,0,1,0,9
"281","ju","ugh",0,0,0,0,0
"282","ju","ui",0,0,0,1,0
"283","ju","ut",0,0,0,0,1
"284","ju","uu",0,0,1,0,0
"285","jʊ","eu",0,0,0,0,0
"286","jʊ","u",3,0,0,7,0
"287","jʊ","u_e",0,0,3,0,0
"288","k","c",535,223,149,95,58
"289","k","cc",0,20,0,0,0
"290","k","cch",0,1,0,0,0
"291","k","ch",14,12,15,2,6
"292","k","ck",0,74,5,14,92
"293","k","cq",0,2,0,0,0
"294","k","k",44,93,35,22,208
"295","k","kh",1,0,0,0,0
"296","k","kk",0,0,0,0,0
"297","k","lk",0,2,1,0,11
"298","k","q",32,14,19,0,0
"299","k","qu",1,6,1,0,6
"300","k","x",0,0,0,8,0
"301","ks","x",0,0,6,60,30
"302","kʃ","x",0,0,0,2,0
"303","kʃ","xi",0,0,0,1,0
"304","l","l",281,364,643,122,618
"305","l","ll",0,112,3,17,94
"306","l","sl",0,1,0,0,2
"307","m","gm",0,0,0,0,0
"308","m","lm",0,1,0,0,3
"309","m","m",368,302,87,158,227
"310","m","mb",0,1,0,0,13
"311","m","mm",0,48,0,0,0
"312","m","mn",0,0,0,0,5
"313","m","thm",0,0,0,0,0
"314","n","dn",0,0,0,0,0
"315","n","gn",3,2,0,1,9
"316","n","kn",22,2,0,0,0
"317","n","ln",0,0,0,0,0
"318","n","mn",0,0,0,0,0
"319","n","n",136,451,530,512,688
"320","n","nn",0,43,2,0,1
"321","n","pn",1,0,0,0,0
"322","ŋ","n",0,0,66,63,0
"323","ŋ","nd",0,0,0,1,0
"324","ŋ","ng",0,0,15,15,239
"325","ŋ","ngu",0,0,0,0,2
"326","nj","gn",0,1,0,0,0
"327","nj","n",0,0,0,0,0
"328","oʊ","aoh",0,0,0,0,1
"329","oʊ","au",0,0,0,1,0
"330","oʊ","au_e",0,0,1,0,0
"331","oʊ","aux",0,0,0,0,0
"332","oʊ","eau",0,0,0,0,3
"333","oʊ","eaux",0,0,0,0,0
"334","oʊ","eou",0,0,0,0,0
"335","oʊ","ew",0,0,1,1,0
"336","oʊ","o",16,4,56,145,65
"337","oʊ","o_e",0,2,135,0,0
"338","oʊ","oa",4,0,45,9,1
"339","oʊ","oa_e",0,0,0,0,0
"340","oʊ","oe",0,0,2,1,6
"341","oʊ","oh",0,0,0,0,0
"342","oʊ","oo",0,0,1,0,0
"343","oʊ","os",0,0,0,0,0
"344","oʊ","ot",0,0,0,0,1
"345","oʊ","ou",0,0,5,0,0
"346","oʊ","ou_e",0,0,1,0,0
"347","oʊ","ough",0,1,0,1,5
"348","oʊ","ow",2,0,10,16,42
"349","oʊ","owe",1,0,0,0,0
"350","aʊ","ao",0,0,0,0,0
"351","aʊ","au",0,0,1,1,0
"352","aʊ","ho",1,0,0,0,0
"353","aʊ","hou",1,0,0,0,0
"354","aʊ","o",3,0,0,3,0
"355","aʊ","ou",16,1,73,5,0
"356","aʊ","ou_e",1,0,25,0,0
"357","aʊ","ough",0,0,1,0,2
"358","aʊ","ow",1,0,20,22,16
"359","aʊ","ow_e",0,0,1,0,0
"360","aʊ","owe",0,0,0,0,0
"361","p","bp",0,0,0,0,0
"362","p","gh",0,0,0,0,1
"363","p","p",534,266,175,55,227
"364","p","pp",0,72,2,1,0
"365","ɹ","lo",0,0,0,1,0
"366","ɹ","o",0,0,0,0,0
"367","ɹ","or",0,0,1,0,0
"368","ɹ","r",353,258,1324,591,832
"369","ɹ","ra",0,0,0,1,0
"370","ɹ","rh",4,0,0,0,0
"371","ɹ","ro",0,0,1,0,0
"372","ɹ","rps",0,0,0,0,1
"373","ɹ","rr",0,79,0,8,2
"374","ɹ","rrh",0,0,0,0,1
"375","ɹ","rt",0,0,0,0,0
"376","ɹ","wr",26,3,1,0,0
"377","s","c",38,127,3,11,144
"378","s","es",0,0,0,0,4
"379","s","ps",4,0,0,0,0
"380","s","s",924,396,152,36,222
"381","s","sc",6,7,0,0,0
"382","s","ss",0,74,2,4,134
"383","s","st",0,14,0,1,0
"384","s","sw",1,1,0,0,0
"385","s","ts",0,0,0,0,0
"386","s","tz",0,0,0,0,1
"387","s","z",0,3,0,0,3
"388","ʃ","c",0,6,0,2,0
"389","ʃ","ch",7,4,0,0,2
"390","ʃ","chs",0,1,0,0,0
"391","ʃ","ci",0,21,0,0,0
"392","ʃ","s",2,3,0,0,0
"393","ʃ","sc",0,0,0,0,0
"394","ʃ","sch",0,0,0,0,0
"395","ʃ","sci",0,2,0,0,0
"396","ʃ","sh",106,48,4,10,86
"397","ʃ","shh",0,0,0,0,0
"398","ʃ","shi",0,2,0,0,0
"399","ʃ","si",0,5,0,0,0
"400","ʃ","ss",0,5,0,0,0
"401","ʃ","ssi",0,13,0,0,0
"402","ʃ","t",0,7,0,0,0
"403","ʃ","ti",0,136,0,0,0
"404","ʃ","xi",0,0,0,0,0
"405","t","bt",0,2,0,0,2
"406","t","ct",0,0,0,0,0
"407","t","d",0,0,0,0,0
"408","t","dt",0,0,0,0,0
"409","t","ed",0,0,0,0,22
"410","t","pt",0,0,2,0,1
"411","t","t",360,605,364,94,1012
"412","t","th",1,0,0,0,0
"413","t","tt",0,107,0,1,12
"414","t","z",0,0,0,1,0
"415","θ","th",65,31,0,19,64
"416","θ","tth",0,0,0,0,0
"417","ts","z",0,0,0,0,0
"418","u","eu",0,0,1,3,0
"419","u","eu_e",0,0,1,0,0
"420","u","ew",0,0,6,5,19
"421","u","ewe",0,0,2,0,0
"422","u","ieu",0,0,0,1,0
"423","u","ioux",0,0,0,0,0
"424","u","o",0,0,3,7,6
"425","u","o_e",0,0,8,0,0
"426","u","oe",0,0,0,3,3
"427","u","oo",1,0,106,30,14
"428","u","oo_e",1,0,10,0,0
"429","u","ooh",0,0,0,0,0
"430","u","ou",0,0,5,9,1
"431","u","ou_e",0,0,2,0,0
"432","u","ough",0,0,0,0,1
"433","u","oup",0,0,0,0,0
"434","u","ous",0,0,0,0,1
"435","u","u",0,1,4,62,3
"436","u","u_e",0,0,38,0,0
"437","u","ua",0,0,1,0,0
"438","u","ue",0,0,3,2,13
"439","u","ui",0,0,7,3,0
"440","u","ui_e",0,0,3,0,0
"441","u","wo",0,0,0,0,1
"442","ʊ","eu",0,0,0,0,0
"443","ʊ","o",0,0,3,1,0
"444","ʊ","oo",0,0,52,11,0
"445","ʊ","ou",0,0,5,2,0
"446","ʊ","ow",0,0,0,0,1
"447","ʊ","u",0,0,28,16,0
"448","ʊ","u_e",0,0,6,0,0
"449","ʊ","uo",0,0,0,1,0
"450","v","f",0,0,0,0,1
"451","v","lv",0,0,0,0,3
"452","v","ph",0,0,0,0,0
"453","v","v",104,240,16,22,117
"454","v","vv",0,1,0,0,0
"455","w","ju",0,1,0,0,0
"456","w","o",3,4,1,0,0
"457","w","ou",0,0,0,0,0
"458","w","u",0,4,78,0,0
"459","w","w",208,49,72,0,0
"460","w","wh",36,6,1,0,0
"461","z","cs",0,0,0,0,0
"462","z","cz",1,0,0,0,0
"463","z","ds",0,0,0,0,0
"464","z","es",0,0,0,2,20
"465","z","s",0,98,6,17,202
"466","z","si",0,0,0,2,0
"467","z","ss",0,4,0,0,0
"468","z","ts",0,0,0,0,0
"469","z","tz",0,0,0,0,0
"470","z","x",0,1,0,0,0
"471","z","z",14,27,0,0,41
"472","z","zz",0,10,0,1,4
"473","ʒ","g",0,0,0,0,4
"474","ʒ","j",0,0,0,0,0
"475","ʒ","s",0,11,0,2,0
"476","ʒ","si",0,7,0,0,0
"477","ʒ","ti",0,0,0,0,0
"478","ʒ","z",0,1,0,0,0
