PG mapping,wi,si,sm,sf,wf,consistency,wi_consistency,si_consistency,sm_consistency,sf_consistency,wf_consistency
d-dd,0,6,0,0,1,0.033508956796628034,0,0.15384615384615385,0,0,0.0136986301369863
d-ddh,0,0,0,0,0,0,0,0,0,0,0
d-ed,0,0,0,0,3,0.00821917808219178,0,0,0,0,0.0410958904109589
d-ld,0,0,0,0,1,0.0027397260273972603,0,0,0,0,0.0136986301369863
dʒ-d,0,0,0,0,0,0,0,0,0,0,0
dʒ-dg,0,0,0,0,1,0.04,0,0,0,0,0.2
dʒ-di,0,0,0,0,0,0,0,0,0,0,0
dʒ-dj,0,0,0,0,0,0,0,0,0,0,0
dʒ-g,1,4,0,1,4,0.5266666666666666,0.16666666666666666,0.6666666666666666,0,1,0.8
dʒ-gg,0,0,0,0,0,0,0,0,0,0,0
dʒ-gi,0,0,0,0,0,0,0,0,0,0,0
dʒ-j,5,2,0,0,0,0.23333333333333334,0.8333333333333334,0.3333333333333333,0,0,0
eɪ-a,4,2,3,19,0,0.4740759240759241,0.5714285714285714,1,0.06818181818181818,0.7307692307692307,0
eɪ-a_e,2,0,28,0,0,0.18441558441558442,0.2857142857142857,0,0.6363636363636364,0,0
eɪ-ae,0,0,0,0,0,0,0,0,0,0,0
eɪ-ai,0,0,12,3,0,0.07762237762237763,0,0,0.2727272727272727,0.11538461538461539,0
eɪ-ai_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-aigh,0,0,0,0,0,0,0,0,0,0,0
eɪ-au_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-ay,0,0,0,3,11,0.2064102564102564,0,0,0,0.11538461538461539,0.9166666666666666
eɪ-ay_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-aye,0,0,0,0,0,0,0,0,0,0,0
eɪ-e,0,0,0,0,0,0,0,0,0,0,0
eɪ-e_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-ea,0,0,0,0,0,0,0,0,0,0,0
eɪ-ee,0,0,0,0,0,0,0,0,0,0,0
eɪ-ei,0,0,1,0,0,0.004545454545454545,0,0,0.022727272727272728,0,0
eɪ-ei_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-eigh,1,0,0,1,0,0.03626373626373626,0.14285714285714285,0,0,0.038461538461538464,0
eɪ-et,0,0,0,0,0,0,0,0,0,0,0
eɪ-ey,0,0,0,0,1,0.016666666666666666,0,0,0,0,0.08333333333333333
eɪ-ez,0,0,0,0,0,0,0,0,0,0,0
f-f,58,10,3,1,7,0.8794673123486684,0.9830508474576272,0.7142857142857143,1,1,0.7
f-ff,0,1,0,0,1,0.03428571428571429,0,0.07142857142857142,0,0,0.1
f-ft,0,0,0,0,0,0,0,0,0,0,0
f-gh,0,1,0,0,2,0.05428571428571429,0,0.07142857142857142,0,0,0.2
f-lf,0,0,0,0,0,0,0,0,0,0,0
f-ph,1,2,0,0,0,0.031961259079903145,0.01694915254237288,0.14285714285714285,0,0,0
f-pph,0,0,0,0,0,0,0,0,0,0,0
g-g,42,21,1,0,13,0.7426015844620496,0.9767441860465116,0.8076923076923077,1,0,0.9285714285714286
g-gg,0,4,0,0,1,0.045054945054945054,0,0.15384615384615385,0,0,0.07142857142857142
g-gh,1,1,0,0,0,0.012343470483005367,0.023255813953488372,0.038461538461538464,0,0,0
g-gu,0,0,0,0,0,0,0,0,0,0,0
gz-x,0,0,0,0,0,0,0,0,0,0,0
h-h,52,3,0,0,0,0.39622641509433965,0.9811320754716981,1,0,0,0
h-j,0,0,0,0,0,0,0,0,0,0,0
h-wh,1,0,0,0,0,0.0037735849056603774,0.018867924528301886,0,0,0,0
i-a,0,0,0,0,0,0,0,0,0,0,0
i-ae,0,0,0,0,0,0,0,0,0,0,0
i-ay,0,0,0,0,0,0,0,0,0,0,0
i-e,1,0,0,5,6,0.09071428571428572,0.2,0,0,0.17857142857142858,0.075
i-e_e,0,0,1,0,0,0.004081632653061224,0,0,0.02040816326530612,0,0
i-ea,4,0,15,9,2,0.29051020408163264,0.8,0,0.30612244897959184,0.32142857142857145,0.025
i-ea_e,0,0,2,0,0,0.008163265306122448,0,0,0.04081632653061224,0,0
i-ee,0,0,19,5,6,0.12826530612244896,0,0,0.3877551020408163,0.17857142857142858,0.075
i-ee_e,0,0,4,0,0,0.016326530612244896,0,0,0.08163265306122448,0,0
i-ei,0,0,0,0,0,0,0,0,0,0,0
i-ei_e,0,0,0,0,0,0,0,0,0,0,0
i-eo,0,0,0,1,0,0.007142857142857143,0,0,0,0.03571428571428571,0
i-ey,0,0,1,0,4,0.014081632653061223,0,0,0.02040816326530612,0,0.05
i-i,0,0,1,2,1,0.020867346938775507,0,0,0.02040816326530612,0.07142857142857142,0.0125
i-i_e,0,0,1,0,0,0.004081632653061224,0,0,0.02040816326530612,0,0
i-ie,0,0,4,0,6,0.0313265306122449,0,0,0.08163265306122448,0,0.075
i-ie_e,0,0,1,0,0,0.004081632653061224,0,0,0.02040816326530612,0,0
i-is,0,0,0,0,0,0,0,0,0,0,0
i-oe,0,0,0,0,0,0,0,0,0,0,0
i-y,0,2,0,6,55,0.38035714285714284,0,1,0,0.21428571428571427,0.6875
j-i,0,0,0,0,0,0,0,0,0,0,0
j-ill,0,0,0,0,0,0,0,0,0,0,0
j-j,0,0,0,0,0,0,0,0,0,0,0
j-ll,0,0,0,0,0,0,0,0,0,0,0
j-y,9,1,1,0,0,0.6,1,1,1,0,0
ju-eau,0,0,0,0,0,0,0,0,0,0,0
ju-eu,0,0,0,0,0,0,0,0,0,0,0
ju-eue,0,0,0,0,0,0,0,0,0,0,0
ju-ew,0,0,0,0,0,0,0,0,0,0,0
ju-ewe,0,0,0,0,0,0,0,0,0,0,0
ju-hu,0,0,0,0,0,0,0,0,0,0,0
ju-ou,0,0,0,0,0,0,0,0,0,0,0
ju-u,1,0,0,2,0,0.4,1,0,0,1,0
ju-u_e,0,0,1,0,0,0.2,0,0,1,0,0
ju-ua,0,0,0,0,0,0,0,0,0,0,0
ju-ue,0,0,0,0,1,0.2,0,0,0,0,1
ju-ugh,0,0,0,0,0,0,0,0,0,0,0
ju-ui,0,0,0,0,0,0,0,0,0,0,0
ju-ut,0,0,0,0,0,0,0,0,0,0,0
ju-uu,0,0,0,0,0,0,0,0,0,0,0
jə-u,0,0,0,0,0,0,0,0,0,0,0
jə-ua,0,0,0,0,0,0,0,0,0,0,0
jɚ-u,0,0,0,0,0,0,0,0,0,0,0
jɚ-u_e,0,0,0,0,0,0,0,0,0,0,0
jʊ-eu,0,0,0,0,0,0,0,0,0,0,0
jʊ-u,0,0,0,0,0,0,0,0,0,0,0
jʊ-u_e,0,0,0,0,0,0,0,0,0,0,0
k-c,52,21,4,3,1,0.3799206349206349,0.7428571428571429,0.3888888888888889,0.25,0.5,0.017857142857142856
k-cc,0,0,0,0,0,0,0,0,0,0,0
k-cch,0,0,0,0,0,0,0,0,0,0,0
k-ch,0,0,2,0,0,0.025,0,0,0.125,0,0
k-ck,0,14,0,0,17,0.11256613756613756,0,0.25925925925925924,0,0,0.30357142857142855
k-cq,0,0,0,0,0,0,0,0,0,0,0
k-k,16,19,8,3,34,0.4375132275132275,0.22857142857142856,0.35185185185185186,0.5,0.5,0.6071428571428571
k-kh,0,0,0,0,0,0,0,0,0,0,0
k-kk,0,0,0,0,0,0,0,0,0,0,0
k-lk,0,0,0,0,4,0.014285714285714285,0,0,0,0,0.07142857142857142
k-q,2,0,2,0,0,0.030714285714285715,0.02857142857142857,0,0.125,0,0
k-qu,0,0,0,0,0,0,0,0,0,0,0
k-x,0,0,0,0,0,0,0,0,0,0,0
ks-x,0,0,0,0,5,0.2,0,0,0,0,1
kʃ-x,0,0,0,0,0,0,0,0,0,0,0
kʃ-xi,0,0,0,0,0,0,0,0,0,0,0
l-l,45,14,86,9,43,0.8193926917138447,1,0.4666666666666667,0.9885057471264368,1,0.6417910447761194
l-ll,0,16,1,0,24,0.1806073082861554,0,0.5333333333333333,0.011494252873563218,0,0.3582089552238806
l-sl,0,0,0,0,0,0,0,0,0,0,0
m-gm,0,0,0,0,0,0,0,0,0,0,0
m-lm,0,0,0,0,0,0,0,0,0,0,0
m-m,45,24,10,4,30,0.9473354231974922,1,0.8275862068965517,1,1,0.9090909090909091
m-mb,0,0,0,0,3,0.01818181818181818,0,0,0,0,0.09090909090909091
m-mm,0,5,0,0,0,0.034482758620689655,0,0.1724137931034483,0,0,0
m-mn,0,0,0,0,0,0,0,0,0,0,0
m-thm,0,0,0,0,0,0,0,0,0,0,0
n-dn,0,0,0,0,0,0,0,0,0,0,0
n-gn,0,0,0,0,0,0,0,0,0,0,0
n-kn,6,1,0,0,0,0.043055555555555555,0.1875,0.027777777777777776,0,0,0
n-ln,0,0,0,0,0,0,0,0,0,0,0
n-mn,0,0,0,0,0,0,0,0,0,0,0
n-n,26,28,56,29,102,0.9180555555555555,0.8125,0.7777777777777778,1,1,1
n-nn,0,7,0,0,0,0.03888888888888889,0,0.19444444444444445,0,0,0
n-pn,0,0,0,0,0,0,0,0,0,0,0
nj-gn,0,1,0,0,0,0.2,0,1,0,0,0
nj-n,0,0,0,0,0,0,0,0,0,0,0
oʊ-aoh,0,0,0,0,0,0,0,0,0,0,0
oʊ-au,0,0,0,0,0,0,0,0,0,0,0
oʊ-au_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-aux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eau,0,0,0,0,0,0,0,0,0,0,0
oʊ-eaux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eou,0,0,0,0,0,0,0,0,0,0,0
oʊ-ew,0,0,0,0,0,0,0,0,0,0,0
oʊ-o,2,0,11,10,7,0.4020833333333333,0.6666666666666666,0,0.34375,0.6666666666666666,0.3333333333333333
oʊ-o_e,0,0,10,0,0,0.0625,0,0,0.3125,0,0
oʊ-oa,1,0,5,0,0,0.09791666666666667,0.3333333333333333,0,0.15625,0,0
oʊ-oa_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-oe,0,0,0,0,1,0.009523809523809523,0,0,0,0,0.047619047619047616
oʊ-oh,0,0,0,0,0,0,0,0,0,0,0
oʊ-oo,0,0,0,0,0,0,0,0,0,0,0
oʊ-os,0,0,0,0,0,0,0,0,0,0,0
oʊ-ot,0,0,0,0,0,0,0,0,0,0,0
oʊ-ou,0,0,1,0,0,0.00625,0,0,0.03125,0,0
oʊ-ou_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-ough,0,0,0,1,0,0.013333333333333332,0,0,0,0.06666666666666667,0
oʊ-ow,0,0,5,4,13,0.20839285714285713,0,0,0.15625,0.26666666666666666,0.6190476190476191
oʊ-owe,0,0,0,0,0,0,0,0,0,0,0
p-bp,0,0,0,0,0,0,0,0,0,0,0
p-gh,0,0,0,0,0,0,0,0,0,0,0
p-p,71,18,20,3,31,0.9199999999999999,1,0.6,1,1,1
p-pp,0,12,0,0,0,0.08,0,0.4,0,0,0
s-c,3,7,0,2,14,0.19869586204600684,0.022058823529411766,0.22580645161290322,0,0.5,0.24561403508771928
s-es,0,0,0,0,3,0.010526315789473684,0,0,0,0,0.05263157894736842
s-ps,0,0,0,0,0,0,0,0,0,0,0
s-s,132,19,17,2,28,0.7149439062552017,0.9705882352941176,0.6129032258064516,1,0.5,0.49122807017543857
s-sc,1,0,0,0,0,0.0014705882352941176,0.007352941176470588,0,0,0,0
s-ss,0,3,0,0,12,0.061460101867572156,0,0.0967741935483871,0,0,0.21052631578947367
s-st,0,1,0,0,0,0.0064516129032258064,0,0.03225806451612903,0,0,0
s-sw,0,0,0,0,0,0,0,0,0,0,0
s-ts,0,0,0,0,0,0,0,0,0,0,0
s-tz,0,0,0,0,0,0,0,0,0,0,0
s-z,0,1,0,0,0,0.0064516129032258064,0,0.03225806451612903,0,0,0
t-bt,0,0,0,0,0,0,0,0,0,0,0
t-ct,0,0,0,0,0,0,0,0,0,0,0
t-d,0,0,0,0,0,0,0,0,0,0,0
t-dt,0,0,0,0,0,0,0,0,0,0,0
t-ed,0,0,0,0,2,0.003305785123966942,0,0,0,0,0.01652892561983471
t-pt,0,0,0,0,0,0,0,0,0,0,0
t-t,60,37,41,7,119,0.8930056902858692,1,0.6065573770491803,1,0.875,0.9834710743801653
t-th,0,0,0,0,0,0,0,0,0,0,0
t-tt,0,24,0,0,0,0.07868852459016393,0,0.39344262295081966,0,0,0
t-z,0,0,0,1,0,0.025,0,0,0,0.125,0
ts-z,0,0,0,0,0,0,0,0,0,0,0
tʃ-c,1,0,0,0,0,0.015384615384615385,0.07692307692307693,0,0,0,0
tʃ-cc,0,0,0,0,0,0,0,0,0,0,0
tʃ-ch,12,2,1,0,8,0.61006993006993,0.9230769230769231,0.4,1,0,0.7272727272727273
tʃ-ci,0,0,0,0,0,0,0,0,0,0,0
tʃ-t,0,1,0,0,0,0.04,0,0.2,0,0,0
tʃ-tch,0,2,0,0,3,0.13454545454545455,0,0.4,0,0,0.2727272727272727
tʃ-ti,0,0,0,0,0,0,0,0,0,0,0
u-eu,0,0,0,0,0,0,0,0,0,0,0
u-eu_e,0,0,0,0,0,0,0,0,0,0,0
u-ew,0,0,0,0,6,0.06666666666666667,0,0,0,0,0.3333333333333333
u-ewe,0,0,0,0,0,0,0,0,0,0,0
u-ieu,0,0,0,0,0,0,0,0,0,0,0
u-ioux,0,0,0,0,0,0,0,0,0,0,0
u-o,0,0,0,2,3,0.08333333333333333,0,0,0,0.25,0.16666666666666666
u-o_e,0,0,1,0,0,0.008695652173913044,0,0,0.043478260869565216,0,0
u-oe,0,0,0,1,1,0.03611111111111111,0,0,0,0.125,0.05555555555555555
u-oo,0,0,18,3,4,0.27596618357487923,0,0,0.782608695652174,0.375,0.2222222222222222
u-oo_e,0,0,1,0,0,0.008695652173913044,0,0,0.043478260869565216,0,0
u-ooh,0,0,0,0,0,0,0,0,0,0,0
u-ou,0,0,1,0,1,0.019806763285024155,0,0,0.043478260869565216,0,0.05555555555555555
u-ou_e,0,0,0,0,0,0,0,0,0,0,0
u-ough,0,0,0,0,0,0,0,0,0,0,0
u-oup,0,0,0,0,0,0,0,0,0,0,0
u-ous,0,0,0,0,0,0,0,0,0,0,0
u-u,0,0,0,1,0,0.025,0,0,0,0.125,0
u-u_e,0,0,0,0,0,0,0,0,0,0,0
u-ua,0,0,0,0,0,0,0,0,0,0,0
u-ue,0,0,0,0,2,0.02222222222222222,0,0,0,0,0.1111111111111111
u-ui,0,0,1,1,0,0.03369565217391304,0,0,0.043478260869565216,0.125,0
u-ui_e,0,0,1,0,0,0.008695652173913044,0,0,0.043478260869565216,0,0
u-wo,0,0,0,0,1,0.01111111111111111,0,0,0,0,0.05555555555555555
v-f,0,0,0,0,1,0.016666666666666666,0,0,0,0,0.08333333333333333
v-lv,0,0,0,0,0,0,0,0,0,0,0
v-ph,0,0,0,0,0,0,0,0,0,0,0
v-v,3,11,3,2,11,0.9833333333333334,1,1,1,1,0.9166666666666666
v-vv,0,0,0,0,0,0,0,0,0,0,0
w-ju,0,0,0,0,0,0,0,0,0,0,0
w-o,3,1,0,0,0,0.044242424242424236,0.05454545454545454,0.16666666666666666,0,0,0
w-ou,0,0,0,0,0,0,0,0,0,0,0
w-u,0,0,4,0,0,0.047058823529411764,0,0,0.23529411764705882,0,0
w-w,46,5,13,0,0,0.4868805704099822,0.8363636363636363,0.8333333333333334,0.7647058823529411,0,0
w-wh,6,0,0,0,0,0.021818181818181816,0.10909090909090909,0,0,0,0
z-cs,0,0,0,0,0,0,0,0,0,0,0
z-cz,0,0,0,0,0,0,0,0,0,0,0
z-ds,0,0,0,0,0,0,0,0,0,0,0
z-es,0,0,0,0,4,0.01111111111111111,0,0,0,0,0.05555555555555555
z-s,0,6,0,2,65,0.5138888888888888,0,0.6666666666666666,0,1,0.9027777777777778
z-si,0,0,0,0,0,0,0,0,0,0,0
z-ss,0,1,0,0,0,0.02222222222222222,0,0.1111111111111111,0,0,0
z-ts,0,0,0,0,0,0,0,0,0,0,0
z-tz,0,0,0,0,0,0,0,0,0,0,0
z-x,0,0,0,0,0,0,0,0,0,0,0
z-z,3,2,0,0,2,0.25,1,0.2222222222222222,0,0,0.027777777777777776
z-zz,0,0,0,0,1,0.0027777777777777775,0,0,0,0,0.013888888888888888
æ-a,14,1,78,22,0,0.7588969404186795,0.875,1,0.9629629629629629,0.9565217391304348,0
æ-a_e,0,0,2,0,0,0.0049382716049382715,0,0,0.024691358024691357,0,0
æ-aha,0,0,0,0,0,0,0,0,0,0,0
æ-ai,0,0,0,0,0,0,0,0,0,0,0
æ-au,2,0,1,1,0,0.03616478797638218,0.125,0,0.012345679012345678,0.043478260869565216,0
æ-ea,0,0,0,0,0,0,0,0,0,0,0
æ-eah,0,0,0,0,0,0,0,0,0,0,0
æ-i_e,0,0,0,0,0,0,0,0,0,0,0
ð-th,10,11,1,0,2,0.8,1,1,1,0,1
ŋ-n,0,0,13,16,0,0.35073529411764703,0,0,0.8125,0.9411764705882353,0
ŋ-nd,0,0,0,0,0,0,0,0,0,0,0
ŋ-ng,0,0,3,1,75,0.2466331269349845,0,0,0.1875,0.058823529411764705,0.9868421052631579
ŋ-ngu,0,0,0,0,1,0.002631578947368421,0,0,0,0,0.013157894736842105
ɑ-a,2,0,30,11,3,0.41564102564102556,0.25,0,0.46153846153846156,0.36666666666666664,1
ɑ-a_e,1,0,0,0,0,0.025,0.125,0,0,0,0
ɑ-aa,0,0,0,0,0,0,0,0,0,0,0
ɑ-aah,0,0,0,0,0,0,0,0,0,0,0
ɑ-ach,0,0,0,0,0,0,0,0,0,0,0
ɑ-ah,0,0,0,0,0,0,0,0,0,0,0
ɑ-au,1,0,0,0,0,0.025,0.125,0,0,0,0
ɑ-au_e,0,0,1,0,0,0.003076923076923077,0,0,0.015384615384615385,0,0
ɑ-aw,0,0,0,2,0,0.013333333333333332,0,0,0,0.06666666666666667,0
ɑ-e,0,0,0,0,0,0,0,0,0,0,0
ɑ-ea,0,0,0,0,0,0,0,0,0,0,0
ɑ-ho,0,0,0,0,0,0,0,0,0,0,0
ɑ-i,0,0,0,0,0,0,0,0,0,0,0
ɑ-i_e,0,0,0,0,0,0,0,0,0,0,0
ɑ-o,2,0,34,17,0,0.267948717948718,0.25,0,0.5230769230769231,0.5666666666666667,0
ɑ-o_e,0,0,0,0,0,0,0,0,0,0,0
ɑ-oh,0,0,0,0,0,0,0,0,0,0,0
ɑ-ou,2,0,0,0,0,0.05,0.25,0,0,0,0
ɑ-ow,0,0,0,0,0,0,0,0,0,0,0
ɔ-a,1,0,16,0,0,0.08114035087719298,0.125,0,0.2807017543859649,0,0
ɔ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ao,0,0,0,0,0,0,0,0,0,0,0
ɔ-au,3,0,1,0,0,0.07850877192982456,0.375,0,0.017543859649122806,0,0
ɔ-au_e,0,0,2,0,0,0.007017543859649122,0,0,0.03508771929824561,0,0
ɔ-augh,0,0,0,3,0,0.075,0,0,0,0.375,0
ɔ-aw,0,0,2,0,3,0.20701754385964916,0,0,0.03508771929824561,0,1
ɔ-awe,0,0,0,0,0,0,0,0,0,0,0
ɔ-eo,0,0,0,0,0,0,0,0,0,0,0
ɔ-eo_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-hau,0,0,0,0,0,0,0,0,0,0,0
ɔ-o,4,0,17,5,0,0.28464912280701754,0.5,0,0.2982456140350877,0.625,0
ɔ-o_e,0,0,7,0,0,0.02456140350877193,0,0,0.12280701754385964,0,0
ɔ-oa,0,0,0,0,0,0,0,0,0,0,0
ɔ-oa_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-oo,0,0,6,0,0,0.021052631578947368,0,0,0.10526315789473684,0,0
ɔ-oo_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ou,0,0,4,0,0,0.014035087719298244,0,0,0.07017543859649122,0,0
ɔ-ou_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ough,0,0,2,0,0,0.007017543859649122,0,0,0.03508771929824561,0,0
ɔɪ-awy,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-eu,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oi,0,0,1,2,0,0.3,0,0,0.5,1,0
ɔɪ-oi_e,0,0,1,0,0,0.1,0,0,0.5,0,0
ɔɪ-oy,0,0,0,0,3,0.2,0,0,0,0,1
ɔɪ-oy_e,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oye,0,0,0,0,0,0,0,0,0,0,0
ə-_e,0,0,25,0,0,0.05747126436781609,0,0,0.28735632183908044,0,0
ə-a,8,2,8,9,7,0.5400574712643678,1,0.4,0.09195402298850575,0.3333333333333333,0.875
ə-a_e,0,0,4,0,0,0.009195402298850575,0,0,0.04597701149425287,0,0
ə-ae,0,0,0,0,0,0,0,0,0,0,0
ə-ah,0,0,0,0,0,0,0,0,0,0,0
ə-ai,0,0,0,0,0,0,0,0,0,0,0
ə-au,0,0,0,0,0,0,0,0,0,0,0
ə-au_e,0,0,1,0,0,0.0022988505747126436,0,0,0.011494252873563218,0,0
ə-e,0,2,32,2,1,0.19337803320561942,0,0.4,0.367816091954023,0.07407407407407407,0.125
ə-e_e,0,0,0,0,0,0,0,0,0,0,0
ə-ea,0,0,0,0,0,0,0,0,0,0,0
ə-ea_e,0,0,0,0,0,0,0,0,0,0,0
ə-ei,0,0,0,0,0,0,0,0,0,0,0
ə-eo,0,0,0,0,0,0,0,0,0,0,0
ə-eou,0,0,0,0,0,0,0,0,0,0,0
ə-ha,0,0,0,0,0,0,0,0,0,0,0
ə-he,0,0,0,0,0,0,0,0,0,0,0
ə-hi,0,0,0,0,0,0,0,0,0,0,0
ə-ho,0,0,0,0,0,0,0,0,0,0,0
ə-i,0,0,1,4,0,0.03192848020434227,0,0,0.011494252873563218,0.14814814814814814,0
ə-i_e,0,0,0,0,0,0,0,0,0,0,0
ə-ia,0,0,0,0,0,0,0,0,0,0,0
ə-ia_e,0,0,0,0,0,0,0,0,0,0,0
ə-ie,0,0,0,0,0,0,0,0,0,0,0
ə-o,0,1,7,12,0,0.14498084291187738,0,0.2,0.08045977011494253,0.4444444444444444,0
ə-o_e,0,0,0,0,0,0,0,0,0,0,0
ə-oi,0,0,0,0,0,0,0,0,0,0,0
ə-oi_e,0,0,0,0,0,0,0,0,0,0,0
ə-on,0,0,0,0,0,0,0,0,0,0,0
ə-ou,0,0,1,0,0,0.0022988505747126436,0,0,0.011494252873563218,0,0
ə-u,0,0,7,0,0,0.016091954022988506,0,0,0.08045977011494253,0,0
ə-u_e,0,0,1,0,0,0.0022988505747126436,0,0,0.011494252873563218,0,0
ə-ua,0,0,0,0,0,0,0,0,0,0,0
ə-ui,0,0,0,0,0,0,0,0,0,0,0
ə-y,0,0,0,0,0,0,0,0,0,0,0
ɚ-_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-a,0,0,2,0,0,0.0034188034188034192,0,0,0.017094017094017096,0,0
ɚ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-au,0,0,0,0,0,0,0,0,0,0,0
ɚ-e,0,3,68,0,0,0.23623931623931624,0,0.6,0.5811965811965812,0,0
ɚ-e_e,0,0,1,0,0,0.0017094017094017096,0,0,0.008547008547008548,0,0
ɚ-ea,0,0,4,0,0,0.0068376068376068385,0,0,0.03418803418803419,0,0
ɚ-ea_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-eu,0,0,0,0,0,0,0,0,0,0,0
ɚ-he,0,0,0,0,0,0,0,0,0,0,0
ɚ-i,0,0,12,0,0,0.020512820512820513,0,0,0.10256410256410256,0,0
ɚ-i_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-o,0,0,14,0,0,0.023931623931623933,0,0,0.11965811965811966,0,0
ɚ-o_e,0,0,1,0,0,0.0017094017094017096,0,0,0.008547008547008548,0,0
ɚ-oa,0,0,0,0,0,0,0,0,0,0,0
ɚ-ou,0,0,0,0,0,0,0,0,0,0,0
ɚ-ou_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-r,0,0,0,0,0,0,0,0,0,0,0
ɚ-u,0,2,14,0,0,0.10393162393162395,0,0.4,0.11965811965811966,0,0
ɚ-u_e,0,0,1,0,0,0.0017094017094017096,0,0,0.008547008547008548,0,0
ɚ-y,0,0,0,0,0,0,0,0,0,0,0
ɛ-a,3,0,1,5,0,0.07896825396825397,0.21428571428571427,0,0.013888888888888888,0.16666666666666666,0
ɛ-a_e,0,0,3,0,0,0.008333333333333333,0,0,0.041666666666666664,0,0
ɛ-aa,0,0,0,0,0,0,0,0,0,0,0
ɛ-ae,0,0,0,0,0,0,0,0,0,0,0
ɛ-ah,0,0,0,0,0,0,0,0,0,0,0
ɛ-ai,2,0,8,2,0,0.06412698412698412,0.14285714285714285,0,0.1111111111111111,0.06666666666666667,0
ɛ-ai_e,0,0,0,0,0,0,0,0,0,0,0
ɛ-ay,0,0,0,0,0,0,0,0,0,0,0
ɛ-aye,0,0,0,0,0,0,0,0,0,0,0
