PG mapping,wi,si,sm,sf,wf,consistency,wi_consistency,si_consistency,sm_consistency,sf_consistency,wf_consistency
aʊ-ou,17,1,78,5,0,0.491969696969697,0.7083333333333334,1,0.6,0.15151515151515152,0
aʊ-ou_e,1,0,27,0,0,0.04987179487179487,0.041666666666666664,0,0.2076923076923077,0,0
aʊ-ough,0,0,1,0,2,0.02376068376068376,0,0,0.007692307692307693,0,0.1111111111111111
aʊ-ow,1,0,22,22,16,0.3532905982905983,0.041666666666666664,0,0.16923076923076924,0.6666666666666666,0.8888888888888888
aʊ-ow_e,0,0,1,0,0,0.0015384615384615385,0,0,0.007692307692307693,0,0
aʊ-owe,0,0,0,0,0,0,0,0,0,0,0
b-b,559,310,1,24,76,0.9802934528598245,1,0.9144542772861357,1,1,0.987012987012987
b-bb,0,27,0,0,1,0.018526606137225607,0,0.07964601769911504,0,0,0.012987012987012988
b-br,0,0,0,0,0,0,0,0,0,0,0
b-pb,0,2,0,0,0,0.0011799410029498525,0,0.0058997050147492625,0,0,0
d-d,428,373,22,84,483,0.9641374163748493,1,0.9232673267326733,0.9565217391304348,0.9882352941176471,0.9526627218934911
d-dd,0,31,1,1,2,0.027184082638957458,0,0.07673267326732673,0.043478260869565216,0.011764705882352941,0.0039447731755424065
d-ddh,0,0,0,0,0,0,0,0,0,0,0
d-ed,0,0,0,0,19,0.007495069033530572,0,0,0,0,0.03747534516765286
d-ld,0,0,0,0,3,0.001183431952662722,0,0,0,0,0.005917159763313609
dʒ-d,0,17,0,0,0,0.024817518248175182,0,0.12408759124087591,0,0,0
dʒ-dg,0,3,0,1,24,0.0968574381499903,0,0.021897810218978103,0,0.25,0.21238938053097345
dʒ-di,0,1,0,0,0,0.00145985401459854,0,0.0072992700729927005,0,0,0
dʒ-dj,0,2,0,0,0,0.00291970802919708,0,0.014598540145985401,0,0,0
dʒ-g,30,90,2,3,89,0.686908985207674,0.24,0.656934306569343,1,0.75,0.7876106194690266
dʒ-gg,0,2,0,0,0,0.00291970802919708,0,0.014598540145985401,0,0,0
dʒ-gi,0,3,0,0,0,0.004379562043795621,0,0.021897810218978103,0,0,0
dʒ-j,95,19,0,0,0,0.17973722627737226,0.76,0.1386861313868613,0,0,0
eɪ-a,16,12,12,182,0,0.3465523349410734,0.5517241379310345,0.35294117647058826,0.029850746268656716,0.7982456140350878,0
eɪ-a_e,6,22,274,0,0,0.30710948301090896,0.20689655172413793,0.6470588235294118,0.681592039800995,0,0
eɪ-ae,0,0,0,0,1,0.002531645569620253,0,0,0,0,0.012658227848101266
eɪ-ai,3,0,91,17,0,0.08087556771496421,0.10344827586206896,0,0.2263681592039801,0.07456140350877193,0
eɪ-ai_e,1,0,7,0,0,0.010379138788814548,0.034482758620689655,0,0.017412935323383085,0,0
eɪ-aigh,0,0,1,1,0,0.0013747054202670856,0,0,0.0024875621890547263,0.0043859649122807015,0
eɪ-au_e,0,0,1,0,0,4.975124378109452e-4,0,0,0.0024875621890547263,0,0
eɪ-ay,0,0,2,20,56,0.16031103642347888,0,0,0.004975124378109453,0.08771929824561403,0.7088607594936709
eɪ-ay_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-aye,0,0,0,0,0,0,0,0,0,0,0
eɪ-e,0,0,0,2,2,0.0068176771041527865,0,0,0,0.008771929824561403,0.02531645569620253
eɪ-e_e,0,0,1,0,0,4.975124378109452e-4,0,0,0.0024875621890547263,0,0
eɪ-ea,0,0,3,0,1,0.004024182883053088,0,0,0.007462686567164179,0,0.012658227848101266
eɪ-ee,0,0,0,0,0,0,0,0,0,0,0
eɪ-ei,0,0,6,2,0,0.004739460591777952,0,0,0.014925373134328358,0.008771929824561403,0
eɪ-ei_e,0,0,1,0,0,4.975124378109452e-4,0,0,0.0024875621890547263,0,0
eɪ-eigh,3,0,3,2,3,0.03153151515961967,0.10344827586206896,0,0.007462686567164179,0.008771929824561403,0.0379746835443038
eɪ-et,0,0,0,0,10,0.025316455696202535,0,0,0,0,0.12658227848101267
eɪ-ey,0,0,0,1,6,0.01606706640017766,0,0,0,0.0043859649122807015,0.0759493670886076
eɪ-ez,0,0,0,1,0,8.771929824561403e-4,0,0,0,0.0043859649122807015,0
f-f,407,163,34,15,54,0.7646954184050022,0.9599056603773585,0.6442687747035574,0.8292682926829268,0.8333333333333334,0.5567010309278351
f-ff,0,58,1,2,26,0.12655832079693194,0,0.22924901185770752,0.024390243902439025,0.1111111111111111,0.26804123711340205
f-ft,0,1,0,0,0,7.905138339920949e-4,0,0.003952569169960474,0,0,0
f-gh,0,1,1,1,7,0.03121266341631266,0,0.003952569169960474,0.024390243902439025,0.05555555555555555,0.07216494845360824
f-lf,0,0,0,0,2,0.004123711340206186,0,0,0,0,0.020618556701030927
f-ph,17,29,5,0,8,0.071828858373562815,0.04009433962264151,0.11462450592885376,0.12195121951219512,0,0.08247422680412371
f-pph,0,1,0,0,0,7.905138339920949e-4,0,0.003952569169960474,0,0,0
g-g,281,183,1,21,71,0.9100200989486703,0.95578231292517,0.8318181818181818,1,0.875,0.8875
g-gg,0,33,0,3,1,0.05750000000000001,0,0.15,0,0.125,0.0125
g-gh,5,1,0,0,0,0.004310451453308596,0.017006802721088437,0.004545454545454545,0,0,0
g-gu,8,3,0,0,8,0.028169449598021028,0.027210884353741496,0.013636363636363636,0,0,0.1
gz-x,0,0,0,13,0,0.2,0,0,0,1,0
h-h,301,57,0,0,0,0.3967320261437909,0.9836601307189542,1,0,0,0
h-j,0,0,0,0,0,0,0,0,0,0,0
h-wh,5,0,0,0,0,0.0032679738562091504,0.016339869281045753,0,0,0,0
i-a,0,0,0,0,0,0,0,0,0,0,0
i-ae,0,0,0,0,1,3.252032520325203e-4,0,0,0,0,0.0016260162601626016
i-ay,0,0,0,0,1,3.252032520325203e-4,0,0,0,0,0.0016260162601626016
i-e,23,2,1,121,20,0.2145469314025819,0.575,0.14285714285714285,0.0030959752321981426,0.31926121372031663,0.032520325203252036
i-e_e,2,0,14,0,0,0.0186687306501548,0.05,0,0.043343653250773995,0,0
i-ea,11,0,107,66,7,0.15835878877548423,0.275,0,0.33126934984520123,0.1741424802110818,0.011382113821138212
i-ea_e,2,0,17,0,0,0.020526315789473684,0.05,0,0.05263157894736842,0,0
i-ee,1,0,97,42,27,0.09600599570002334,0.025,0,0.30030959752321984,0.11081794195250659,0.04390243902439024
i-ee_e,0,0,13,0,0,0.00804953560371517,0,0,0.04024767801857585,0,0
i-ei,1,0,5,4,0,0.01020679317415065,0.025,0,0.015479876160990712,0.010554089709762533,0
i-ei_e,0,0,3,0,0,0.0018575851393188853,0,0,0.009287925696594427,0,0
i-eo,0,0,0,1,0,5.277044854881266e-4,0,0,0,0.002638522427440633,0
i-ey,0,0,1,5,21,0.01008698576656319,0,0,0.0030959752321981426,0.013192612137203167,0.03414634146341464
i-i,0,3,4,115,15,0.11089798765452374,0,0.21428571428571427,0.01238390092879257,0.3034300791556728,0.024390243902439025
i-i_e,0,4,25,0,0,0.07262273330384786,0,0.2857142857142857,0.07739938080495357,0,0
i-ie,0,1,27,4,21,0.03994406677421969,0,0.07142857142857142,0.08359133126934984,0.010554089709762533,0.03414634146341464
i-ie_e,0,0,9,0,0,0.005572755417956656,0,0,0.02786377708978328,0,0
i-is,0,0,0,0,1,3.252032520325203e-4,0,0,0,0,0.0016260162601626016
i-oe,0,0,0,0,0,0,0,0,0,0,0
i-y,0,4,0,21,501,0.23115148060640048,0,0.2857142857142857,0,0.055408970976253295,0.8146341463414634
j-i,0,6,19,0,0,0.24021739130434785,0,0.375,0.8260869565217391,0,0
j-ill,0,1,0,0,0,0.0125,0,0.0625,0,0,0
j-j,0,0,1,0,0,0.008695652173913044,0,0,0.043478260869565216,0,0
j-ll,0,1,0,0,0,0.0125,0,0.0625,0,0,0
j-y,41,8,3,0,0,0.32608695652173914,1,0.5,0.13043478260869565,0,0
ju-eau,0,0,0,2,0,0.006557377049180328,0,0,0,0.03278688524590164,0
ju-eu,1,0,1,0,0,0.016896551724137933,0.05,0,0.034482758620689655,0,0
ju-eue,0,0,0,0,1,0.011764705882352941,0,0,0,0,0.058823529411764705
ju-ew,0,0,0,0,5,0.058823529411764705,0,0,0,0,0.29411764705882354
ju-ewe,1,0,0,0,0,0.01,0.05,0,0,0,0
ju-hu,1,0,0,0,0,0.01,0.05,0,0,0,0
ju-ou,0,0,0,0,0,0,0,0,0,0,0
ju-u,13,2,1,58,1,0.4388251920327203,0.65,0.5,0.034482758620689655,0.9508196721311475,0.058823529411764705
ju-u_e,4,1,25,0,0,0.26241379310344826,0.2,0.25,0.8620689655172413,0,0
ju-ua,0,1,0,0,0,0.05,0,0.25,0,0,0
ju-ue,0,0,1,0,9,0.1127789046653144,0,0,0.034482758620689655,0,0.5294117647058824
ju-ugh,0,0,0,0,0,0,0,0,0,0,0
ju-ui,0,0,0,1,0,0.003278688524590164,0,0,0,0.01639344262295082,0
ju-ut,0,0,0,0,1,0.011764705882352941,0,0,0,0,0.058823529411764705
ju-uu,0,0,1,0,0,0.006896551724137931,0,0,0.034482758620689655,0,0
jə-u,0,0,0,15,0,0.2,0,0,0,1,0
jə-ua,0,1,0,0,0,0.2,0,1,0,0,0
jɚ-u,0,0,1,0,0,0.04,0,0,0.2,0,0
jɚ-u_e,0,0,4,0,0,0.16,0,0,0.8,0,0
jʊ-eu,0,0,0,0,0,0,0,0,0,0,0
jʊ-u,3,0,0,7,0,0.4,1,0,0,1,0
jʊ-u_e,0,0,3,0,0,0.2,0,0,1,0,0
k-c,565,234,155,103,69,0.5729419136163347,0.8458083832335329,0.4989339019189765,0.6595744680851063,0.6912751677852349,0.16911764705882354
k-cc,0,22,0,0,0,0.009381663113006398,0,0.046908315565031986,0,0,0
k-cch,0,1,0,0,0,4.2643923240938164e-4,0,0.0021321961620469083,0,0,0
k-ch,16,15,15,2,6,0.029578705323603384,0.023952095808383235,0.031982942430703626,0.06382978723404255,0.013422818791946308,0.014705882352941176
k-ck,0,74,5,14,94,0.10068220002850425,0,0.15778251599147122,0.02127659574468085,0.09395973154362416,0.23039215686274508
k-cq,0,3,0,0,0,0.0012793176972281449,0,0.006396588486140725,0,0,0
k-k,46,94,38,22,217,0.22210091883010685,0.0688622754491018,0.20042643923240938,0.16170212765957448,0.1476510067114094,0.5318627450980392
k-kh,1,0,0,0,0,2.994011976047904e-4,0.0014970059880239522,0,0,0,0
k-kk,0,0,0,0,0,0,0,0,0,0,0
k-lk,0,2,1,0,11,0.007096099157351096,0,0.0042643923240938165,0.00425531914893617,0,0.02696078431372549
k-q,37,17,20,0,0,0.03534858785808141,0.05538922155688623,0.03624733475479744,0.0851063829787234,0,0
k-qu,3,7,1,0,11,0.010126498912212376,0.004491017964071856,0.014925373134328358,0.00425531914893617,0,0.02696078431372549
k-x,0,0,0,8,0,0.010738255033557046,0,0,0,0.053691275167785234,0
ks-x,0,0,6,61,38,0.6,0,0,1,1,1
kʃ-x,0,0,0,3,0,0.15,0,0,0,0.75,0
kʃ-xi,0,0,0,1,0,0.05,0,0,0,0.25,0
l-l,291,395,668,125,636,0.9011517960181232,1,0.7669902912621359,0.9955290611028316,0.8802816901408451,0.8629579375848032
l-ll,0,119,3,17,99,0.09791711362606542,0,0.23106796116504855,0.004470938897168405,0.11971830985915492,0.13432835820895522
l-sl,0,1,0,0,2,9.310903558114106e-4,0,0.001941747572815534,0,0,0.0027137042062415195
m-gm,0,0,0,0,0,0,0,0,0,0,0
m-lm,0,1,0,0,3,0.0028265550602007703,0,0.002638522427440633,0,0,0.011494252873563218
m-m,380,329,91,166,239,0.956756538177701,1,0.8680738786279684,1,1,0.9157088122605364
m-mb,0,1,0,0,14,0.01125567383414713,0,0.002638522427440633,0,0,0.05363984674329502
m-mm,0,48,0,0,0,0.02532981530343008,0,0.1266490765171504,0,0,0
m-mn,0,0,0,0,5,0.0038314176245210726,0,0,0,0,0.019157088122605363
m-thm,0,0,0,0,0,0,0,0,0,0,0
n-dn,0,0,0,0,0,0,0,0,0,0,0
n-gn,3,2,0,1,10,0.007436360437773612,0.01775147928994083,0.003838771593090211,0,0.0018552875695732839,0.013736263736263736
n-kn,22,2,0,0,0,0.02680325727719792,0.1301775147928994,0.003838771593090211,0,0,0
n-ln,0,0,0,0,0,0,0,0,0,0,0
n-mn,1,0,0,0,0,0.001183431952662722,0.005917159763313609,0,0,0,0
n-n,142,472,562,538,715,0.9445856505284652,0.8402366863905325,0.9059500959692899,0.9964539007092199,0.9981447124304267,0.9821428571428571
n-nn,0,45,2,0,3,0.0188078678512378,0,0.08637236084452975,0.0035460992907801418,0,0.004120879120879121
n-pn,1,0,0,0,0,0.001183431952662722,0.005917159763313609,0,0,0,0
nj-gn,0,1,0,0,0,0.1,0,0.5,0,0,0
nj-n,0,1,0,0,0,0.1,0,0.5,0,0,0
oʊ-aoh,0,0,0,0,1,0.0015151515151515152,0,0,0,0,0.007575757575757576
oʊ-au,0,0,0,1,0,0.0010869565217391304,0,0,0,0.005434782608695652,0
oʊ-au_e,0,0,1,0,0,7.462686567164179e-4,0,0,0.0037313432835820895,0,0
oʊ-aux,0,0,0,0,1,0.0015151515151515152,0,0,0,0,0.007575757575757576
oʊ-eau,0,0,0,0,3,0.004545454545454545,0,0,0,0,0.022727272727272728
oʊ-eaux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eou,0,0,0,0,0,0,0,0,0,0,0
oʊ-ew,0,0,1,1,0,0.0018332251784555485,0,0,0.0037313432835820895,0.005434782608695652,0
oʊ-o,19,4,57,154,70,0.5764287842808284,0.7307692307692307,0.5714285714285714,0.2126865671641791,0.8369565217391305,0.5303030303030303
oʊ-o_e,0,2,141,0,0,0.16236673773987206,0,0.2857142857142857,0.5261194029850746,0,0
oʊ-oa,4,0,48,10,1,0.07897484302416165,0.15384615384615385,0,0.1791044776119403,0.05434782608695652,0.007575757575757576
oʊ-oa_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-oe,0,0,3,1,7,0.013931823097948992,0,0,0.011194029850746268,0.005434782608695652,0.05303030303030303
oʊ-oh,0,0,0,0,0,0,0,0,0,0,0
oʊ-oo,0,0,1,0,0,7.462686567164179e-4,0,0,0.0037313432835820895,0,0
oʊ-os,0,0,0,0,0,0,0,0,0,0,0
oʊ-ot,0,0,0,0,1,0.0015151515151515152,0,0,0,0,0.007575757575757576
oʊ-ou,0,0,5,0,0,0.003731343283582089,0,0,0.018656716417910446,0,0
oʊ-ou_e,0,0,1,0,0,7.462686567164179e-4,0,0,0.0037313432835820895,0,0
oʊ-ough,0,1,0,1,6,0.038749294184076785,0,0.14285714285714285,0,0.005434782608695652,0.045454545454545456
oʊ-ow,2,0,10,16,42,0.1038749699359693,0.07692307692307693,0,0.03731343283582089,0.08695652173913043,0.3181818181818182
oʊ-owe,1,0,0,0,0,0.007692307692307693,0.038461538461538464,0,0,0,0
p-bp,0,0,0,0,0,0,0,0,0,0,0
p-gh,0,0,0,0,1,8.438818565400843e-4,0,0,0,0,0.004219409282700422
p-p,559,284,181,56,236,0.9530121156616614,1,0.797752808988764,0.9890710382513661,0.9824561403508771,0.9957805907172996
p-pp,0,72,2,1,0,0.04614400248179853,0,0.20224719101123595,0.01092896174863388,0.017543859649122806,0
s-c,41,138,3,11,152,0.14950332437727404,0.040553907022749754,0.2094081942336874,0.017543859649122806,0.19642857142857142,0.2835820895522388
s-es,0,0,0,0,4,0.0014925373134328358,0,0,0,0,0.007462686567164179
s-ps,5,0,0,0,0,9.891196834817012e-4,0.004945598417408506,0,0,0,0
s-s,958,415,166,40,237,0.7409057634935411,0.9475766567754699,0.629742033383915,0.9707602339181286,0.7142857142857143,0.44216417910447764
s-sc,6,9,0,0,2,0.004664623506029513,0.005934718100890208,0.013657056145675266,0,0,0.0037313432835820895
s-ss,0,78,2,4,137,0.0914165292098424,0,0.11836115326251896,0.011695906432748537,0.07142857142857142,0.2555970149253731
s-st,0,14,0,1,0,0.00782029048341643,0,0.021244309559939303,0,0.017857142857142856,0
s-sw,1,1,0,0,0,5.013140732669017e-4,9.891196834817012e-4,0.0015174506828528073,0,0,0
s-ts,0,0,0,0,0,0,0,0,0,0,0
s-tz,0,0,0,0,1,3.7313432835820896e-4,0,0,0,0,0.0018656716417910447
s-z,0,4,0,0,3,0.0023333635313568723,0,0.006069802731411229,0,0,0.005597014925373134
t-bt,0,3,0,0,2,0.0011537684140440153,0,0.0039735099337748344,0,0,0.0017953321364452424
t-ct,0,0,0,0,1,1.7953321364452425e-4,0,0,0,0,8.976660682226212e-4
t-d,0,0,0,0,0,0,0,0,0,0,0
t-dt,0,0,0,0,0,0,0,0,0,0,0
t-ed,0,0,0,0,22,0.003949730700179533,0,0,0,0,0.019748653500897665
t-pt,0,0,2,0,1,0.0012349421846207776,0,0,0.005277044854881266,0,8.976660682226212e-4
t-t,373,643,377,94,1075,0.9575724954997463,0.9973262032085561,0.8516556291390729,0.9947229551451188,0.9791666666666666,0.9649910233393177
t-th,1,0,0,0,0,5.347593582887701e-4,0.00267379679144385,0,0,0,0
t-tt,0,109,0,1,13,0.03329143729614261,0,0.14437086092715232,0,0.010416666666666666,0.011669658886894075
t-z,0,0,0,1,0,0.0020833333333333333,0,0,0,0.010416666666666666,0
ts-z,0,0,0,0,0,0,0,0,0,0,0
tʃ-c,6,1,0,0,0,0.014173913043478259,0.06,0.010869565217391304,0,0,0
tʃ-cc,0,0,0,0,0,0,0,0,0,0,0
tʃ-ch,94,26,2,6,83,0.7376251874062969,0.94,0.2826086956521739,1,0.75,0.7155172413793104
tʃ-ci,0,0,0,0,0,0,0,0,0,0,0
tʃ-t,0,52,0,0,0,0.11304347826086955,0,0.5652173913043478,0,0,0
tʃ-tch,0,9,0,2,33,0.1264617691154423,0,0.09782608695652174,0,0.25,0.28448275862068967
tʃ-ti,0,4,0,0,0,0.008695652173913044,0,0.043478260869565216,0,0,0
u-eu,0,0,1,3,0,0.005545617173524151,0,0,0.004651162790697674,0.023076923076923078,0
u-eu_e,0,0,2,0,0,0.0018604651162790697,0,0,0.009302325581395349,0,0
u-ew,0,0,7,5,19,0.07357893559928444,0,0,0.03255813953488372,0.038461538461538464,0.296875
u-ewe,0,0,2,0,0,0.0018604651162790697,0,0,0.009302325581395349,0,0
u-ieu,0,0,0,1,0,0.0015384615384615385,0,0,0,0.007692307692307693,0
u-ioux,0,0,0,0,0,0,0,0,0,0,0
u-o,0,0,3,7,6,0.03230992844364937,0,0,0.013953488372093023,0.05384615384615385,0.09375
u-o_e,0,0,8,0,0,0.007441860465116279,0,0,0.037209302325581395,0,0
u-oe,0,0,0,3,3,0.013990384615384616,0,0,0,0.023076923076923078,0.046875
u-oo,1,0,110,30,14,0.292229427549195,0.5,0,0.5116279069767442,0.23076923076923078,0.21875
u-oo_e,1,0,10,0,0,0.10930232558139534,0.5,0,0.046511627906976744,0,0
u-ooh,0,0,0,0,0,0,0,0,0,0,0
u-ou,0,0,5,10,2,0.02628577817531306,0,0,0.023255813953488372,0.07692307692307693,0.03125
u-ou_e,0,0,4,0,0,0.0037209302325581393,0,0,0.018604651162790697,0,0
u-ough,0,0,0,0,1,0.003125,0,0,0,0,0.015625
u-oup,0,0,0,0,1,0.003125,0,0,0,0,0.015625
u-ous,0,0,0,0,1,0.003125,0,0,0,0,0.015625
u-u,0,1,4,66,3,0.31463439177101965,0,1,0.018604651162790697,0.5076923076923077,0.046875
u-u_e,0,0,45,0,0,0.04186046511627907,0,0,0.20930232558139536,0,0
u-ua,0,0,1,0,0,9.302325581395348e-4,0,0,0.004651162790697674,0,0
u-ue,0,0,3,2,13,0.04649262075134168,0,0,0.013953488372093023,0.015384615384615385,0.203125
u-ui,0,0,7,3,0,0.01112701252236136,0,0,0.03255813953488372,0.023076923076923078,0
u-ui_e,0,0,3,0,0,0.0027906976744186047,0,0,0.013953488372093023,0,0
u-wo,0,0,0,0,1,0.003125,0,0,0,0,0.015625
v-f,0,0,0,0,1,0.0015748031496062992,0,0,0,0,0.007874015748031496
v-lv,0,0,0,0,3,0.004724409448818898,0,0,0,0,0.023622047244094488
v-ph,0,0,0,0,0,0,0,0,0,0,0
v-v,113,253,16,25,123,0.9929133858267717,1,0.9960629921259843,1,1,0.968503937007874
v-vv,0,1,0,0,0,7.874015748031496e-4,0,0.003937007874015748,0,0,0
w-ju,0,1,0,0,0,0.003125,0,0.015625,0,0,0
w-o,3,4,1,0,0,0.016088043037431117,0.01195219123505976,0.0625,0.005988023952095809,0,0
w-ou,0,0,0,0,0,0,0,0,0,0,0
w-u,0,4,90,0,0,0.12028443113772455,0,0.0625,0.5389221556886228,0,0
w-w,211,49,75,0,0,0.4110728493212778,0.8406374501992032,0.765625,0.4491017964071856,0,0
w-wh,37,6,1,0,0,0.04942967650356657,0.14741035856573706,0.09375,0.005988023952095809,0,0
z-cs,0,0,0,0,0,0,0,0,0,0,0
z-cz,1,0,0,0,0,0.010526315789473684,0.05263157894736842,0,0,0,0
z-ds,0,0,0,0,0,0,0,0,0,0,0
z-es,0,0,0,2,20,0.03188405797101449,0,0,0,0.08695652173913043,0.07246376811594203
z-s,0,102,7,18,210,0.6503623188405797,0,0.7083333333333334,1,0.782608695652174,0.7608695652173914
z-si,0,0,0,2,0,0.017391304347826087,0,0,0,0.08695652173913043,0
z-ss,0,4,0,0,0,0.005555555555555555,0,0.027777777777777776,0,0,0
z-ts,1,0,0,0,0,0.010526315789473684,0.05263157894736842,0,0,0,0
z-tz,0,0,0,0,0,0,0,0,0,0,0
z-x,0,1,0,0,0,0.0013888888888888887,0,0.006944444444444444,0,0,0
z-z,17,27,0,0,42,0.2468821510297483,0.8947368421052632,0.1875,0,0,0.15217391304347827
z-zz,0,10,0,1,4,0.025483091787439616,0,0.06944444444444445,0,0.043478260869565216,0.014492753623188406
æ-a,139,15,569,308,0,0.7567569126918223,0.972027972027972,0.8823529411764706,0.9358552631578947,0.9935483870967742,0
æ-a_e,2,1,35,0,0,0.026075066574292583,0.013986013986013986,0.058823529411764705,0.05756578947368421,0,0
æ-aha,0,0,0,0,0,0,0,0,0,0,0
æ-ai,0,0,1,0,0,3.289473684210526e-4,0,0,0.001644736842105263,0,0
æ-au,2,0,3,1,0,0.004429206192788536,0.013986013986013986,0,0.004934210526315789,0.0032258064516129032,0
æ-ea,0,0,0,1,0,6.451612903225806e-4,0,0,0,0.0032258064516129032,0
æ-eah,0,0,0,0,0,0,0,0,0,0,0
æ-i_e,0,1,0,0,0,0.011764705882352941,0,0.058823529411764705,0,0,0
ð-th,18,40,4,2,10,1,1,1,1,1,1
ŋ-n,0,0,69,65,0,0.32282229965156795,0,0,0.8214285714285714,0.7926829268292683,0
ŋ-nd,0,0,0,1,0,0.0024390243902439024,0,0,0,0.012195121951219513,0
ŋ-ng,0,0,15,16,241,0.27309258542320874,0,0,0.17857142857142858,0.1951219512195122,0.9917695473251029
ŋ-ngu,0,0,0,0,2,0.001646090534979424,0,0,0,0,0.00823045267489712
ɑ-a,30,4,223,41,4,0.4108839775067886,0.38461538461538464,0.4,0.4442231075697211,0.15891472868217055,0.6666666666666666
ɑ-a_e,1,1,18,0,0,0.02973541730513842,0.01282051282051282,0.1,0.035856573705179286,0,0
ɑ-aa,1,0,0,0,0,0.002564102564102564,0.01282051282051282,0,0,0,0
ɑ-aah,0,0,0,0,0,0,0,0,0,0,0
ɑ-ach,0,0,1,0,0,3.9840637450199205e-4,0,0,0.00199203187250996,0,0
ɑ-ah,0,0,0,0,0,0,0,0,0,0,0
ɑ-au,5,0,3,5,0,0.01789170093626686,0.0641025641025641,0,0.00597609561752988,0.01937984496124031,0
ɑ-au_e,0,0,1,0,0,3.9840637450199205e-4,0,0,0.00199203187250996,0,0
ɑ-aw,1,0,0,2,2,0.07078115682766846,0.01282051282051282,0,0,0.007751937984496124,0.3333333333333333
ɑ-e,4,0,2,0,0,0.01105322300541424,0.05128205128205128,0,0.00398406374501992,0,0
ɑ-ea,0,0,5,0,0,0.00199203187250996,0,0,0.0099601593625498,0,0
ɑ-ho,4,0,0,2,0,0.011806797853309481,0.05128205128205128,0,0,0.007751937984496124,0
ɑ-i,0,0,0,0,0,0,0,0,0,0,0
ɑ-i_e,0,0,0,0,0,0,0,0,0,0,0
ɑ-o,27,5,236,206,0,0.42294459609385954,0.34615384615384615,0.5,0.4701195219123506,0.7984496124031008,0
ɑ-o_e,2,0,13,0,0,0.010307487996731025,0.02564102564102564,0,0.025896414342629483,0,0
ɑ-oh,0,0,0,0,0,0,0,0,0,0,0
ɑ-ou,3,0,0,0,0,0.007692307692307693,0.038461538461538464,0,0,0,0
ɑ-ow,0,0,0,2,0,0.0015503875968992248,0,0,0,0.007751937984496124,0
ɔ-a,6,0,65,10,0,0.08208905621444126,0.1016949152542373,0,0.16169154228855723,0.14705882352941177,0
ɔ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ao,0,0,1,0,0,4.975124378109452e-4,0,0,0.0024875621890547263,0,0
ɔ-au,16,0,18,5,0,0.07789839436913142,0.2711864406779661,0,0.04477611940298507,0.07352941176470588,0
ɔ-au_e,0,0,10,0,0,0.004975124378109453,0,0,0.024875621890547265,0,0
ɔ-augh,0,0,4,4,0,0.01375475563359672,0,0,0.009950248756218905,0.058823529411764705,0
