PG mapping,wi,si,sm,sf,wf,consistency,wi_consistency,si_consistency,sm_consistency,sf_consistency,wf_consistency
b-br,0,0,0,0,0,0,0,0,0,0,0
b-pb,0,2,0,0,0,0.001932367149758454,0,0.00966183574879227,0,0,0
d-d,236,199,17,68,293,0.9624147754632866,1,0.8844444444444445,1,0.9855072463768116,0.9421221864951769
d-dd,0,26,0,1,2,0.027295835469189306,0,0.11555555555555555,0,0.014492753623188406,0.006430868167202572
d-ddh,0,0,0,0,0,0,0,0,0,0,0
d-ed,0,0,0,0,13,0.008360128617363344,0,0,0,0,0.04180064308681672
d-ld,0,0,0,0,3,0.0019292604501607719,0,0,0,0,0.00964630225080386
dʒ-d,0,6,0,0,0,0.021052631578947368,0,0.10526315789473684,0,0,0
dʒ-dg,0,2,0,0,8,0.04422684618523052,0,0.03508771929824561,0,0,0.18604651162790697
dʒ-di,0,1,0,0,0,0.003508771929824561,0,0.017543859649122806,0,0,0
dʒ-dj,0,0,0,0,0,0,0,0,0,0,0
dʒ-g,16,34,0,3,35,0.527159365823665,0.22535211267605634,0.5964912280701754,0,1,0.813953488372093
dʒ-gg,0,0,0,0,0,0,0,0,0,0,0
dʒ-gi,0,1,0,0,0,0.003508771929824561,0,0.017543859649122806,0,0,0
dʒ-j,55,13,0,0,0,0.20054361255250802,0.7746478873239436,0.22807017543859648,0,0,0
eɪ-a,10,5,7,103,0,0.3559905486091489,0.5263157894736842,0.45454545454545453,0.030434782608695653,0.7686567164179104,0
eɪ-a_e,4,6,154,0,0,0.28510921572706466,0.21052631578947367,0.5454545454545454,0.6695652173913044,0,0
eɪ-ae,0,0,0,0,1,0.0037037037037037034,0,0,0,0,0.018518518518518517
eɪ-ai,2,0,57,13,0,0.09002083404487858,0.10526315789473684,0,0.24782608695652175,0.09701492537313433,0
eɪ-ai_e,0,0,3,0,0,0.002608695652173913,0,0,0.013043478260869565,0,0
eɪ-aigh,0,0,1,1,0,0.0023621025308241403,0,0,0.004347826086956522,0.007462686567164179,0
eɪ-au_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-ay,0,0,2,14,43,0.18189391208210157,0,0,0.008695652173913044,0.1044776119402985,0.7962962962962963
eɪ-ay_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-aye,0,0,0,0,0,0,0,0,0,0,0
eɪ-e,0,0,0,0,1,0.0037037037037037034,0,0,0,0,0.018518518518518517
eɪ-e_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-ea,0,0,3,0,1,0.006312399355877617,0,0,0.013043478260869565,0,0.018518518518518517
eɪ-ee,0,0,0,0,0,0,0,0,0,0,0
eɪ-ei,0,0,1,0,0,8.695652173913044e-4,0,0,0.004347826086956522,0,0
eɪ-ei_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-eigh,3,0,2,2,2,0.04371055983747674,0.15789473684210525,0,0.008695652173913044,0.014925373134328358,0.037037037037037035
eɪ-et,0,0,0,0,2,0.007407407407407407,0,0,0,0,0.037037037037037035
eɪ-ey,0,0,0,1,4,0.01630735212824765,0,0,0,0.007462686567164179,0.07407407407407407
eɪ-ez,0,0,0,0,0,0,0,0,0,0,0
f-f,269,112,13,12,37,0.8110064956214125,0.9781818181818182,0.7417218543046358,0.9285714285714286,0.8,0.6065573770491803
f-ff,0,25,1,2,12,0.11340922602891987,0,0.16556291390728478,0.07142857142857142,0.13333333333333333,0.19672131147540983
f-ft,0,1,0,0,0,0.0013245033112582781,0,0.006622516556291391,0,0,0
f-gh,0,1,0,1,5,0.03105127926754243,0,0.006622516556291391,0,0.06666666666666667,0.08196721311475409
f-lf,0,0,0,0,2,0.006557377049180328,0,0,0,0,0.03278688524590164
f-ph,6,12,0,0,5,0.03665111872168652,0.02181818181818182,0.07947019867549669,0,0,0.08196721311475409
f-pph,0,0,0,0,0,0,0,0,0,0,0
g-g,162,114,1,9,45,0.9138638938790015,0.9700598802395209,0.8028169014084507,1,0.8181818181818182,0.9782608695652174
g-gg,0,26,0,2,1,0.07733118076045205,0,0.18309859154929578,0,0.18181818181818182,0.021739130434782608
g-gh,1,1,0,0,0,0.0026060554946445136,0.005988023952095809,0.007042253521126761,0,0,0
g-gu,4,1,0,0,0,0.0061988698659019995,0.023952095808383235,0.007042253521126761,0,0,0
gz-x,0,0,0,4,0,0.2,0,0,0,1,0
h-h,205,44,0,0,0,0.39711538461538465,0.9855769230769231,1,0,0,0
h-j,0,0,0,0,0,0,0,0,0,0,0
h-wh,3,0,0,0,0,0.0028846153846153848,0.014423076923076924,0,0,0,0
i-a,0,0,0,0,0,0,0,0,0,0,0
i-ae,0,0,0,0,0,0,0,0,0,0,0
i-ay,0,0,0,0,0,0,0,0,0,0,0
i-e,9,0,0,53,11,0.12706188890082734,0.375,0,0,0.23348017621145375,0.026829268292682926
i-e_e,2,0,9,0,0,0.025577557755775575,0.08333333333333333,0,0.04455445544554455,0,0
i-ea,11,0,75,53,5,0.2150591520417756,0.4583333333333333,0,0.3712871287128713,0.23348017621145375,0.012195121951219513
i-ea_e,0,0,9,0,0,0.00891089108910891,0,0,0.04455445544554455,0,0
i-ee,1,0,66,41,19,0.11907150868734666,0.041666666666666664,0,0.32673267326732675,0.18061674008810572,0.046341463414634146
i-ee_e,0,0,11,0,0,0.01089108910891089,0,0,0.054455445544554455,0,0
i-ei,1,0,0,2,0,0.010095447870778266,0.041666666666666664,0,0,0.00881057268722467,0
i-ei_e,0,0,1,0,0,9.900990099009901e-4,0,0,0.0049504950495049506,0,0
i-eo,0,0,0,1,0,8.81057268722467e-4,0,0,0,0.004405286343612335,0
i-ey,0,0,1,4,15,0.011831401255522565,0,0,0.0049504950495049506,0.01762114537444934,0.036585365853658534
i-i,0,1,2,51,10,0.0767921675051356,0,0.125,0.009900990099009901,0.22466960352422907,0.024390243902439025
i-i_e,0,2,7,0,0,0.05693069306930694,0,0.25,0.034653465346534656,0,0
i-ie,0,1,18,2,15,0.05190096988639446,0,0.125,0.0891089108910891,0.00881057268722467,0.036585365853658534
i-ie_e,0,0,3,0,0,0.0029702970297029703,0,0,0.01485148514851485,0,0
i-is,0,0,0,0,0,0,0,0,0,0,0
i-oe,0,0,0,0,0,0,0,0,0,0,0
i-y,0,4,0,20,335,0.28103577952079084,0,0.5,0,0.0881057268722467,0.8170731707317073
j-i,0,4,7,0,0,0.2127272727272727,0,0.36363636363636365,0.7,0,0
j-ill,0,0,0,0,0,0,0,0,0,0,0
j-j,0,0,0,0,0,0,0,0,0,0,0
j-ll,0,0,0,0,0,0,0,0,0,0,0
j-y,26,7,3,0,0,0.38727272727272727,1,0.6363636363636364,0.3,0,0
ju-eau,0,0,0,2,0,0.017391304347826087,0,0,0,0.08695652173913043,0
ju-eu,0,0,0,0,0,0,0,0,0,0,0
ju-eue,0,0,0,0,0,0,0,0,0,0,0
ju-ew,0,0,0,0,2,0.05,0,0,0,0,0.25
ju-ewe,0,0,0,0,0,0,0,0,0,0,0
ju-hu,1,0,0,0,0,0.015384615384615385,0.07692307692307693,0,0,0,0
ju-ou,0,0,0,0,0,0,0,0,0,0,0
ju-u,8,0,0,21,1,0.330685618729097,0.6153846153846154,0,0,0.9130434782608695,0.125
ju-u_e,4,1,9,0,0,0.4251748251748252,0.3076923076923077,1,0.8181818181818182,0,0
ju-ua,0,0,0,0,0,0,0,0,0,0,0
ju-ue,0,0,1,0,5,0.1431818181818182,0,0,0.09090909090909091,0,0.625
ju-ugh,0,0,0,0,0,0,0,0,0,0,0
ju-ui,0,0,0,0,0,0,0,0,0,0,0
ju-ut,0,0,0,0,0,0,0,0,0,0,0
ju-uu,0,0,1,0,0,0.01818181818181818,0,0,0.09090909090909091,0,0
jə-u,0,0,0,7,0,0.2,0,0,0,1,0
jə-ua,0,0,0,0,0,0,0,0,0,0,0
jɚ-u,0,0,0,0,0,0,0,0,0,0,0
jɚ-u_e,0,0,3,0,0,0.2,0,0,1,0,0
jʊ-eu,0,0,0,0,0,0,0,0,0,0,0
jʊ-u,1,0,0,3,0,0.4,1,0,0,1,0
jʊ-u_e,0,0,2,0,0,0.2,0,0,1,0,0
k-c,322,130,70,48,19,0.5041210974098045,0.8679245283018868,0.45454545454545453,0.546875,0.5714285714285714,0.07983193277310924
k-cc,0,8,0,0,0,0.005594405594405594,0,0.027972027972027972,0,0,0
k-cch,0,1,0,0,0,6.993006993006993e-4,0,0.0034965034965034965,0,0,0
k-ch,3,3,11,0,5,0.025104333444025455,0.008086253369272238,0.01048951048951049,0.0859375,0,0.02100840336134454
k-ck,0,63,5,12,72,0.1409440743080449,0,0.2202797202797203,0.0390625,0.14285714285714285,0.3025210084033613
k-cq,0,0,0,0,0,0,0,0,0,0,0
k-k,33,75,29,18,133,0.2701716585994472,0.0889487870619946,0.26223776223776224,0.2265625,0.21428571428571427,0.5588235294117647
k-kh,0,0,0,0,0,0,0,0,0,0,0
k-kk,0,0,0,0,0,0,0,0,0,0,0
k-lk,0,1,0,0,8,0.007421989774930951,0,0.0034965034965034965,0,0,0.03361344537815126
k-q,13,5,12,0,0,0.029254589749872772,0.03504043126684636,0.017482517482517484,0.09375,0,0
k-qu,0,0,1,0,1,0.0024028361344537812,0,0,0.0078125,0,0.004201680672268907
k-x,0,0,0,6,0,0.014285714285714285,0,0,0,0.07142857142857142,0
ks-x,0,0,5,24,15,0.6,0,0,1,1,1
kʃ-x,0,0,0,0,0,0,0,0,0,0,0
kʃ-xi,0,0,0,1,0,0.2,0,0,0,1,0
l-l,179,214,386,79,356,0.8842237072056216,1,0.7456445993031359,0.9922879177377892,0.8494623655913979,0.8337236533957846
l-ll,0,72,3,14,70,0.11461104460793878,0,0.2508710801393728,0.007712082262210797,0.15053763440860216,0.16393442622950818
l-sl,0,1,0,0,1,0.0011652481864397098,0,0.003484320557491289,0,0,0.00234192037470726
m-gm,0,0,0,0,0,0,0,0,0,0,0
m-lm,0,1,0,0,2,0.003900709219858156,0,0.005319148936170213,0,0,0.014184397163120567
m-m,227,166,56,92,128,0.9581560283687942,1,0.8829787234042553,1,1,0.9078014184397163
m-mb,0,0,0,0,9,0.01276595744680851,0,0,0,0,0.06382978723404255
m-mm,0,21,0,0,0,0.02234042553191489,0,0.11170212765957446,0,0,0
m-mn,0,0,0,0,2,0.0028368794326241132,0,0,0,0,0.014184397163120567
m-thm,0,0,0,0,0,0,0,0,0,0,0
n-dn,0,0,0,0,0,0,0,0,0,0,0
n-gn,0,1,0,1,1,0.001970612754898971,0,0.0036496350364963502,0,0.003816793893129771,0.002386634844868735
n-kn,17,2,0,0,0,0.030770198842184744,0.14655172413793102,0.0072992700729927005,0,0,0
n-ln,0,0,0,0,0,0,0,0,0,0,0
n-mn,0,0,0,0,0,0,0,0,0,0,0
n-n,99,236,291,261,417,0.9398692284651575,0.853448275862069,0.8613138686131386,0.9931740614334471,0.9961832061068703,0.9952267303102625
n-nn,0,35,2,0,1,0.02738995993775878,0,0.12773722627737227,0.006825938566552901,0,0.002386634844868735
n-pn,0,0,0,0,0,0,0,0,0,0,0
nj-gn,0,1,0,0,0,0.2,0,1,0,0,0
nj-n,0,0,0,0,0,0,0,0,0,0,0
oʊ-aoh,0,0,0,0,0,0,0,0,0,0,0
oʊ-au,0,0,0,0,0,0,0,0,0,0,0
oʊ-au_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-aux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eau,0,0,0,0,0,0,0,0,0,0,0
oʊ-eaux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eou,0,0,0,0,0,0,0,0,0,0,0
oʊ-ew,0,0,1,1,0,0.003304091694947813,0,0,0.006211180124223602,0.010309278350515464,0
oʊ-o,12,1,36,71,34,0.5105215321721515,0.6666666666666666,0.5,0.2236024844720497,0.7319587628865979,0.43037974683544306
oʊ-o_e,0,1,80,0,0,0.19937888198757764,0,0.5,0.4968944099378882,0,0
oʊ-oa,3,0,30,7,1,0.08756504933901685,0.16666666666666666,0,0.18633540372670807,0.07216494845360824,0.012658227848101266
oʊ-oa_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-oe,0,0,2,1,3,0.012141264428653294,0,0,0.012422360248447204,0.010309278350515464,0.0379746835443038
oʊ-oh,0,0,0,0,0,0,0,0,0,0,0
oʊ-oo,0,0,0,0,0,0,0,0,0,0,0
oʊ-os,0,0,0,0,0,0,0,0,0,0,0
oʊ-ot,0,0,0,0,0,0,0,0,0,0,0
oʊ-ou,0,0,2,0,0,0.0024844720496894407,0,0,0.012422360248447204,0,0
oʊ-ou_e,0,0,1,0,0,0.0012422360248447203,0,0,0.006211180124223602,0,0
oʊ-ough,0,0,0,1,3,0.009656792378963852,0,0,0,0.010309278350515464,0.0379746835443038
oʊ-ow,2,0,9,16,38,0.16259456881304382,0.1111111111111111,0,0.055900621118012424,0.16494845360824742,0.4810126582278481
oʊ-owe,1,0,0,0,0,0.01111111111111111,0.05555555555555555,0,0,0,0
p-bp,0,0,0,0,0,0,0,0,0,0,0
p-gh,0,0,0,0,1,0.0012345679012345679,0,0,0,0,0.006172839506172839
p-p,313,166,97,37,161,0.9483135448047729,1,0.7942583732057417,0.9797979797979798,0.9736842105263158,0.9938271604938271
p-pp,0,43,2,1,0,0.050451887293992546,0,0.20574162679425836,0.020202020202020204,0.02631578947368421,0
s-c,24,56,1,7,63,0.1297976518421103,0.037209302325581395,0.18604651162790697,0.010752688172043012,0.18421052631578946,0.23076923076923078
s-es,0,0,0,0,4,0.0029304029304029304,0,0,0,0,0.014652014652014652
s-ps,0,0,0,0,0,0,0,0,0,0,0
s-s,617,194,91,26,114,0.7362789974532383,0.9565891472868217,0.6445182724252492,0.978494623655914,0.6842105263157895,0.4175824175824176
s-sc,3,1,0,0,0,0.0015946843853820599,0.004651162790697674,0.0033222591362126247,0,0,0
s-ss,0,37,1,4,92,0.1151871542205968,0,0.12292358803986711,0.010752688172043012,0.10526315789473684,0.336996336996337
s-st,0,10,0,1,0,0.011907676167162092,0,0.03322259136212625,0,0.02631578947368421,0
s-sw,1,1,0,0,0,9.745293466223699e-4,0.0015503875968992248,0.0033222591362126247,0,0,0
s-ts,0,0,0,0,0,0,0,0,0,0,0
s-tz,0,0,0,0,0,0,0,0,0,0,0
s-z,0,2,0,0,0,0.00132890365448505,0,0.006644518272425249,0,0,0
t-bt,0,1,0,0,0,5e-4,0,0.0025,0,0,0
t-ct,0,0,0,0,0,0,0,0,0,0,0
t-d,0,0,0,0,0,0,0,0,0,0,0
t-dt,0,0,0,0,0,0,0,0,0,0,0
t-ed,0,0,0,0,17,0.005772495755517826,0,0,0,0,0.028862478777589132
t-pt,0,0,0,0,0,0,0,0,0,0,0
t-t,238,318,225,66,566,0.9453077998601817,1,0.795,1,0.9705882352941176,0.9609507640067911
t-th,0,0,0,0,0,0,0,0,0,0,0
t-tt,0,81,0,1,6,0.04547852791371218,0,0.2025,0,0.014705882352941176,0.010186757215619695
t-z,0,0,0,1,0,0.0029411764705882353,0,0,0,0.014705882352941176,0
ts-z,0,0,0,0,0,0,0,0,0,0,0
tʃ-c,3,0,0,0,0,0.00759493670886076,0.0379746835443038,0,0,0,0
tʃ-cc,0,0,0,0,0,0,0,0,0,0,0
tʃ-ch,76,11,2,4,46,0.7439435248296007,0.9620253164556962,0.25,1,0.8,0.7076923076923077
tʃ-ci,0,0,0,0,0,0,0,0,0,0,0
tʃ-t,0,24,0,0,0,0.10909090909090909,0,0.5454545454545454,0,0,0
tʃ-tch,0,7,0,1,19,0.1302797202797203,0,0.1590909090909091,0,0.2,0.2923076923076923
tʃ-ti,0,2,0,0,0,0.00909090909090909,0,0.045454545454545456,0,0,0
u-eu,0,0,0,0,0,0,0,0,0,0,0
u-eu_e,0,0,0,0,0,0,0,0,0,0,0
u-ew,0,0,3,5,14,0.0810580962464565,0,0,0.02631578947368421,0.07462686567164178,0.30434782608695654
u-ewe,0,0,2,0,0,0.003508771929824561,0,0,0.017543859649122806,0,0
u-ieu,0,0,0,0,0,0,0,0,0,0,0
u-ioux,0,0,0,0,0,0,0,0,0,0,0
u-o,0,0,0,6,6,0.04399740428293316,0,0,0,0.08955223880597014,0.13043478260869565
u-o_e,0,0,6,0,0,0.010526315789473684,0,0,0.05263157894736842,0,0
u-oe,0,0,0,3,3,0.02199870214146658,0,0,0,0.04477611940298507,0.06521739130434782
u-oo,0,0,70,23,10,0.23494199483133532,0,0,0.6140350877192983,0.34328358208955223,0.21739130434782608
u-oo_e,1,0,7,0,0,0.21228070175438596,1,0,0.06140350877192982,0,0
u-ooh,0,0,0,0,0,0,0,0,0,0,0
u-ou,0,0,4,3,1,0.02032059382720266,0,0,0.03508771929824561,0.04477611940298507,0.021739130434782608
u-ou_e,0,0,0,0,0,0,0,0,0,0,0
u-ough,0,0,0,0,1,0.004347826086956522,0,0,0,0,0.021739130434782608
u-oup,0,0,0,0,0,0,0,0,0,0,0
u-ous,0,0,0,0,0,0,0,0,0,0,0
u-u,0,0,3,23,3,0.08696335257351685,0,0,0.02631578947368421,0.34328358208955223,0.06521739130434782
u-u_e,0,0,12,0,0,0.021052631578947368,0,0,0.10526315789473684,0,0
u-ua,0,0,0,0,0,0,0,0,0,0,0
u-ue,0,0,1,2,7,0.03815931782733928,0,0,0.008771929824561403,0.029850746268656716,0.15217391304347827
u-ui,0,0,4,2,0,0.012987693113380466,0,0,0.03508771929824561,0.029850746268656716,0
u-ui_e,0,0,2,0,0,0.003508771929824561,0,0,0.017543859649122806,0,0
u-wo,0,0,0,0,1,0.004347826086956522,0,0,0,0,0.021739130434782608
v-f,0,0,0,0,1,0.003333333333333333,0,0,0,0,0.016666666666666666
v-lv,0,0,0,0,0,0,0,0,0,0,0
v-ph,0,0,0,0,0,0,0,0,0,0,0
v-v,38,122,14,19,59,0.9966666666666667,1,1,1,1,0.9833333333333333
v-vv,0,0,0,0,0,0,0,0,0,0,0
w-ju,0,0,0,0,0,0,0,0,0,0,0
w-o,3,4,1,0,0,0.02026539621016365,0.015625,0.07407407407407407,0.011627906976744186,0,0
w-ou,0,0,0,0,0,0,0,0,0,0,0
w-u,0,1,34,0,0,0.08277347114556417,0,0.018518518518518517,0.3953488372093023,0,0
w-w,168,43,50,0,0,0.45053832902670116,0.875,0.7962962962962963,0.5813953488372093,0,0
w-wh,21,6,1,0,0,0.046422803617571055,0.109375,0.1111111111111111,0.011627906976744186,0,0
z-cs,0,0,0,0,0,0,0,0,0,0,0
z-cz,0,0,0,0,0,0,0,0,0,0,0
z-ds,0,0,0,0,0,0,0,0,0,0,0
z-es,0,0,0,2,19,0.052622673434856174,0,0,0,0.16666666666666666,0.09644670050761421
z-s,0,48,2,9,152,0.6289900454875075,0,0.6233766233766234,1,0.75,0.7715736040609137
z-si,0,0,0,0,0,0,0,0,0,0,0
z-ss,0,2,0,0,0,0.005194805194805195,0,0.025974025974025976,0,0,0
z-ts,0,0,0,0,0,0,0,0,0,0,0
z-tz,0,0,0,0,0,0,0,0,0,0,0
z-x,0,0,0,0,0,0,0,0,0,0,0
z-z,11,21,0,0,23,0.27789570835256117,1,0.2727272727272727,0,0,0.116751269035533
z-zz,0,6,0,1,3,0.03529676753027007,0,0.07792207792207792,0,0.08333333333333333,0.015228426395939087
æ-a,62,6,345,178,0,0.7537958046946811,0.9538461538461539,0.8571428571428571,0.9691011235955056,0.9888888888888889,0
æ-a_e,1,1,9,0,0,0.036704531423632544,0.015384615384615385,0.14285714285714285,0.025280898876404494,0,0
æ-aha,0,0,0,0,0,0,0,0,0,0,0
æ-ai,0,0,0,0,0,0,0,0,0,0,0
æ-au,2,0,2,1,0,0.008388552770575243,0.03076923076923077,0,0.0056179775280898875,0.005555555555555556,0
æ-ea,0,0,0,1,0,0.0011111111111111111,0,0,0,0.005555555555555556,0
æ-eah,0,0,0,0,0,0,0,0,0,0,0
æ-i_e,0,0,0,0,0,0,0,0,0,0,0
ð-th,15,33,4,1,7,1,1,1,1,1,1
ŋ-n,0,0,34,51,0,0.31048611111111113,0,0,0.7555555555555555,0.796875,0
ŋ-nd,0,0,0,1,0,0.003125,0,0,0,0.015625,0
ŋ-ng,0,0,11,12,204,0.28541327913279135,0,0,0.24444444444444444,0.1875,0.9951219512195122
ŋ-ngu,0,0,0,0,1,9.75609756097561e-4,0,0,0,0,0.004878048780487805
ɑ-a,13,3,134,25,3,0.5137512688793873,0.34210526315789475,1,0.4542372881355932,0.1724137931034483,0.6
ɑ-a_e,1,0,11,0,0,0.01272078501338091,0.02631578947368421,0,0.03728813559322034,0,0
ɑ-aa,0,0,0,0,0,0,0,0,0,0,0
ɑ-aah,0,0,0,0,0,0,0,0,0,0,0
ɑ-ach,0,0,0,0,0,0,0,0,0,0,0
ɑ-ah,0,0,0,0,0,0,0,0,0,0,0
ɑ-au,2,0,2,3,0,0.01602017902734627,0.05263157894736842,0,0.006779661016949152,0.020689655172413793,0
ɑ-au_e,0,0,1,0,0,6.779661016949152e-4,0,0,0.003389830508474576,0,0
ɑ-aw,0,0,0,2,2,0.08275862068965519,0,0,0,0.013793103448275862,0.4
ɑ-e,0,0,0,0,0,0,0,0,0,0,0
ɑ-ea,0,0,4,0,0,0.0027118644067796608,0,0,0.013559322033898305,0,0
ɑ-ho,2,0,0,2,0,0.013284936479128855,0.05263157894736842,0,0,0.013793103448275862,0
ɑ-i,0,0,0,0,0,0,0,0,0,0,0
ɑ-i_e,0,0,0,0,0,0,0,0,0,0,0
ɑ-o,16,0,140,113,0,0.33498784951859484,0.42105263157894735,0,0.4745762711864407,0.7793103448275862,0
ɑ-o_e,1,0,3,0,0,0.007297056199821588,0.02631578947368421,0,0.010169491525423728,0,0
ɑ-oh,0,0,0,0,0,0,0,0,0,0,0
ɑ-ou,3,0,0,0,0,0.015789473684210527,0.07894736842105263,0,0,0,0
ɑ-ow,0,0,0,0,0,0,0,0,0,0,0
ɔ-a,5,0,48,5,0,0.09364809405849078,0.14705882352941177,0,0.18604651162790697,0.13513513513513514,0
ɔ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ao,0,0,0,0,0,0,0,0,0,0,0
ɔ-au,8,0,8,1,0,0.05866577932241407,0.23529411764705882,0,0.031007751937984496,0.02702702702702703,0
ɔ-au_e,0,0,7,0,0,0.005426356589147287,0,0,0.027131782945736434,0,0
ɔ-augh,0,0,2,3,0,0.017766603813115442,0,0,0.007751937984496124,0.08108108108108109,0
ɔ-aw,1,0,7,3,11,0.22752492574653999,0.029411764705882353,0,0.027131782945736434,0.08108108108108109,1
ɔ-awe,1,0,2,0,0,0.007432740538075695,0.029411764705882353,0,0.007751937984496124,0,0
ɔ-eo,0,0,0,0,0,0,0,0,0,0,0
ɔ-eo_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-hau,0,1,0,0,0,0.2,0,1,0,0,0
ɔ-o,17,0,119,24,0,0.3219777917452336,0.5,0,0.46124031007751937,0.6486486486486487,0
ɔ-o_e,1,0,30,0,0,0.029138166894664842,0.029411764705882353,0,0.11627906976744186,0,0
ɔ-oa,1,0,8,0,0,0.01208390332877337,0.029411764705882353,0,0.031007751937984496,0,0
ɔ-oa_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-oo,0,0,12,1,0,0.014707730986800754,0,0,0.046511627906976744,0.02702702702702703,0
ɔ-oo_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ou,0,0,9,0,0,0.0069767441860465115,0,0,0.03488372093023256,0,0
ɔ-ou_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ough,0,0,6,0,0,0.004651162790697674,0,0,0.023255813953488372,0,0
ɔɪ-awy,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-eu,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oi,2,0,12,4,0,0.45999999999999996,1,0,0.8,0.5,0
ɔɪ-oi_e,0,0,3,0,0,0.04,0,0,0.2,0,0
ɔɪ-oy,0,0,0,4,11,0.3,0,0,0,0.5,1
ɔɪ-oy_e,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oye,0,0,0,0,0,0,0,0,0,0,0
ə-_e,0,1,143,0,0,0.04319564779367318,0,0.014285714285714285,0.20169252468265161,0,0
ə-a,70,19,74,82,38,0.5167950218880992,0.958904109589041,0.2714285714285714,0.10437235543018336,0.29927007299270075,0.95
ə-a_e,0,2,12,0,0,0.009099335079588957,0,0.02857142857142857,0.01692524682651622,0,0
ə-ae,0,0,0,0,0,0,0,0,0,0,0
ə-ah,0,0,0,0,1,0.005,0,0,0,0,0.025
ə-ai,0,0,6,0,0,0.0016925246826516222,0,0,0.00846262341325811,0,0
ə-au,1,0,0,0,0,0.0027397260273972603,0.0136986301369863,0,0,0,0
ə-au_e,0,0,1,0,0,2.8208744710860365e-4,0,0,0.0014104372355430183,0,0
ə-e,1,15,229,53,1,0.1538810256592717,0.0136986301369863,0.21428571428571427,0.3229901269393512,0.19343065693430658,0.025
