PG mapping,wi,si,sm,sf,wf,consistency,wi_consistency,si_consistency,sm_consistency,sf_consistency,wf_consistency
b-pb,0,1,0,0,0,0.002857142857142857,0,0.014285714285714285,0,0,0
d-d,94,69,12,21,129,0.9503656126482213,1,0.8625,1,0.9545454545454546,0.9347826086956522
d-dd,0,11,0,1,1,0.03804018445322794,0,0.1375,0,0.045454545454545456,0.007246376811594203
d-ddh,0,0,0,0,0,0,0,0,0,0,0
d-ed,0,0,0,0,6,0.008695652173913044,0,0,0,0,0.043478260869565216
d-ld,0,0,0,0,2,0.002898550724637681,0,0,0,0,0.014492753623188406
dʒ-d,0,0,0,0,0,0,0,0,0,0,0
dʒ-dg,0,0,0,0,3,0.03529411764705882,0,0,0,0,0.17647058823529413
dʒ-di,0,0,0,0,0,0,0,0,0,0,0
dʒ-dj,0,0,0,0,0,0,0,0,0,0,0
dʒ-g,4,12,0,1,14,0.5647058823529412,0.2,0.8,0,1,0.8235294117647058
dʒ-gg,0,0,0,0,0,0,0,0,0,0,0
dʒ-gi,0,0,0,0,0,0,0,0,0,0,0
dʒ-j,16,3,0,0,0,0.2,0.8,0.2,0,0,0
eɪ-a,4,3,6,33,0,0.3991504854368932,0.5,0.75,0.05825242718446602,0.6875,0
eɪ-a_e,3,1,65,0,0,0.25121359223300976,0.375,0.25,0.6310679611650486,0,0
eɪ-ae,0,0,0,0,1,0.006666666666666666,0,0,0,0,0.03333333333333333
eɪ-ai,0,0,26,5,0,0.07131877022653722,0,0,0.2524271844660194,0.10416666666666667,0
eɪ-ai_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-aigh,0,0,1,0,0,0.001941747572815534,0,0,0.009708737864077669,0,0
eɪ-au_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-ay,0,0,2,9,25,0.20805016181229777,0,0,0.019417475728155338,0.1875,0.8333333333333334
eɪ-ay_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-aye,0,0,0,0,0,0,0,0,0,0,0
eɪ-e,0,0,0,0,0,0,0,0,0,0,0
eɪ-e_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-ea,0,0,2,0,1,0.010550161812297735,0,0,0.019417475728155338,0,0.03333333333333333
eɪ-ee,0,0,0,0,0,0,0,0,0,0,0
eɪ-ei,0,0,1,0,0,0.001941747572815534,0,0,0.009708737864077669,0,0
eɪ-ei_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-eigh,1,0,0,1,0,0.029166666666666667,0.125,0,0,0.020833333333333332,0
eɪ-et,0,0,0,0,0,0,0,0,0,0,0
eɪ-ey,0,0,0,0,3,0.02,0,0,0,0,0.1
eɪ-ez,0,0,0,0,0,0,0,0,0,0,0
f-f,125,33,6,5,18,0.8086244800795249,0.984251968503937,0.7674418604651163,0.8571428571428571,0.7142857142857143,0.72
f-ff,0,7,1,1,4,0.12170099667774086,0,0.16279069767441862,0.14285714285714285,0.14285714285714285,0.16
f-ft,0,0,0,0,0,0,0,0,0,0,0
f-gh,0,1,0,1,2,0.04922259136212624,0,0.023255813953488372,0,0.14285714285714285,0.08
f-lf,0,0,0,0,1,0.008,0,0,0,0,0.04
f-ph,2,2,0,0,0,0.012451931880607947,0.015748031496062992,0.046511627906976744,0,0,0
f-pph,0,0,0,0,0,0,0,0,0,0,0
g-g,76,49,1,0,26,0.7481201251693055,0.9743589743589743,0.8032786885245902,1,0,0.9629629629629629
g-gg,0,10,0,0,1,0.040194292653309045,0,0.16393442622950818,0,0,0.037037037037037035
g-gh,1,1,0,0,0,0.0058427910886927285,0.01282051282051282,0.01639344262295082,0,0,0
g-gu,1,1,0,0,0,0.0058427910886927285,0.01282051282051282,0.01639344262295082,0,0,0
gz-x,0,0,0,0,0,0,0,0,0,0,0
h-h,111,14,0,0,0,0.39821428571428574,0.9910714285714286,1,0,0,0
h-j,0,0,0,0,0,0,0,0,0,0,0
h-wh,1,0,0,0,0,0.0017857142857142857,0.008928571428571428,0,0,0,0
i-a,0,0,0,0,0,0,0,0,0,0,0
i-ae,0,0,0,0,0,0,0,0,0,0,0
i-ay,0,0,0,0,0,0,0,0,0,0,0
i-e,3,0,0,17,7,0.10661740558292283,0.25,0,0,0.24285714285714285,0.040229885057471264
i-e_e,1,0,1,0,0,0.01872852233676976,0.08333333333333333,0,0.010309278350515464,0,0
i-ea,8,0,37,21,3,0.2730702689892167,0.6666666666666666,0,0.38144329896907214,0.3,0.017241379310344827
i-ea_e,0,0,4,0,0,0.008247422680412371,0,0,0.041237113402061855,0,0
i-ee,0,0,35,13,10,0.12080205847002863,0,0,0.36082474226804123,0.18571428571428572,0.05747126436781609
i-ee_e,0,0,7,0,0,0.014432989690721649,0,0,0.07216494845360824,0,0
i-ei,0,0,0,1,0,0.002857142857142857,0,0,0,0.014285714285714285,0
i-ei_e,0,0,0,0,0,0,0,0,0,0,0
i-eo,0,0,0,1,0,0.002857142857142857,0,0,0,0.014285714285714285,0
i-ey,0,0,1,0,6,0.008958407394241023,0,0,0.010309278350515464,0,0.034482758620689655
i-i,0,1,1,6,3,0.055986322008362524,0,0.16666666666666666,0.010309278350515464,0.08571428571428572,0.017241379310344827
i-i_e,0,0,2,0,0,0.004123711340206186,0,0,0.020618556701030927,0,0
i-ie,0,1,8,0,8,0.059023580993008654,0,0.16666666666666666,0.08247422680412371,0,0.04597701149425287
i-ie_e,0,0,1,0,0,0.002061855670103093,0,0,0.010309278350515464,0,0
i-is,0,0,0,0,0,0,0,0,0,0,0
i-oe,0,0,0,0,0,0,0,0,0,0,0
i-y,0,4,0,11,137,0.32223316912972083,0,0.6666666666666666,0,0.15714285714285714,0.7873563218390804
j-i,0,0,1,0,0,0.05,0,0,0.25,0,0
j-ill,0,0,0,0,0,0,0,0,0,0,0
j-j,0,0,0,0,0,0,0,0,0,0,0
j-ll,0,0,0,0,0,0,0,0,0,0,0
j-y,19,2,3,0,0,0.55,1,1,0.75,0,0
ju-eau,0,0,0,2,0,0.06666666666666667,0,0,0,0.3333333333333333,0
ju-eu,0,0,0,0,0,0,0,0,0,0,0
ju-eue,0,0,0,0,0,0,0,0,0,0,0
ju-ew,0,0,0,0,1,0.06666666666666667,0,0,0,0,0.3333333333333333
ju-ewe,0,0,0,0,0,0,0,0,0,0,0
ju-hu,1,0,0,0,0,0.03333333333333333,0.16666666666666666,0,0,0,0
ju-ou,0,0,0,0,0,0,0,0,0,0,0
ju-u,3,0,0,4,0,0.2333333333333333,0.5,0,0,0.6666666666666666,0
ju-u_e,2,0,3,0,0,0.26666666666666666,0.3333333333333333,0,1,0,0
ju-ua,0,0,0,0,0,0,0,0,0,0,0
ju-ue,0,0,0,0,2,0.13333333333333333,0,0,0,0,0.6666666666666666
ju-ugh,0,0,0,0,0,0,0,0,0,0,0
ju-ui,0,0,0,0,0,0,0,0,0,0,0
ju-ut,0,0,0,0,0,0,0,0,0,0,0
ju-uu,0,0,0,0,0,0,0,0,0,0,0
jə-u,0,0,0,1,0,0.2,0,0,0,1,0
jə-ua,0,0,0,0,0,0,0,0,0,0,0
jɚ-u,0,0,0,0,0,0,0,0,0,0,0
jɚ-u_e,0,0,0,0,0,0,0,0,0,0,0
jʊ-eu,0,0,0,0,0,0,0,0,0,0,0
jʊ-u,0,0,0,0,0,0,0,0,0,0,0
jʊ-u_e,0,0,0,0,0,0,0,0,0,0,0
k-c,120,39,16,10,4,0.4382115749182608,0.821917808219178,0.37142857142857144,0.37209302325581395,0.5882352941176471,0.037383177570093455
k-cc,0,5,0,0,0,0.009523809523809523,0,0.047619047619047616,0,0,0
k-cch,0,0,0,0,0,0,0,0,0,0,0
k-ch,0,0,3,0,1,0.015822647250597698,0,0,0.06976744186046512,0,0.009345794392523364
k-ck,0,24,1,2,31,0.13183878550333414,0,0.22857142857142856,0.023255813953488372,0.11764705882352941,0.2897196261682243
k-cq,0,0,0,0,0,0,0,0,0,0,0
k-k,19,36,17,5,67,0.3577257675451408,0.13013698630136986,0.34285714285714286,0.3953488372093023,0.29411764705882354,0.6261682242990654
k-kh,0,0,0,0,0,0,0,0,0,0,0
k-kk,0,0,0,0,0,0,0,0,0,0,0
k-lk,0,1,0,0,4,0.009381397418780597,0,0.009523809523809525,0,0,0.037383177570093455
k-q,7,0,6,0,0,0.03749601784007646,0.04794520547945205,0,0.13953488372093023,0,0
k-qu,0,0,0,0,0,0,0,0,0,0,0
k-x,0,0,0,0,0,0,0,0,0,0,0
ks-x,0,0,3,2,7,0.6,0,0,1,1,1
kʃ-x,0,0,0,0,0,0,0,0,0,0,0
kʃ-xi,0,0,0,0,0,0,0,0,0,0,0
l-l,94,55,161,21,111,0.8495427848318476,1,0.632183908045977,0.9817073170731707,0.9130434782608695,0.7207792207792207
l-ll,0,32,3,2,43,0.1504572151681524,0,0.367816091954023,0.018292682926829267,0.08695652173913043,0.2792207792207792
l-sl,0,0,0,0,0,0,0,0,0,0,0
m-gm,0,0,0,0,0,0,0,0,0,0,0
m-lm,0,0,0,0,0,0,0,0,0,0,0
m-m,98,51,23,22,54,0.95,1,0.85,1,1,0.9
m-mb,0,0,0,0,6,0.02,0,0,0,0,0.1
m-mm,0,9,0,0,0,0.03,0,0.15,0,0,0
m-mn,0,0,0,0,0,0,0,0,0,0,0
m-thm,0,0,0,0,0,0,0,0,0,0,0
n-dn,0,0,0,0,0,0,0,0,0,0,0
n-gn,0,0,0,0,1,0.0010256410256410256,0,0,0,0,0.005128205128205128
n-kn,9,1,0,0,0,0.03363188535602329,0.15517241379310345,0.012987012987012988,0,0,0
n-ln,0,0,0,0,0,0,0,0,0,0,0
n-mn,0,0,0,0,0,0,0,0,0,0,0
n-n,49,60,125,79,194,0.9237840320598941,0.8448275862068966,0.7792207792207793,1,1,0.9948717948717949
n-nn,0,16,0,0,0,0.04155844155844156,0,0.2077922077922078,0,0,0
n-pn,0,0,0,0,0,0,0,0,0,0,0
nj-gn,0,1,0,0,0,0.2,0,1,0,0,0
nj-n,0,0,0,0,0,0,0,0,0,0,0
oʊ-aoh,0,0,0,0,0,0,0,0,0,0,0
oʊ-au,0,0,0,0,0,0,0,0,0,0,0
oʊ-au_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-aux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eau,0,0,0,0,0,0,0,0,0,0,0
oʊ-eaux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eou,0,0,0,0,0,0,0,0,0,0,0
oʊ-ew,0,0,0,0,0,0,0,0,0,0,0
oʊ-o,6,0,15,23,14,0.39148679572020534,0.75,0,0.21739130434782608,0.6216216216216216,0.3684210526315789
oʊ-o_e,0,0,35,0,0,0.10144927536231885,0,0,0.5072463768115942,0,0
oʊ-oa,1,0,11,1,0,0.0622894633764199,0.125,0,0.15942028985507245,0.02702702702702703,0
oʊ-oa_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-oe,0,0,0,1,2,0.015931721194879088,0,0,0,0.02702702702702703,0.05263157894736842
oʊ-oh,0,0,0,0,0,0,0,0,0,0,0
oʊ-oo,0,0,0,0,0,0,0,0,0,0,0
oʊ-os,0,0,0,0,0,0,0,0,0,0,0
oʊ-ot,0,0,0,0,0,0,0,0,0,0,0
oʊ-ou,0,0,1,0,0,0.002898550724637681,0,0,0.014492753623188406,0,0
oʊ-ou_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-ough,0,0,0,1,0,0.005405405405405406,0,0,0,0.02702702702702703,0
oʊ-ow,1,0,7,11,22,0.22053878821613376,0.125,0,0.10144927536231885,0.2972972972972973,0.5789473684210527
oʊ-owe,0,0,0,0,0,0,0,0,0,0,0
p-bp,0,0,0,0,0,0,0,0,0,0,0
p-gh,0,0,0,0,1,0.0027777777777777775,0,0,0,0,0.013888888888888888
p-p,143,38,48,15,71,0.9198072562358277,1,0.6333333333333333,0.9795918367346939,1,0.9861111111111112
p-pp,0,22,1,0,0,0.07741496598639455,0,0.36666666666666664,0.02040816326530612,0,0
s-c,8,19,0,3,22,0.127402366997805,0.02711864406779661,0.19,0,0.21428571428571427,0.205607476635514
s-es,0,0,0,0,4,0.007476635514018691,0,0,0,0,0.037383177570093455
s-ps,0,0,0,0,0,0,0,0,0,0,0
s-s,285,66,40,8,54,0.7404406327080174,0.9661016949152542,0.66,1,0.5714285714285714,0.5046728971962616
s-sc,1,0,0,0,0,6.779661016949152e-4,0.003389830508474576,0,0,0,0
s-ss,0,9,0,2,27,0.09703871829105473,0,0.09,0,0.14285714285714285,0.2523364485981308
s-st,0,4,0,1,0,0.022285714285714287,0,0.04,0,0.07142857142857142,0
s-sw,1,1,0,0,0,0.0026779661016949154,0.003389830508474576,0.01,0,0,0
s-ts,0,0,0,0,0,0,0,0,0,0,0
s-tz,0,0,0,0,0,0,0,0,0,0,0
s-z,0,1,0,0,0,0.002,0,0.01,0,0,0
t-bt,0,0,0,0,0,0,0,0,0,0,0
t-ct,0,0,0,0,0,0,0,0,0,0,0
t-d,0,0,0,0,0,0,0,0,0,0,0
t-dt,0,0,0,0,0,0,0,0,0,0,0
t-ed,0,0,0,0,6,0.004528301886792452,0,0,0,0,0.022641509433962263
t-pt,0,0,0,0,0,0,0,0,0,0,0
t-t,109,102,91,17,257,0.928565438754118,1,0.7285714285714285,1,0.9444444444444444,0.969811320754717
t-th,0,0,0,0,0,0,0,0,0,0,0
t-tt,0,38,0,0,2,0.05579514824797843,0,0.2714285714285714,0,0,0.007547169811320755
t-z,0,0,0,1,0,0.01111111111111111,0,0,0,0.05555555555555555,0
ts-z,0,0,0,0,0,0,0,0,0,0,0
tʃ-c,2,0,0,0,0,0.014285714285714285,0.07142857142857142,0,0,0,0
tʃ-cc,0,0,0,0,0,0,0,0,0,0,0
tʃ-ch,26,4,1,1,21,0.807936507936508,0.9285714285714286,0.3333333333333333,1,1,0.7777777777777778
tʃ-ci,0,0,0,0,0,0,0,0,0,0,0
tʃ-t,0,4,0,0,0,0.06666666666666667,0,0.3333333333333333,0,0,0
tʃ-tch,0,3,0,0,6,0.09444444444444444,0,0.25,0,0,0.2222222222222222
tʃ-ti,0,1,0,0,0,0.016666666666666666,0,0.08333333333333333,0,0,0
u-eu,0,0,0,0,0,0,0,0,0,0,0
u-eu_e,0,0,0,0,0,0,0,0,0,0,0
u-ew,0,0,1,0,6,0.05839160839160838,0,0,0.019230769230769232,0,0.2727272727272727
u-ewe,0,0,0,0,0,0,0,0,0,0,0
u-ieu,0,0,0,0,0,0,0,0,0,0,0
u-ioux,0,0,0,0,0,0,0,0,0,0,0
u-o,0,0,0,3,4,0.07165775401069518,0,0,0,0.17647058823529413,0.18181818181818182
u-o_e,0,0,2,0,0,0.007692307692307693,0,0,0.038461538461538464,0,0
u-oe,0,0,0,1,2,0.029946524064171122,0,0,0,0.058823529411764705,0.09090909090909091
u-oo,0,0,38,7,6,0.28305224187577127,0,0,0.7307692307692307,0.4117647058823529,0.2727272727272727
u-oo_e,0,0,2,0,0,0.007692307692307693,0,0,0.038461538461538464,0,0
u-ooh,0,0,0,0,0,0,0,0,0,0,0
u-ou,0,0,1,0,1,0.012937062937062937,0,0,0.019230769230769232,0,0.045454545454545456
u-ou_e,0,0,0,0,0,0,0,0,0,0,0
u-ough,0,0,0,0,0,0,0,0,0,0,0
u-oup,0,0,0,0,0,0,0,0,0,0,0
u-ous,0,0,0,0,0,0,0,0,0,0,0
u-u,0,0,1,4,0,0.05090497737556561,0,0,0.019230769230769232,0.23529411764705882,0
u-u_e,0,0,3,0,0,0.011538461538461539,0,0,0.057692307692307696,0,0
u-ua,0,0,0,0,0,0,0,0,0,0,0
u-ue,0,0,0,1,2,0.029946524064171122,0,0,0,0.058823529411764705,0.09090909090909091
u-ui,0,0,2,1,0,0.019457013574660634,0,0,0.038461538461538464,0.058823529411764705,0
u-ui_e,0,0,2,0,0,0.007692307692307693,0,0,0.038461538461538464,0,0
u-wo,0,0,0,0,1,0.00909090909090909,0,0,0,0,0.045454545454545456
v-f,0,0,0,0,1,0.008333333333333333,0,0,0,0,0.041666666666666664
v-lv,0,0,0,0,0,0,0,0,0,0,0
v-ph,0,0,0,0,0,0,0,0,0,0,0
v-v,9,36,12,8,23,0.9916666666666666,1,1,1,1,0.9583333333333334
v-vv,0,0,0,0,0,0,0,0,0,0,0
w-ju,0,0,0,0,0,0,0,0,0,0,0
w-o,3,4,0,0,0,0.04829083016820401,0.030927835051546393,0.21052631578947367,0,0,0
w-ou,0,0,0,0,0,0,0,0,0,0,0
w-u,0,0,14,0,0,0.06999999999999999,0,0,0.35,0,0
w-w,86,13,25,0,0,0.43916169289202384,0.8865979381443299,0.6842105263157895,0.625,0,0
w-wh,8,2,1,0,0,0.04254747693977211,0.08247422680412371,0.10526315789473684,0.025,0,0
z-cs,0,0,0,0,0,0,0,0,0,0,0
z-cz,0,0,0,0,0,0,0,0,0,0,0
z-ds,0,0,0,0,0,0,0,0,0,0,0
z-es,0,0,0,0,16,0.024806201550387597,0,0,0,0,0.12403100775193798
z-s,0,18,1,6,105,0.6869286287089014,0,0.6206896551724138,1,1,0.813953488372093
z-si,0,0,0,0,0,0,0,0,0,0,0
z-ss,0,2,0,0,0,0.013793103448275862,0,0.06896551724137931,0,0,0
z-ts,0,0,0,0,0,0,0,0,0,0,0
z-tz,0,0,0,0,0,0,0,0,0,0,0
z-x,0,0,0,0,0,0,0,0,0,0,0
z-z,5,5,0,0,7,0.24533547179898427,1,0.1724137931034483,0,0,0.05426356589147287
z-zz,0,4,0,0,1,0.029136594493450952,0,0.13793103448275862,0,0,0.007751937984496124
æ-a,26,2,152,52,0,0.7064690026954178,0.9285714285714286,0.6666666666666666,0.9559748427672956,0.9811320754716981,0
æ-a_e,0,1,5,0,0,0.0729559748427673,0,0.3333333333333333,0.031446540880503145,0,0
æ-aha,0,0,0,0,0,0,0,0,0,0,0
æ-ai,0,0,0,0,0,0,0,0,0,0,0
æ-au,2,0,2,1,0,0.02057502246181491,0.07142857142857142,0,0.012578616352201259,0.018867924528301886,0
æ-ea,0,0,0,0,0,0,0,0,0,0,0
æ-eah,0,0,0,0,0,0,0,0,0,0,0
æ-i_e,0,0,0,0,0,0,0,0,0,0,0
ð-th,13,15,1,0,3,0.8,1,1,1,0,1
ŋ-n,0,0,17,27,0,0.3220196353436185,0,0,0.7391304347826086,0.8709677419354839,0
ŋ-nd,0,0,0,0,0,0,0,0,0,0,0
ŋ-ng,0,0,6,4,126,0.2764055615067752,0,0,0.2608695652173913,0.12903225806451613,0.9921259842519685
ŋ-ngu,0,0,0,0,1,0.0015748031496062992,0,0,0,0,0.007874015748031496
ɑ-a,5,1,67,15,3,0.5715352883149494,0.35714285714285715,1,0.4962962962962963,0.2542372881355932,0.75
ɑ-a_e,1,0,3,0,0,0.01873015873015873,0.07142857142857142,0,0.022222222222222223,0,0
ɑ-aa,0,0,0,0,0,0,0,0,0,0,0
ɑ-aah,0,0,0,0,0,0,0,0,0,0,0
ɑ-ach,0,0,0,0,0,0,0,0,0,0,0
ɑ-ah,0,0,0,0,0,0,0,0,0,0,0
ɑ-au,1,0,0,1,0,0.017675544794188862,0.07142857142857142,0,0,0.01694915254237288,0
ɑ-au_e,0,0,1,0,0,0.0014814814814814816,0,0,0.007407407407407408,0,0
ɑ-aw,0,0,0,2,1,0.05677966101694916,0,0,0,0.03389830508474576,0.25
ɑ-e,0,0,0,0,0,0,0,0,0,0,0
ɑ-ea,0,0,2,0,0,0.0029629629629629632,0,0,0.014814814814814815,0,0
ɑ-ho,1,0,0,0,0,0.014285714285714285,0.07142857142857142,0,0,0,0
ɑ-i,0,0,0,0,0,0,0,0,0,0,0
ɑ-i_e,0,0,0,0,0,0,0,0,0,0,0
ɑ-o,3,0,61,41,0,0.27221056407497085,0.21428571428571427,0,0.45185185185185184,0.6949152542372882,0
ɑ-o_e,0,0,1,0,0,0.0014814814814814816,0,0,0.007407407407407408,0,0
ɑ-oh,0,0,0,0,0,0,0,0,0,0,0
ɑ-ou,3,0,0,0,0,0.04285714285714286,0.21428571428571427,0,0,0,0
ɑ-ow,0,0,0,0,0,0,0,0,0,0,0
ɔ-a,4,0,24,2,0,0.13528107473588108,0.36363636363636365,0,0.1951219512195122,0.11764705882352941,0
ɔ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ao,0,0,0,0,0,0,0,0,0,0,0
ɔ-au,3,0,1,1,0,0.06793617668797008,0.2727272727272727,0,0.008130081300813009,0.058823529411764705,0
ɔ-au_e,0,0,3,0,0,0.004878048780487805,0,0,0.024390243902439025,0,0
ɔ-augh,0,0,2,3,0,0.03854615016738403,0,0,0.016260162601626018,0.17647058823529413,0
ɔ-aw,0,0,6,2,6,0.2332855093256815,0,0,0.04878048780487805,0.11764705882352941,1
ɔ-awe,0,0,2,0,0,0.0032520325203252037,0,0,0.016260162601626018,0,0
ɔ-eo,0,0,0,0,0,0,0,0,0,0,0
ɔ-eo_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-hau,0,0,0,0,0,0,0,0,0,0,0
ɔ-o,4,0,44,9,0,0.2501543411156037,0.36363636363636365,0,0.35772357723577236,0.5294117647058824,0
ɔ-o_e,0,0,16,0,0,0.02601626016260163,0,0,0.13008130081300814,0,0
ɔ-oa,0,0,3,0,0,0.004878048780487805,0,0,0.024390243902439025,0,0
ɔ-oa_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-oo,0,0,9,0,0,0.014634146341463414,0,0,0.07317073170731707,0,0
ɔ-oo_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ou,0,0,8,0,0,0.013008130081300815,0,0,0.06504065040650407,0,0
ɔ-ou_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ough,0,0,5,0,0,0.008130081300813007,0,0,0.04065040650406504,0,0
ɔɪ-awy,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-eu,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oi,0,0,2,3,0,0.3,0,0,0.5,1,0
ɔɪ-oi_e,0,0,2,0,0,0.1,0,0,0.5,0,0
ɔɪ-oy,0,0,0,0,4,0.2,0,0,0,0,1
ɔɪ-oy_e,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oye,0,0,0,0,0,0,0,0,0,0,0
ə-_e,0,0,58,0,0,0.05523809523809524,0,0,0.2761904761904762,0,0
ə-a,17,3,21,18,17,0.5133401814757746,0.9444444444444444,0.2727272727272727,0.1,0.3050847457627119,0.9444444444444444
ə-a_e,0,0,5,0,0,0.0047619047619047615,0,0,0.023809523809523808,0,0
ə-ae,0,0,0,0,0,0,0,0,0,0,0
ə-ah,0,0,0,0,0,0,0,0,0,0,0
ə-ai,0,0,3,0,0,0.002857142857142857,0,0,0.014285714285714285,0,0
ə-au,0,0,0,0,0,0,0,0,0,0,0
ə-au_e,0,0,1,0,0,9.523809523809525e-4,0,0,0.004761904761904762,0,0
ə-e,0,4,68,8,1,0.17571893266808522,0,0.36363636363636365,0.3238095238095238,0.13559322033898305,0.05555555555555555
ə-e_e,0,0,0,0,0,0,0,0,0,0,0
ə-ea,0,0,1,0,0,9.523809523809525e-4,0,0,0.004761904761904762,0,0
ə-ea_e,0,0,0,0,0,0,0,0,0,0,0
ə-ei,0,0,0,0,0,0,0,0,0,0,0
ə-eo,0,0,0,0,0,0,0,0,0,0,0
ə-eou,0,0,0,0,0,0,0,0,0,0,0
ə-ha,0,0,0,0,0,0,0,0,0,0,0
ə-he,0,0,0,0,0,0,0,0,0,0,0
ə-hi,0,0,0,0,0,0,0,0,0,0,0
ə-ho,0,0,0,0,0,0,0,0,0,0,0
ə-i,0,0,7,10,0,0.040564971751412424,0,0,0.03333333333333333,0.1694915254237288,0
ə-i_e,0,0,1,0,0,9.523809523809525e-4,0,0,0.004761904761904762,0,0
ə-ia,0,0,0,0,0,0,0,0,0,0,0
ə-ia_e,0,0,0,0,0,0,0,0,0,0,0
ə-ie,0,0,0,0,0,0,0,0,0,0,0
ə-o,0,2,21,23,0,0.1343297380585516,0,0.18181818181818182,0.1,0.3898305084745763,0
ə-o_e,0,0,1,0,0,9.523809523809525e-4,0,0,0.004761904761904762,0,0
ə-oi,0,0,0,0,0,0,0,0,0,0,0
ə-oi_e,0,0,0,0,0,0,0,0,0,0,0
ə-on,0,0,0,0,0,0,0,0,0,0,0
ə-ou,0,1,2,0,0,0.020086580086580087,0,0.09090909090909091,0.009523809523809525,0,0
ə-u,1,1,17,0,0,0.04548340548340548,0.05555555555555555,0.09090909090909091,0.08095238095238096,0,0
ə-u_e,0,0,3,0,0,0.002857142857142857,0,0,0.014285714285714285,0,0
ə-ua,0,0,0,0,0,0,0,0,0,0,0
ə-ui,0,0,1,0,0,9.523809523809525e-4,0,0,0.004761904761904762,0,0
ə-y,0,0,0,0,0,0,0,0,0,0,0
ɚ-_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-a,0,1,7,0,0,0.018911022576361222,0,0.06666666666666667,0.027888446215139442,0,0
ɚ-a_e,0,0,0,0,0,0,0,0,0,0,0
