PG mapping,wi,si,sm,sf,wf,consistency,wi_consistency,si_consistency,sm_consistency,sf_consistency,wf_consistency
dʒ-g,0,0,0,0,0,0,0,0,0,0,0
dʒ-gg,0,0,0,0,0,0,0,0,0,0,0
dʒ-gi,0,0,0,0,0,0,0,0,0,0,0
dʒ-j,0,0,0,0,0,0,0,0,0,0,0
eɪ-a,1,0,0,0,0,0.1,0.5,0,0,0,0
eɪ-a_e,1,0,0,0,0,0.1,0.5,0,0,0,0
eɪ-ae,0,0,0,0,0,0,0,0,0,0,0
eɪ-ai,0,0,0,0,0,0,0,0,0,0,0
eɪ-ai_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-aigh,0,0,0,0,0,0,0,0,0,0,0
eɪ-au_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-ay,0,0,0,0,1,0.2,0,0,0,0,1
eɪ-ay_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-aye,0,0,0,0,0,0,0,0,0,0,0
eɪ-e,0,0,0,0,0,0,0,0,0,0,0
eɪ-e_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-ea,0,0,0,0,0,0,0,0,0,0,0
eɪ-ee,0,0,0,0,0,0,0,0,0,0,0
eɪ-ei,0,0,0,0,0,0,0,0,0,0,0
eɪ-ei_e,0,0,0,0,0,0,0,0,0,0,0
eɪ-eigh,0,0,0,0,0,0,0,0,0,0,0
eɪ-et,0,0,0,0,0,0,0,0,0,0,0
eɪ-ey,0,0,0,0,0,0,0,0,0,0,0
eɪ-ez,0,0,0,0,0,0,0,0,0,0,0
f-f,3,0,0,0,0,0.2,1,0,0,0,0
f-ff,0,0,0,0,0,0,0,0,0,0,0
f-ft,0,0,0,0,0,0,0,0,0,0,0
f-gh,0,0,0,0,0,0,0,0,0,0,0
f-lf,0,0,0,0,0,0,0,0,0,0,0
f-ph,0,0,0,0,0,0,0,0,0,0,0
f-pph,0,0,0,0,0,0,0,0,0,0,0
g-g,1,0,1,0,2,0.6,1,0,1,0,1
g-gg,0,1,0,0,0,0.2,0,1,0,0,0
g-gh,0,0,0,0,0,0,0,0,0,0,0
g-gu,0,0,0,0,0,0,0,0,0,0,0
gz-x,0,0,0,0,0,0,0,0,0,0,0
h-h,2,0,0,0,0,0.2,1,0,0,0,0
h-j,0,0,0,0,0,0,0,0,0,0,0
h-wh,0,0,0,0,0,0,0,0,0,0,0
i-a,0,0,0,0,0,0,0,0,0,0,0
i-ae,0,0,0,0,0,0,0,0,0,0,0
i-ay,0,0,0,0,0,0,0,0,0,0,0
i-e,0,0,0,0,1,0.03333333333333333,0,0,0,0,0.16666666666666666
i-e_e,0,0,0,0,0,0,0,0,0,0,0
i-ea,4,0,0,0,0,0.2,1,0,0,0,0
i-ea_e,0,0,0,0,0,0,0,0,0,0,0
i-ee,0,0,1,0,1,0.23333333333333334,0,0,1,0,0.16666666666666666
i-ee_e,0,0,0,0,0,0,0,0,0,0,0
i-ei,0,0,0,0,0,0,0,0,0,0,0
i-ei_e,0,0,0,0,0,0,0,0,0,0,0
i-eo,0,0,0,0,0,0,0,0,0,0,0
i-ey,0,0,0,0,0,0,0,0,0,0,0
i-i,0,0,0,0,0,0,0,0,0,0,0
i-i_e,0,0,0,0,0,0,0,0,0,0,0
i-ie,0,0,0,0,0,0,0,0,0,0,0
i-ie_e,0,0,0,0,0,0,0,0,0,0,0
i-is,0,0,0,0,0,0,0,0,0,0,0
i-oe,0,0,0,0,0,0,0,0,0,0,0
i-y,0,0,0,0,4,0.13333333333333333,0,0,0,0,0.6666666666666666
j-i,0,0,0,0,0,0,0,0,0,0,0
j-ill,0,0,0,0,0,0,0,0,0,0,0
j-j,0,0,0,0,0,0,0,0,0,0,0
j-ll,0,0,0,0,0,0,0,0,0,0,0
j-y,1,0,0,0,0,0.2,1,0,0,0,0
ju-eau,0,0,0,0,0,0,0,0,0,0,0
ju-eu,0,0,0,0,0,0,0,0,0,0,0
ju-eue,0,0,0,0,0,0,0,0,0,0,0
ju-ew,0,0,0,0,0,0,0,0,0,0,0
ju-ewe,0,0,0,0,0,0,0,0,0,0,0
ju-hu,0,0,0,0,0,0,0,0,0,0,0
ju-ou,0,0,0,0,0,0,0,0,0,0,0
ju-u,0,0,0,0,0,0,0,0,0,0,0
ju-u_e,0,0,0,0,0,0,0,0,0,0,0
ju-ua,0,0,0,0,0,0,0,0,0,0,0
ju-ue,0,0,0,0,0,0,0,0,0,0,0
ju-ugh,0,0,0,0,0,0,0,0,0,0,0
ju-ui,0,0,0,0,0,0,0,0,0,0,0
ju-ut,0,0,0,0,0,0,0,0,0,0,0
ju-uu,0,0,0,0,0,0,0,0,0,0,0
jə-u,0,0,0,0,0,0,0,0,0,0,0
jə-ua,0,0,0,0,0,0,0,0,0,0,0
jɚ-u,0,0,0,0,0,0,0,0,0,0,0
jɚ-u_e,0,0,0,0,0,0,0,0,0,0,0
jʊ-eu,0,0,0,0,0,0,0,0,0,0,0
jʊ-u,0,0,0,0,0,0,0,0,0,0,0
jʊ-u_e,0,0,0,0,0,0,0,0,0,0,0
k-c,1,0,0,0,0,0.1,0.5,0,0,0,0
k-cc,0,0,0,0,0,0,0,0,0,0,0
k-cch,0,0,0,0,0,0,0,0,0,0,0
k-ch,0,0,0,0,0,0,0,0,0,0,0
k-ck,0,0,0,0,1,0.2,0,0,0,0,1
k-cq,0,0,0,0,0,0,0,0,0,0,0
k-k,1,0,0,0,0,0.1,0.5,0,0,0,0
k-kh,0,0,0,0,0,0,0,0,0,0,0
k-kk,0,0,0,0,0,0,0,0,0,0,0
k-lk,0,0,0,0,0,0,0,0,0,0,0
k-q,0,0,0,0,0,0,0,0,0,0,0
k-qu,0,0,0,0,0,0,0,0,0,0,0
k-x,0,0,0,0,0,0,0,0,0,0,0
ks-x,0,0,0,0,0,0,0,0,0,0,0
kʃ-x,0,0,0,0,0,0,0,0,0,0,0
kʃ-xi,0,0,0,0,0,0,0,0,0,0,0
l-l,2,0,0,0,0,0.2,1,0,0,0,0
l-ll,0,1,0,0,1,0.4,0,1,0,0,1
l-sl,0,0,0,0,0,0,0,0,0,0,0
m-gm,0,0,0,0,0,0,0,0,0,0,0
m-lm,0,0,0,0,0,0,0,0,0,0,0
m-m,7,2,0,0,2,0.5333333333333333,1,0.6666666666666666,0,0,1
m-mb,0,0,0,0,0,0,0,0,0,0,0
m-mm,0,1,0,0,0,0.06666666666666667,0,0.3333333333333333,0,0,0
m-mn,0,0,0,0,0,0,0,0,0,0,0
m-thm,0,0,0,0,0,0,0,0,0,0,0
n-dn,0,0,0,0,0,0,0,0,0,0,0
n-gn,0,0,0,0,0,0,0,0,0,0,0
n-kn,0,0,0,0,0,0,0,0,0,0,0
n-ln,0,0,0,0,0,0,0,0,0,0,0
n-mn,0,0,0,0,0,0,0,0,0,0,0
n-n,2,0,5,0,3,0.6,1,0,1,0,1
n-nn,0,0,0,0,0,0,0,0,0,0,0
n-pn,0,0,0,0,0,0,0,0,0,0,0
nj-gn,0,0,0,0,0,0,0,0,0,0,0
nj-n,0,0,0,0,0,0,0,0,0,0,0
oʊ-aoh,0,0,0,0,0,0,0,0,0,0,0
oʊ-au,0,0,0,0,0,0,0,0,0,0,0
oʊ-au_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-aux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eau,0,0,0,0,0,0,0,0,0,0,0
oʊ-eaux,0,0,0,0,0,0,0,0,0,0,0
oʊ-eou,0,0,0,0,0,0,0,0,0,0,0
oʊ-ew,0,0,0,0,0,0,0,0,0,0,0
oʊ-o,0,0,0,0,2,0.2,0,0,0,0,1
oʊ-o_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-oa,0,0,0,0,0,0,0,0,0,0,0
oʊ-oa_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-oe,0,0,0,0,0,0,0,0,0,0,0
oʊ-oh,0,0,0,0,0,0,0,0,0,0,0
oʊ-oo,0,0,0,0,0,0,0,0,0,0,0
oʊ-os,0,0,0,0,0,0,0,0,0,0,0
oʊ-ot,0,0,0,0,0,0,0,0,0,0,0
oʊ-ou,0,0,0,0,0,0,0,0,0,0,0
oʊ-ou_e,0,0,0,0,0,0,0,0,0,0,0
oʊ-ough,0,0,0,0,0,0,0,0,0,0,0
oʊ-ow,0,0,0,0,0,0,0,0,0,0,0
oʊ-owe,0,0,0,0,0,0,0,0,0,0,0
p-bp,0,0,0,0,0,0,0,0,0,0,0
p-gh,0,0,0,0,0,0,0,0,0,0,0
p-p,1,0,0,0,1,0.4,1,0,0,0,1
p-pp,0,0,0,0,0,0,0,0,0,0,0
s-c,0,0,0,0,0,0,0,0,0,0,0
s-es,0,0,0,0,0,0,0,0,0,0,0
s-ps,0,0,0,0,0,0,0,0,0,0,0
s-s,1,0,1,0,3,0.6,1,0,1,0,1
s-sc,0,0,0,0,0,0,0,0,0,0,0
s-ss,0,0,0,0,0,0,0,0,0,0,0
s-st,0,0,0,0,0,0,0,0,0,0,0
s-sw,0,0,0,0,0,0,0,0,0,0,0
s-ts,0,0,0,0,0,0,0,0,0,0,0
s-tz,0,0,0,0,0,0,0,0,0,0,0
s-z,0,0,0,0,0,0,0,0,0,0,0
t-bt,0,0,0,0,0,0,0,0,0,0,0
t-ct,0,0,0,0,0,0,0,0,0,0,0
t-d,0,0,0,0,0,0,0,0,0,0,0
t-dt,0,0,0,0,0,0,0,0,0,0,0
t-ed,0,0,0,0,0,0,0,0,0,0,0
t-pt,0,0,0,0,0,0,0,0,0,0,0
t-t,2,3,1,0,6,0.72,1,0.6,1,0,1
t-th,0,0,0,0,0,0,0,0,0,0,0
t-tt,0,2,0,0,0,0.08,0,0.4,0,0,0
t-z,0,0,0,0,0,0,0,0,0,0,0
ts-z,0,0,0,0,0,0,0,0,0,0,0
tʃ-c,0,0,0,0,0,0,0,0,0,0,0
tʃ-cc,0,0,0,0,0,0,0,0,0,0,0
tʃ-ch,0,0,0,0,1,0.2,0,0,0,0,1
tʃ-ci,0,0,0,0,0,0,0,0,0,0,0
tʃ-t,0,0,0,0,0,0,0,0,0,0,0
tʃ-tch,0,0,0,0,0,0,0,0,0,0,0
tʃ-ti,0,0,0,0,0,0,0,0,0,0,0
u-eu,0,0,0,0,0,0,0,0,0,0,0
u-eu_e,0,0,0,0,0,0,0,0,0,0,0
u-ew,0,0,0,0,0,0,0,0,0,0,0
u-ewe,0,0,0,0,0,0,0,0,0,0,0
u-ieu,0,0,0,0,0,0,0,0,0,0,0
u-ioux,0,0,0,0,0,0,0,0,0,0,0
u-o,0,0,0,0,0,0,0,0,0,0,0
u-o_e,0,0,0,0,0,0,0,0,0,0,0
u-oe,0,0,0,0,0,0,0,0,0,0,0
u-oo,0,0,2,0,0,0.2,0,0,1,0,0
u-oo_e,0,0,0,0,0,0,0,0,0,0,0
u-ooh,0,0,0,0,0,0,0,0,0,0,0
u-ou,0,0,0,0,0,0,0,0,0,0,0
u-ou_e,0,0,0,0,0,0,0,0,0,0,0
u-ough,0,0,0,0,0,0,0,0,0,0,0
u-oup,0,0,0,0,0,0,0,0,0,0,0
u-ous,0,0,0,0,0,0,0,0,0,0,0
u-u,0,0,0,0,0,0,0,0,0,0,0
u-u_e,0,0,0,0,0,0,0,0,0,0,0
u-ua,0,0,0,0,0,0,0,0,0,0,0
u-ue,0,0,0,0,0,0,0,0,0,0,0
u-ui,0,0,0,0,0,0,0,0,0,0,0
u-ui_e,0,0,0,0,0,0,0,0,0,0,0
u-wo,0,0,0,0,1,0.2,0,0,0,0,1
v-f,0,0,0,0,0,0,0,0,0,0,0
v-lv,0,0,0,0,0,0,0,0,0,0,0
v-ph,0,0,0,0,0,0,0,0,0,0,0
v-v,0,0,0,0,0,0,0,0,0,0,0
v-vv,0,0,0,0,0,0,0,0,0,0,0
w-ju,0,0,0,0,0,0,0,0,0,0,0
w-o,2,0,0,0,0,0.06666666666666667,0.3333333333333333,0,0,0,0
w-ou,0,0,0,0,0,0,0,0,0,0,0
w-u,0,0,0,0,0,0,0,0,0,0,0
w-w,4,0,0,0,0,0.13333333333333333,0.6666666666666666,0,0,0,0
w-wh,0,0,0,0,0,0,0,0,0,0,0
z-cs,0,0,0,0,0,0,0,0,0,0,0
z-cz,0,0,0,0,0,0,0,0,0,0,0
z-ds,0,0,0,0,0,0,0,0,0,0,0
z-es,0,0,0,0,0,0,0,0,0,0,0
z-s,0,0,0,0,2,0.2,0,0,0,0,1
z-si,0,0,0,0,0,0,0,0,0,0,0
z-ss,0,0,0,0,0,0,0,0,0,0,0
z-ts,0,0,0,0,0,0,0,0,0,0,0
z-tz,0,0,0,0,0,0,0,0,0,0,0
z-x,0,0,0,0,0,0,0,0,0,0,0
z-z,0,0,0,0,0,0,0,0,0,0,0
z-zz,0,0,0,0,0,0,0,0,0,0,0
æ-a,2,0,6,2,0,0.6,1,0,1,1,0
æ-a_e,0,0,0,0,0,0,0,0,0,0,0
æ-aha,0,0,0,0,0,0,0,0,0,0,0
æ-ai,0,0,0,0,0,0,0,0,0,0,0
æ-au,0,0,0,0,0,0,0,0,0,0,0
æ-ea,0,0,0,0,0,0,0,0,0,0,0
æ-eah,0,0,0,0,0,0,0,0,0,0,0
æ-i_e,0,0,0,0,0,0,0,0,0,0,0
ð-th,0,1,0,0,0,0.2,0,1,0,0,0
ŋ-n,0,0,0,0,0,0,0,0,0,0,0
ŋ-nd,0,0,0,0,0,0,0,0,0,0,0
ŋ-ng,0,0,0,0,1,0.2,0,0,0,0,1
ŋ-ngu,0,0,0,0,0,0,0,0,0,0,0
ɑ-a,0,0,1,2,2,0.4,0,0,0.5,0.5,1
ɑ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɑ-aa,0,0,0,0,0,0,0,0,0,0,0
ɑ-aah,0,0,0,0,0,0,0,0,0,0,0
ɑ-ach,0,0,0,0,0,0,0,0,0,0,0
ɑ-ah,0,0,0,0,0,0,0,0,0,0,0
ɑ-au,0,0,0,0,0,0,0,0,0,0,0
ɑ-au_e,0,0,0,0,0,0,0,0,0,0,0
ɑ-aw,0,0,0,0,0,0,0,0,0,0,0
ɑ-e,0,0,0,0,0,0,0,0,0,0,0
ɑ-ea,0,0,0,0,0,0,0,0,0,0,0
ɑ-ho,0,0,0,0,0,0,0,0,0,0,0
ɑ-i,0,0,0,0,0,0,0,0,0,0,0
ɑ-i_e,0,0,0,0,0,0,0,0,0,0,0
ɑ-o,0,0,1,2,0,0.2,0,0,0.5,0.5,0
ɑ-o_e,0,0,0,0,0,0,0,0,0,0,0
ɑ-oh,0,0,0,0,0,0,0,0,0,0,0
ɑ-ou,0,0,0,0,0,0,0,0,0,0,0
ɑ-ow,0,0,0,0,0,0,0,0,0,0,0
ɔ-a,0,0,0,0,0,0,0,0,0,0,0
ɔ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ao,0,0,0,0,0,0,0,0,0,0,0
ɔ-au,0,0,0,0,0,0,0,0,0,0,0
ɔ-au_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-augh,0,0,0,0,0,0,0,0,0,0,0
ɔ-aw,0,0,0,0,0,0,0,0,0,0,0
ɔ-awe,0,0,0,0,0,0,0,0,0,0,0
ɔ-eo,0,0,0,0,0,0,0,0,0,0,0
ɔ-eo_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-hau,0,0,0,0,0,0,0,0,0,0,0
ɔ-o,0,0,0,0,0,0,0,0,0,0,0
ɔ-o_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-oa,0,0,0,0,0,0,0,0,0,0,0
ɔ-oa_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-oo,0,0,0,0,0,0,0,0,0,0,0
ɔ-oo_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ou,0,0,0,0,0,0,0,0,0,0,0
ɔ-ou_e,0,0,0,0,0,0,0,0,0,0,0
ɔ-ough,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-awy,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-eu,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oi,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oi_e,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oy,0,0,0,0,2,0.2,0,0,0,0,1
ɔɪ-oy_e,0,0,0,0,0,0,0,0,0,0,0
ɔɪ-oye,0,0,0,0,0,0,0,0,0,0,0
ə-_e,0,0,0,0,0,0,0,0,0,0,0
ə-a,1,0,0,0,1,0.4,1,0,0,0,1
ə-a_e,0,0,0,0,0,0,0,0,0,0,0
ə-ae,0,0,0,0,0,0,0,0,0,0,0
ə-ah,0,0,0,0,0,0,0,0,0,0,0
ə-ai,0,0,0,0,0,0,0,0,0,0,0
ə-au,0,0,0,0,0,0,0,0,0,0,0
ə-au_e,0,0,0,0,0,0,0,0,0,0,0
ə-e,0,0,1,0,0,0.2,0,0,1,0,0
ə-e_e,0,0,0,0,0,0,0,0,0,0,0
ə-ea,0,0,0,0,0,0,0,0,0,0,0
ə-ea_e,0,0,0,0,0,0,0,0,0,0,0
ə-ei,0,0,0,0,0,0,0,0,0,0,0
ə-eo,0,0,0,0,0,0,0,0,0,0,0
ə-eou,0,0,0,0,0,0,0,0,0,0,0
ə-ha,0,0,0,0,0,0,0,0,0,0,0
ə-he,0,0,0,0,0,0,0,0,0,0,0
ə-hi,0,0,0,0,0,0,0,0,0,0,0
ə-ho,0,0,0,0,0,0,0,0,0,0,0
ə-i,0,0,0,0,0,0,0,0,0,0,0
ə-i_e,0,0,0,0,0,0,0,0,0,0,0
ə-ia,0,0,0,0,0,0,0,0,0,0,0
ə-ia_e,0,0,0,0,0,0,0,0,0,0,0
ə-ie,0,0,0,0,0,0,0,0,0,0,0
ə-o,0,0,0,0,0,0,0,0,0,0,0
ə-o_e,0,0,0,0,0,0,0,0,0,0,0
ə-oi,0,0,0,0,0,0,0,0,0,0,0
ə-oi_e,0,0,0,0,0,0,0,0,0,0,0
ə-on,0,0,0,0,0,0,0,0,0,0,0
ə-ou,0,0,0,0,0,0,0,0,0,0,0
ə-u,0,0,0,0,0,0,0,0,0,0,0
ə-u_e,0,0,0,0,0,0,0,0,0,0,0
ə-ua,0,0,0,0,0,0,0,0,0,0,0
ə-ui,0,0,0,0,0,0,0,0,0,0,0
ə-y,0,0,0,0,0,0,0,0,0,0,0
ɚ-_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-a,0,0,0,0,0,0,0,0,0,0,0
ɚ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-au,0,0,0,0,0,0,0,0,0,0,0
ɚ-e,0,0,3,0,0,0.1,0,0,0.5,0,0
ɚ-e_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-ea,0,0,0,0,0,0,0,0,0,0,0
ɚ-ea_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-eu,0,0,0,0,0,0,0,0,0,0,0
ɚ-he,0,0,0,0,0,0,0,0,0,0,0
ɚ-i,0,0,1,0,0,0.03333333333333333,0,0,0.16666666666666666,0,0
ɚ-i_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-o,0,0,1,0,0,0.03333333333333333,0,0,0.16666666666666666,0,0
ɚ-o_e,0,0,1,0,0,0.03333333333333333,0,0,0.16666666666666666,0,0
ɚ-oa,0,0,0,0,0,0,0,0,0,0,0
ɚ-ou,0,0,0,0,0,0,0,0,0,0,0
ɚ-ou_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-r,0,0,0,0,0,0,0,0,0,0,0
ɚ-u,0,0,0,0,0,0,0,0,0,0,0
ɚ-u_e,0,0,0,0,0,0,0,0,0,0,0
ɚ-y,0,0,0,0,0,0,0,0,0,0,0
ɛ-a,0,0,0,0,0,0,0,0,0,0,0
ɛ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɛ-aa,0,0,0,0,0,0,0,0,0,0,0
ɛ-ae,0,0,0,0,0,0,0,0,0,0,0
ɛ-ah,0,0,0,0,0,0,0,0,0,0,0
ɛ-ai,0,0,0,0,0,0,0,0,0,0,0
ɛ-ai_e,0,0,0,0,0,0,0,0,0,0,0
ɛ-ay,0,0,0,0,0,0,0,0,0,0,0
ɛ-aye,0,0,0,0,0,0,0,0,0,0,0
ɛ-e,0,0,5,1,0,0.4,0,0,1,1,0
ɛ-e_e,0,0,0,0,0,0,0,0,0,0,0
ɛ-ea,0,0,0,0,0,0,0,0,0,0,0
ɛ-ea_e,0,0,0,0,0,0,0,0,0,0,0
ɛ-eh,0,0,0,0,0,0,0,0,0,0,0
ɛ-ei,0,0,0,0,0,0,0,0,0,0,0
ɛ-eo,0,0,0,0,0,0,0,0,0,0,0
ɛ-hei,0,0,0,0,0,0,0,0,0,0,0
ɛ-ie,0,0,0,0,0,0,0,0,0,0,0
ɛ-u,0,0,0,0,0,0,0,0,0,0,0
ɪ-a,0,0,0,0,0,0,0,0,0,0,0
ɪ-a_e,0,0,0,0,0,0,0,0,0,0,0
ɪ-e,0,0,0,0,0,0,0,0,0,0,0
ɪ-e_e,0,0,0,0,0,0,0,0,0,0,0
ɪ-ea,0,0,0,0,0,0,0,0,0,0,0
ɪ-ee,0,0,0,0,0,0,0,0,0,0,0
ɪ-ei,0,0,0,0,0,0,0,0,0,0,0
ɪ-eo,0,0,0,0,0,0,0,0,0,0,0
ɪ-hi,0,0,0,0,0,0,0,0,0,0,0
ɪ-i,0,0,2,2,0,0.4,0,0,1,1,0
ɪ-i_e,0,0,0,0,0,0,0,0,0,0,0
ɪ-ia,0,0,0,0,0,0,0,0,0,0,0
ɪ-ia_e,0,0,0,0,0,0,0,0,0,0,0
ɪ-ie,0,0,0,0,0,0,0,0,0,0,0
ɪ-ie_e,0,0,0,0,0,0,0,0,0,0,0
ɪ-o,0,0,0,0,0,0,0,0,0,0,0
ɪ-u,0,0,0,0,0,0,0,0,0,0,0
ɪ-ui,0,0,0,0,0,0,0,0,0,0,0
ɪ-y,0,0,0,0,0,0,0,0,0,0,0
ɹ-lo,0,0,0,0,0,0,0,0,0,0,0
ɹ-o,0,0,0,0,0,0,0,0,0,0,0
ɹ-or,0,0,0,0,0,0,0,0,0,0,0
ɹ-r,0,0,7,0,3,0.4,0,0,1,0,1
ɹ-ra,0,0,0,0,0,0,0,0,0,0,0
ɹ-rh,0,0,0,0,0,0,0,0,0,0,0
ɹ-ro,0,0,0,0,0,0,0,0,0,0,0
ɹ-rps,0,0,0,0,0,0,0,0,0,0,0
ɹ-rr,0,0,0,0,0,0,0,0,0,0,0
ɹ-rrh,0,0,0,0,0,0,0,0,0,0,0
ɹ-rt,0,0,0,0,0,0,0,0,0,0,0
ɹ-wr,0,0,0,0,0,0,0,0,0,0,0
ʃ-c,0,0,0,0,0,0,0,0,0,0,0
ʃ-ch,0,0,0,0,0,0,0,0,0,0,0
ʃ-chs,0,0,0,0,0,0,0,0,0,0,0
ʃ-ci,0,0,0,0,0,0,0,0,0,0,0
ʃ-s,0,0,0,0,0,0,0,0,0,0,0
ʃ-sc,0,0,0,0,0,0,0,0,0,0,0
ʃ-sch,0,0,0,0,0,0,0,0,0,0,0
ʃ-sci,0,0,0,0,0,0,0,0,0,0,0
ʃ-sh,0,0,0,0,0,0,0,0,0,0,0
ʃ-shh,0,0,0,0,0,0,0,0,0,0,0
ʃ-shi,0,0,0,0,0,0,0,0,0,0,0
ʃ-si,0,0,0,0,0,0,0,0,0,0,0
ʃ-ss,0,0,0,0,0,0,0,0,0,0,0
ʃ-ssi,0,0,0,0,0,0,0,0,0,0,0
ʃ-t,0,0,0,0,0,0,0,0,0,0,0
ʃ-ti,0,0,0,0,0,0,0,0,0,0,0
ʃ-xi,0,0,0,0,0,0,0,0,0,0,0
ʊ-eu,0,0,0,0,0,0,0,0,0,0,0
ʊ-o,0,0,0,0,0,0,0,0,0,0,0
ʊ-oo,0,0,1,0,0,0.2,0,0,1,0,0
ʊ-ou,0,0,0,0,0,0,0,0,0,0,0
ʊ-ow,0,0,0,0,0,0,0,0,0,0,0
ʊ-u,0,0,0,0,0,0,0,0,0,0,0
ʊ-u_e,0,0,0,0,0,0,0,0,0,0,0
ʊ-uo,0,0,0,0,0,0,0,0,0,0,0
ʌ-_e,0,0,2,0,0,0.2,0,0,1,0,0
ʌ-a,0,0,0,0,0,0,0,0,0,0,0
ʌ-au_e,0,0,0,0,0,0,0,0,0,0,0
ʌ-o,0,0,0,1,0,0.2,0,0,0,1,0
ʌ-o_e,0,0,0,0,0,0,0,0,0,0,0
ʌ-oe,0,0,0,0,0,0,0,0,0,0,0
ʌ-oo,0,0,0,0,0,0,0,0,0,0,0
ʌ-ou,0,0,0,0,0,0,0,0,0,0,0
ʌ-u,0,0,0,0,0,0,0,0,0,0,0
ʌ-u_e,0,0,0,0,0,0,0,0,0,0,0
ʌ-uh,0,0,0,0,0,0,0,0,0,0,0
ʒ-g,0,0,0,0,0,0,0,0,0,0,0
ʒ-j,0,0,0,0,0,0,0,0,0,0,0
