PG mapping,consistency_bin_2,consistency_bin_3,consistency_bin_4,consistency_bin_5,consistency_bin_6,consistency_bin_7,consistency_bin_8,consistency_bin_9,consistency_bin_10,consistency_bin_11,consistency_bin_12,consistency_bin_13,consistency_bin_14,consistency_bin_15,consistency_bin_16,consistency_bin_17,consistency_bin_18,consistency_bin_19,consistency_bin_20,consistency_bin_21,consistency_bin_22,consistency_bin_23,consistency_bin_24
g-gh,0,0,0,0.01234347048300536,0.00584279108869272,0.00376991150442477,0.00260605549464451,0.00313222376329172,0.00356267507002801,0.00410293947682706,0.0046020159888773,0.00442242942242942,0.00431045145330859,0.00427523936492546,0.00427523936492546,0.00426333413059076,0.00425943564710084,0.00425943564710084,0.00425943564710084,0.00425943564710084,0.00425943564710084,0.00425943564710084,0.00425943564710084
g-gu,0,0,0,0,0.00584279108869272,0.00730973451327433,0.00619886986590199,0.0089201251822611,0.0129516806722689,0.01729982003203099,0.02470537658013647,0.027226746530544,0.02816944959802102,0.02809598836504666,0.02784907478479974,0.03001149217423769,0.03214496275374148,0.03214496275374148,0.03214496275374148,0.03214496275374148,0.03214496275374148,0.03214496275374148,0.03214496275374148
gz-x,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
h-h,0.2,0.2,0.2,0.3962264150943397,0.39821428571428574,0.39753086419753086,0.39711538461538465,0.39672131147540984,0.396969696969697,0.3971631205673759,0.39722222222222225,0.39666666666666667,0.3967320261437909,0.396742671009772,0.3967637540453074,0.3967637540453074,0.3967637540453074,0.3967637540453074,0.3967637540453074,0.3967637540453074,0.3967637540453074,0.3967637540453074,0.3967637540453074
h-j,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h-wh,0,0,0,0.00377358490566037,0.00178571428571428,0.00246913580246913,0.00288461538461538,0.00327868852459016,0.00303030303030303,0.00283687943262411,0.00277777777777777,0.00333333333333333,0.00326797385620915,0.00325732899022801,0.00323624595469255,0.00323624595469255,0.00323624595469255,0.00323624595469255,0.00323624595469255,0.00323624595469255,0.00323624595469255,0.00323624595469255,0.00323624595469255
i-a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i-ae,0,0,0,0,0,0,0,0,0,0,0,0,3.252032520325203e-4,3.2310177705977385e-4,3.215434083601286e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4
i-ay,0,0,0,0,0,0,0,0,0,0,0,0,3.252032520325203e-4,3.2310177705977385e-4,3.215434083601286e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4
i-e,0,0.03333333333333333,0.11448275862068966,0.09071428571428572,0.10661740558292283,0.11099698048096623,0.12706188890082734,0.19805206192023456,0.20703461009010543,0.2146716163122734,0.21219392567440107,0.2188457801484934,0.2145469314025819,0.2149345630137229,0.21457518453409055,0.21476587225283855,0.21476587225283855,0.21476587225283855,0.21476587225283855,0.21476587225283855,0.21476587225283855,0.21476587225283855,0.21476587225283855
i-e_e,0,0,0,0.00408163265306122,0.01872852233676976,0.0207961972667855,0.02557755775577557,0.02186170212765957,0.02146619841966637,0.02070015220700152,0.01961722488038277,0.01875,0.0186687306501548,0.01861538461538461,0.01858895705521472,0.01858895705521472,0.01858895705521472,0.01858895705521472,0.01858895705521472,0.01858895705521472,0.01858895705521472,0.01858895705521472,0.01858895705521472
i-ea,0,0.2,0.24615384615384617,0.29051020408163264,0.2730702689892167,0.2356084129974647,0.2150591520417756,0.1803259586053007,0.17020503328453412,0.16571701650021164,0.162060968648405,0.158869771924655,0.15835878877548423,0.157396720288712,0.15701101064124331,0.1570888196226418,0.1570888196226418,0.1570888196226418,0.1570888196226418,0.1570888196226418,0.1570888196226418,0.1570888196226418,0.1570888196226418
i-ea_e,0,0,0.01538461538461538,0.00816326530612244,0.00824742268041237,0.0065359477124183,0.00891089108910891,0.01731382978723404,0.01633011413520631,0.01582952815829528,0.02091592617908407,0.02062499999999999,0.02052631578947368,0.02046153846153846,0.02042944785276073,0.02042944785276073,0.02042944785276073,0.02042944785276073,0.02042944785276073,0.02042944785276073,0.02042944785276073,0.02042944785276073,0.02042944785276073
i-ee,0,0.23333333333333336,0.2306631299734748,0.12826530612244896,0.12080205847002864,0.12436577941863688,0.11907150868734666,0.10738062885749308,0.10229311382828968,0.1015525673319703,0.10010223505979024,0.09728543851542304,0.09600599570002334,0.09484462710149302,0.09451067143402592,0.0942295707905595,0.0942295707905595,0.0942295707905595,0.0942295707905595,0.0942295707905595,0.0942295707905595,0.0942295707905595,0.0942295707905595
i-ee_e,0,0,0,0.01632653061224489,0.01443298969072164,0.01176470588235294,0.01089108910891089,0.0102127659574468,0.00970149253731343,0.00890410958904109,0.00844155844155844,0.008125,0.00804953560371517,0.008,0.00797546012269938,0.00797546012269938,0.00797546012269938,0.00797546012269938,0.00797546012269938,0.00797546012269938,0.00797546012269938,0.00797546012269938,0.00797546012269938
i-ei,0,0,0,0,0.00285714285714285,0.01047979797979798,0.01009544787077826,0.00767348754448398,0.00994486711801265,0.01056157053479417,0.01008278271436166,0.0102930216802168,0.01020679317415065,0.01011773940345369,0.01009794151536856,0.010072497193905,0.010072497193905,0.010072497193905,0.010072497193905,0.010072497193905,0.010072497193905,0.010072497193905,0.010072497193905
i-ei_e,0,0,0,0,0,0,9.9009900990099e-4,0.00170212765957446,0.00223880597014925,0.00205479452054794,0.00194805194805194,0.001875,0.00185758513931888,0.00184615384615384,0.00184049079754601,0.00184049079754601,0.00184049079754601,0.00184049079754601,0.00184049079754601,0.00184049079754601,0.00184049079754601,0.00184049079754601,0.00184049079754601
i-eo,0,0,0,0.00714285714285714,0.00285714285714285,0.00138888888888888,8.81057268722467e-4,7.117437722419928e-4,6.079027355623101e-4,5.6657223796034e-4,5.555555555555556e-4,5.420054200542005e-4,5.277044854881266e-4,5.10204081632653e-4,5.076142131979695e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4
i-ey,0,0,0,0.01408163265306122,0.00895840739424102,0.00981351615379247,0.01183140125552256,0.01103504149016904,0.01011725347046837,0.01023157361537893,0.01021829990420822,0.01025430222382948,0.01008698576656319,0.00995154234180313,0.01022552298242801,0.01018236291770302,0.01018236291770302,0.01018236291770302,0.01018236291770302,0.01018236291770302,0.01018236291770302,0.01018236291770302,0.01018236291770302
i-i,0,0,0.04,0.0208673469387755,0.05598632200836252,0.06748241408069752,0.0767921675051356,0.08188942089653503,0.08301170755244143,0.08502705104509228,0.08380189231632355,0.08372960224659907,0.11089798765452374,0.1124101059337616,0.11307844414915436,0.11328443463383764,0.11328443463383764,0.11328443463383764,0.11328443463383764,0.11328443463383764,0.11328443463383764,0.11328443463383764,0.11328443463383764
i-i_e,0,0,0,0.00408163265306122,0.00412371134020618,0.03641456582633053,0.05693069306930694,0.04851063829787235,0.06573948439620081,0.0661892901618929,0.07965367965367964,0.08104166666666665,0.07262273330384786,0.07314285714285715,0.07309377738825591,0.07309377738825591,0.07309377738825591,0.07309377738825591,0.07309377738825591,0.07309377738825591,0.07309377738825591,0.07309377738825591,0.07309377738825591
i-ie,0,0,0.02917771883289124,0.0313265306122449,0.05902358099300865,0.05609015254975062,0.05190096988639446,0.04918602203079144,0.04560161667791828,0.04426339344955092,0.04287296932458222,0.04262896347044195,0.03994406677421969,0.03972705254588477,0.04024649682449831,0.04021021396117992,0.04021021396117992,0.04021021396117992,0.04021021396117992,0.04021021396117992,0.04021021396117992,0.04021021396117992,0.04021021396117992
i-ie_e,0,0,0,0.00408163265306122,0.00206185567010309,0.00392156862745098,0.00297029702970297,0.0051063829787234,0.00522388059701492,0.0047945205479452,0.00519480519480519,0.005,0.00557275541795665,0.00553846153846153,0.00552147239263803,0.00552147239263803,0.00552147239263803,0.00552147239263803,0.00552147239263803,0.00552147239263803,0.00552147239263803,0.00552147239263803,0.00552147239263803
i-is,0,0,0,0,0,0,0,0,0,0,3.3955857385398983e-4,3.2948929159802305e-4,3.252032520325203e-4,3.2310177705977385e-4,3.215434083601286e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4,3.2102728731942215e-4
i-oe,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10204081632653e-4,5.076142131979695e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4,5.012531328320802e-4
i-y,0.2,0.13333333333333333,0.12413793103448276,0.3803571428571429,0.32223316912972083,0.30434107213466643,0.28103577952079084,0.25903818807423945,0.2504839191871166,0.2489362437880441,0.2420005659309564,0.24180495841202232,0.23115148060640048,0.23102354027232863,0.23082526365859968,0.23075103489059728,0.23075103489059728,0.23075103489059728,0.23075103489059728,0.23075103489059728,0.23075103489059728,0.23075103489059728,0.23075103489059728
j-i,0,0,0,0,0.05,0.11428571428571428,0.2127272727272727,0.22153846153846157,0.22995951417004049,0.23426573426573424,0.25272727272727274,0.24521739130434783,0.24021739130434783,0.24021739130434783,0.24021739130434783,0.24021739130434783,0.24021739130434783,0.24021739130434783,0.24021739130434783,0.24021739130434783,0.24021739130434783,0.24021739130434783,0.24021739130434783
j-ill,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
j-j,0,0,0,0,0,0,0,0,0,0,0,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304,0.00869565217391304
j-ll,0,0,0,0,0,0,0,0.01538461538461538,0.01538461538461538,0.01538461538461538,0.01333333333333333,0.01333333333333333,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
j-y,0,0.2,0.6,0.6,0.55,0.48571428571428565,0.38727272727272727,0.3630769230769231,0.35465587044534413,0.3503496503496503,0.33393939393939387,0.33275362318840573,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914,0.32608695652173914
ju-eau,0,0,0,0,0.06666666666666667,0.04444444444444444,0.01739130434782608,0.01,0.00851063829787234,0.008,0.00727272727272727,0.00677966101694915,0.00655737704918032,0.00606060606060606,0.00588235294117647,0.00588235294117647,0.00588235294117647,0.00588235294117647,0.00588235294117647,0.00588235294117647,0.00588235294117647,0.00588235294117647,0.00588235294117647
ju-eu,0,0,0,0,0,0,0,0,0,0.01833333333333333,0.01689655172413793,0.01689655172413793,0.01689655172413793,0.02897447380206001,0.03711045546745344,0.03711045546745344,0.03711045546745344,0.03711045546745344,0.03711045546745344,0.03711045546745344,0.03711045546745344,0.03711045546745344,0.03711045546745344
ju-eue,0,0,0,0,0,0,0,0,0,0.0125,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294
ju-ew,0,0,0,0,0.06666666666666667,0.08,0.05,0.06,0.07272727272727272,0.0625,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647
ju-ewe,0,0,0,0,0,0,0,0,0.01176470588235294,0.01,0.01,0.01,0.01,0.00952380952380952,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
ju-hu,0,0,0,0,0.03333333333333333,0.02222222222222222,0.01538461538461538,0.01428571428571428,0.01176470588235294,0.01,0.01,0.01,0.01,0.00952380952380952,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909
ju-ou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ju-u,0,0,0,0.4,0.2333333333333333,0.28444444444444444,0.330685618729097,0.35033613445378153,0.34482762544089207,0.4055,0.4377521666973999,0.4384917660810671,0.4388251920327203,0.4303495692948026,0.425078369905956,0.425078369905956,0.425078369905956,0.425078369905956,0.425078369905956,0.425078369905956,0.425078369905956,0.425078369905956,0.425078369905956
ju-u_e,0,0,0,0.2,0.26666666666666666,0.28888888888888886,0.4251748251748252,0.32184873949579834,0.3170588235294118,0.2733333333333333,0.26241379310344826,0.26241379310344826,0.26241379310344826,0.26050903119868635,0.25877742946708465,0.25877742946708465,0.25877742946708465,0.25877742946708465,0.25877742946708465,0.25877742946708465,0.25877742946708465,0.25877742946708465,0.25877742946708465
ju-ua,0,0,0,0,0,0,0,0.1,0.1,0.06666666666666667,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
ju-ue,0,0,0,0.2,0.13333333333333333,0.08,0.1431818181818182,0.13176470588235295,0.1190909090909091,0.10833333333333332,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144,0.1127789046653144
ju-ugh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ju-ui,0,0,0,0,0,0,0,0,0.00425531914893617,0.004,0.00363636363636363,0.00338983050847457,0.00327868852459016,0.00303030303030303,0.00294117647058823,0.00294117647058823,0.00294117647058823,0.00294117647058823,0.00294117647058823,0.00294117647058823,0.00294117647058823,0.00294117647058823,0.00294117647058823
ju-ut,0,0,0,0,0,0,0,0,0,0.0125,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294,0.01176470588235294
ju-uu,0,0,0,0,0,0,0.01818181818181818,0.01176470588235294,0.01,0.00833333333333333,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793
jə-u,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
jə-ua,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
jɚ-u,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
jɚ-u_e,0,0,0,0,0,0,0.2,0.2,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
jʊ-eu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jʊ-u,0,0,0,0,0,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
jʊ-u_e,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
k-c,0,0.1,0.28250244379276634,0.3799206349206349,0.4382115749182608,0.45677546259128665,0.5041210974098045,0.5369411779976128,0.5508507713557227,0.5618467211732742,0.5680726055692921,0.5712626099094142,0.5729419136163347,0.5762929112756408,0.5770242811239978,0.5778438462714905,0.5778438462714905,0.5778438462714905,0.5778438462714905,0.5778438462714905,0.5778438462714905,0.5778438462714905,0.5778438462714905
k-cc,0,0,0,0,0.00952380952380952,0.00523560209424083,0.00559440559440559,0.00623229461756373,0.00841584158415841,0.00887850467289719,0.00894854586129753,0.00954446854663774,0.00938166311300639,0.00910973084886128,0.00903490759753593,0.00901639344262295,0.00901639344262295,0.00901639344262295,0.00901639344262295,0.00901639344262295,0.00901639344262295,0.00901639344262295,0.00901639344262295
k-cch,0,0,0,0,0,0.00104712041884816,6.993006993006993e-4,5.6657223796034e-4,4.950495049504951e-4,4.672897196261682e-4,4.4742729306487697e-4,4.338394793926248e-4,4.264392324093816e-4,4.140786749482402e-4,4.106776180698152e-4,4.098360655737705e-4,4.098360655737705e-4,4.098360655737705e-4,4.098360655737705e-4,4.098360655737705e-4,4.098360655737705e-4,4.098360655737705e-4,4.098360655737705e-4
k-ch,0,0,0,0.025,0.01582264725059769,0.02796223218524876,0.02510433344402545,0.02081793105430895,0.02771287268617991,0.02871190931113965,0.02915465631081619,0.02925235167210503,0.02957870532360338,0.03007826438750187,0.0303820119655077,0.03025482792864003,0.03025482792864003,0.03025482792864003,0.03025482792864003,0.03025482792864003,0.03025482792864003,0.03025482792864003,0.03025482792864003
k-ck,0,0.2,0.11136363636363636,0.11256613756613756,0.13183878550333414,0.14835055554257526,0.1409440743080449,0.12153437467220927,0.1156006147181067,0.10861422799300754,0.10570618341420732,0.102847388900362,0.10068220002850424,0.09917684470959472,0.09845380419675975,0.09835622044776209,0.09835622044776209,0.09835622044776209,0.09835622044776209,0.09835622044776209,0.09835622044776209,0.09835622044776209,0.09835622044776209
k-cq,0,0,0,0,0,0,0,0,0,9.345794392523364e-4,8.948545861297539e-4,8.676789587852495e-4,0.00127931769722814,0.00165631469979296,0.00164271047227926,0.00163934426229508,0.00163934426229508,0.00163934426229508,0.00163934426229508,0.00163934426229508,0.00163934426229508,0.00163934426229508,0.00163934426229508
k-k,0,0.1,0.5746823069403714,0.4375132275132275,0.3577257675451408,0.29737828124593335,0.2701716585994472,0.2526042188738665,0.2375629056269298,0.23113398146658176,0.2271489625503449,0.2249957745439642,0.22210091883010685,0.21993521295947044,0.21969440146715655,0.21931906056532152,0.21931906056532152,0.21931906056532152,0.21931906056532152,0.21931906056532152,0.21931906056532152,0.21931906056532152,0.21931906056532152
k-kh,0,0,0,0,0,0,0,0,3.710575139146568e-4,3.361344537815126e-4,3.189792663476874e-4,3.0441400304414e-4,2.994011976047904e-4,2.967359050445104e-4,2.949852507374631e-4,2.945508100147275e-4,2.945508100147275e-4,2.945508100147275e-4,2.945508100147275e-4,2.945508100147275e-4,2.945508100147275e-4,2.945508100147275e-4,2.945508100147275e-4
k-kk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k-lk,0,0,0.025,0.01428571428571428,0.00938139741878059,0.00891228895817401,0.00742198977493095,0.00927040945657766,0.00866226571530032,0.00788762639229928,0.00755802169024173,0.00726111801554088,0.00709609915735109,0.00701542080225784,0.00696644191195682,0.00695769703410665,0.00695769703410665,0.00695769703410665,0.00695769703410665,0.00695769703410665,0.00695769703410665,0.00695769703410665,0.00695769703410665
k-q,0,0,0.0064516129032258,0.03071428571428571,0.03749601784007646,0.03432422828172751,0.02925458974987277,0.03356316460554885,0.03240586382029097,0.03309539278753132,0.03336020751492317,0.03447809961345158,0.03534858785808141,0.03496771850313985,0.0351842885333445,0.03501183082451296,0.03501183082451296,0.03501183082451296,0.03501183082451296,0.03501183082451296,0.03501183082451296,0.03501183082451296,0.03501183082451296
k-qu,0,0,0,0,0,0.00368769806972054,0.00240283613445378,0.00379095740178313,0.00542275747444602,0.00632892670825601,0.00704203821283843,0.00779335224771331,0.01012649891221237,0.01039010056708081,0.0103154633725881,0.01030036585759346,0.01030036585759346,0.01030036585759346,0.01030036585759346,0.01030036585759346,0.01030036585759346,0.01030036585759346,0.01030036585759346
k-x,0,0,0,0,0,0.01632653061224489,0.01428571428571428,0.0146788990825688,0.0125,0.01176470588235294,0.01134751773049645,0.01095890410958904,0.01073825503355704,0.01066666666666666,0.01059602649006622,0.01059602649006622,0.01059602649006622,0.01059602649006622,0.01059602649006622,0.01059602649006622,0.01059602649006622,0.01059602649006622,0.01059602649006622
ks-x,0,0,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
kʃ-x,0,0,0,0,0,0,0,0,0.1,0.1,0.13333333333333333,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15
kʃ-xi,0,0,0,0,0,0,0.2,0.2,0.1,0.1,0.06666666666666667,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
l-l,0,0.2,0.6166666666666667,0.8193926917138447,0.8495427848318476,0.8813006926871493,0.8842237072056216,0.8902848161852764,0.8937787702775127,0.8974877284462728,0.9003405645465186,0.899969534674004,0.9011517960181232,0.9015400796826688,0.901246173413947,0.901370945987783,0.901370945987783,0.901370945987783,0.901370945987783,0.901370945987783,0.901370945987783,0.901370945987783,0.901370945987783
l-ll,0.2,0.4,0.18333333333333335,0.1806073082861554,0.1504572151681524,0.11762978859627311,0.11461104460793878,0.10881297962138008,0.10510081593679324,0.10148002694303455,0.09867992415210557,0.09908336210650084,0.09791711362606542,0.0975332995126616,0.09783233613061323,0.097709014809208,0.097709014809208,0.097709014809208,0.097709014809208,0.097709014809208,0.097709014809208,0.097709014809208,0.097709014809208
l-sl,0,0,0,0,0,0.00106951871657754,0.0011652481864397,9.022041933434338e-4,0.001120413785694,0.00103224461069259,9.795113013758964e-4,9.471032194951334e-4,9.310903558114106e-4,9.266208046695852e-4,9.214904554398328e-4,9.200392030089848e-4,9.200392030089848e-4,9.200392030089848e-4,9.200392030089848e-4,9.200392030089848e-4,9.200392030089848e-4,9.200392030089848e-4,9.200392030089848e-4
m-gm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.434944237918215e-4,7.407407407407408e-4,7.407407407407408e-4,7.407407407407408e-4,7.407407407407408e-4,7.407407407407408e-4,7.407407407407408e-4,7.407407407407408e-4
m-lm,0,0,0,0,0,0.00380952380952381,0.00390070921985815,0.00409351604570728,0.00347941399343268,0.00318672809124437,0.00298753665689149,0.00290865281184114,0.00282655506020077,0.00275426988767502,0.0027503149215559,0.00273681238529951,0.00272855133614627,0.00272855133614627,0.00272855133614627,0.00272855133614627,0.00272855133614627,0.00272855133614627,0.00272855133614627
m-m,0.3,0.5333333333333333,0.7555555555555555,0.9473354231974922,0.95,0.956173619890434,0.9581560283687942,0.9531281467536448,0.9536057085122506,0.9540864406557203,0.9546554252199414,0.955354760982746,0.956756538177701,0.95780889367595,0.9574951330304996,0.9570768434426616,0.9571401781528364,0.9571401781528364,0.9571401781528364,0.9571401781528364,0.9571401781528364,0.9571401781528364,0.9571401781528364
m-mb,0,0,0,0.01818181818181818,0.02,0.01142857142857142,0.01276595744680851,0.01398362593581717,0.01282520838595605,0.01177041907836883,0.01105205278592375,0.01157007013467579,0.01125567383414713,0.01096322511155562,0.0109592701454365,0.01091525104700955,0.01087669948429442,0.01087669948429442,0.01087669948429442,0.01087669948429442,0.01087669948429442,0.01087669948429442,0.01087669948429442
m-mm,0.1,0.06666666666666667,0.04444444444444444,0.03448275862068965,0.03,0.0247787610619469,0.02234042553191489,0.02549800796812749,0.02635135135135135,0.02752293577981651,0.02727272727272727,0.02622950819672131,0.02532981530343008,0.02474226804123711,0.02506393861892582,0.02481012658227848,0.02481012658227848,0.02481012658227848,0.02481012658227848,0.02481012658227848,0.02481012658227848,0.02481012658227848,0.02481012658227848
m-mn,0,0,0,0,0,0.00380952380952381,0.00283687943262411,0.00329670329670329,0.00373831775700934,0.00343347639484978,0.00403225806451612,0.00393700787401574,0.00383141762452107,0.00373134328358208,0.00373134328358208,0.0037174721189591,0.0037037037037037,0.0037037037037037,0.0037037037037037,0.0037037037037037,0.0037037037037037,0.0037037037037037,0.0037037037037037
m-thm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-dn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-gn,0,0,0,0,0.00102564102564102,0.00195547795722391,0.00197061275489897,0.00376023961046872,0.00708593688535829,0.00755955913161153,0.00747557666447219,0.00751998305983316,0.00743636043777361,0.00736495386647798,0.00734445314714533,0.0073088660941503,0.0073088660941503,0.0073088660941503,0.0073088660941503,0.0073088660941503,0.0073088660941503,0.0073088660941503,0.0073088660941503
n-kn,0,0,0,0.04305555555555555,0.03363188535602329,0.0333603786342123,0.03077019884218474,0.0307532251352476,0.02898039215686275,0.02779643936849177,0.02796370667856611,0.02712703248473812,0.02680325727719792,0.0264828738512949,0.0264772628087632,0.02632488977262903,0.02632488977262903,0.02632488977262903,0.02632488977262903,0.02632488977262903,0.02632488977262903,0.02632488977262903,0.02632488977262903
n-ln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-mn,0,0,0,0,0,0,0,0,0,0,0,0,0.00118343195266272,0.00116959064327485,0.00116959064327485,0.00116279069767441,0.00116279069767441,0.00116279069767441,0.00116279069767441,0.00116279069767441,0.00116279069767441,0.00116279069767441,0.00116279069767441
n-n,0.4,0.6,0.9333333333333332,0.9180555555555556,0.923784032059894,0.9354179214558652,0.9398692284651576,0.9421432020897846,0.9417969466759464,0.9443737397838108,0.9450186597999688,0.945059774364418,0.9445856505284652,0.9438239064639092,0.9439847811270644,0.9442627377769393,0.9442627377769393,0.9442627377769393,0.9442627377769393,0.9442627377769393,0.9442627377769393,0.9442627377769393,0.9442627377769393
n-nn,0,0,0.06666666666666667,0.03888888888888889,0.04155844155844156,0.0292662219526986,0.02738995993775878,0.02334333316449911,0.02080339094849916,0.01898821043403466,0.0183074889557584,0.01909560530059145,0.0188078678512378,0.01881949388849333,0.01868473098720253,0.0186151342632581,0.0186151342632581,0.0186151342632581,0.0186151342632581,0.0186151342632581,0.0186151342632581,0.0186151342632581,0.0186151342632581
n-pn,0,0,0,0,0,0,0,0,0.00133333333333333,0.00128205128205128,0.00123456790123456,0.00119760479041916,0.00118343195266272,0.0023391812865497,0.0023391812865497,0.00232558139534883,0.00232558139534883,0.00232558139534883,0.00232558139534883,0.00232558139534883,0.00232558139534883,0.00232558139534883,0.00232558139534883
nj-gn,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
nj-n,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
oʊ-aoh,0,0,0,0,0,0,0,0.00212765957446808,0.00186915887850467,0.00168067226890756,0.00161290322580645,0.0016,0.00151515151515151,0.00149253731343283,0.00148148148148148,0.00148148148148148,0.00148148148148148,0.00148148148148148,0.00148148148148148,0.00148148148148148,0.00148148148148148,0.00148148148148148,0.00148148148148148
