PG mapping,consistency_bin_2,consistency_bin_3,consistency_bin_4,consistency_bin_5,consistency_bin_6,consistency_bin_7,consistency_bin_8,consistency_bin_9,consistency_bin_10,consistency_bin_11,consistency_bin_12,consistency_bin_13,consistency_bin_14,consistency_bin_15,consistency_bin_16,consistency_bin_17,consistency_bin_18,consistency_bin_19,consistency_bin_20,consistency_bin_21,consistency_bin_22,consistency_bin_23,consistency_bin_24
aʊ-owe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b-b,0,0.2,0.55,0.5806451612903226,0.5742857142857143,0.776056338028169,0.9758454106280194,0.978544061302682,0.9796491228070175,0.9808580858085808,0.9791722972972974,0.9797215397215396,0.9802934528598244,0.9779127305443096,0.9774804905239688,0.9774804905239688,0.9774804905239688,0.9774804905239688,0.9774804905239688,0.9774804905239688,0.9774804905239688,0.9774804905239688,0.9774804905239688
b-bb,0,0,0.05,0.01935483870967742,0.02285714285714285,0.02112676056338028,0.02222222222222222,0.01992337164750957,0.01894736842105263,0.01782178217821782,0.0195777027027027,0.01906633906633906,0.0185266061372256,0.01835357624831309,0.01879598662207357,0.01879598662207357,0.01879598662207357,0.01879598662207357,0.01879598662207357,0.01879598662207357,0.01879598662207357,0.01879598662207357,0.01879598662207357
b-br,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256410256410256,0.00256410256410256,0.00256410256410256,0.00256410256410256,0.00256410256410256,0.00256410256410256,0.00256410256410256,0.00256410256410256,0.00256410256410256,0.00256410256410256
b-pb,0,0,0,0,0.00285714285714285,0.0028169014084507,0.00193236714975845,0.00153256704980842,0.00140350877192982,0.00132013201320132,0.00125,0.00121212121212121,0.00117994100294985,0.00116959064327485,0.00115942028985507,0.00115942028985507,0.00115942028985507,0.00115942028985507,0.00115942028985507,0.00115942028985507,0.00115942028985507,0.00115942028985507,0.00115942028985507
d-d,0,0.7,0.96,0.9555321390937828,0.9503656126482212,0.9567545829431928,0.9624147754632866,0.9577112694101368,0.9610965241310326,0.961619188891916,0.9627610853984504,0.9638698159930544,0.9641374163748492,0.964306509320606,0.964306509320606,0.9643436635465996,0.9643806365324664,0.9643806365324664,0.9643806365324664,0.9643806365324664,0.9643806365324664,0.9643806365324664,0.9643806365324664
d-dd,0,0.1,0.02,0.03350895679662803,0.03804018445322794,0.03276506771182906,0.0272958354691893,0.03273965897182604,0.02968688600721609,0.02940645213372486,0.02814800551064046,0.02738266909640873,0.02718408263895745,0.02703207335655932,0.02703207335655932,0.02699491913056575,0.02695794614469897,0.02695794614469897,0.02695794614469897,0.02695794614469897,0.02695794614469897,0.02695794614469897,0.02695794614469897
d-ddh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d-ed,0,0,0.01,0.00821917808219178,0.00869565217391304,0.00873362445414847,0.00836012861736334,0.00795755968169761,0.00783410138248847,0.00769230769230769,0.00785123966942148,0.00755467196819085,0.00749506903353057,0.00748031496062992,0.00748031496062992,0.00748031496062992,0.00748031496062992,0.00748031496062992,0.00748031496062992,0.00748031496062992,0.00748031496062992,0.00748031496062992,0.00748031496062992
d-ld,0,0,0.01,0.00273972602739726,0.00289855072463768,0.00174672489082969,0.00192926045016077,0.00159151193633952,0.00138248847926267,0.00128205128205128,0.0012396694214876,0.00119284294234592,0.00118343195266272,0.00118110236220472,0.00118110236220472,0.00118110236220472,0.00118110236220472,0.00118110236220472,0.00118110236220472,0.00118110236220472,0.00118110236220472,0.00118110236220472,0.00118110236220472
dʒ-d,0,0,0,0,0,0,0.02105263157894736,0.02278481012658228,0.02429906542056074,0.02314049586776859,0.02204724409448819,0.02272727272727272,0.02481751824817518,0.02446043165467626,0.02411347517730496,0.02411347517730496,0.02411347517730496,0.02411347517730496,0.02411347517730496,0.02411347517730496,0.02411347517730496,0.02411347517730496,0.02411347517730496
dʒ-dg,0,0,0,0.04,0.03529411764705882,0.04444444444444444,0.04422684618523052,0.05163863360499393,0.1078802039082413,0.10005671690163669,0.10000742831674345,0.09858215179316096,0.0968574381499903,0.09679442286878462,0.0963605823068309,0.0963605823068309,0.0963605823068309,0.0963605823068309,0.0963605823068309,0.0963605823068309,0.0963605823068309,0.0963605823068309,0.0963605823068309
dʒ-di,0,0,0,0,0,0.00769230769230769,0.00350877192982456,0.00253164556962025,0.00186915887850467,0.00165289256198347,0.00157480314960629,0.00151515151515151,0.00145985401459854,0.0014388489208633,0.00141843971631205,0.00141843971631205,0.00141843971631205,0.00141843971631205,0.00141843971631205,0.00141843971631205,0.00141843971631205,0.00141843971631205,0.00141843971631205
dʒ-dj,0,0,0,0,0,0,0,0.00253164556962025,0.00373831775700934,0.00330578512396694,0.00314960629921259,0.00303030303030303,0.00291970802919708,0.00287769784172661,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411
dʒ-g,0,0,0.2,0.5266666666666666,0.5647058823529412,0.5702408702408702,0.527159365823665,0.5216103115426854,0.4667439326216246,0.6784711273866154,0.6832888904126462,0.6836831239147376,0.686908985207674,0.686076423311414,0.6870537249473155,0.6870537249473155,0.6870537249473155,0.6870537249473155,0.6870537249473155,0.6870537249473155,0.6870537249473155,0.6870537249473155,0.6870537249473155
dʒ-gg,0,0,0,0,0,0,0,0.00253164556962025,0.00373831775700934,0.00330578512396694,0.00314960629921259,0.00303030303030303,0.00291970802919708,0.00287769784172661,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411,0.00283687943262411
dʒ-gi,0,0,0,0,0,0,0.00350877192982456,0.00253164556962025,0.00373831775700934,0.00330578512396694,0.00472440944881889,0.00454545454545454,0.00437956204379562,0.00575539568345323,0.00567375886524822,0.00567375886524822,0.00567375886524822,0.00567375886524822,0.00567375886524822,0.00567375886524822,0.00567375886524822,0.00567375886524822,0.00567375886524822
dʒ-j,0,0,0.2,0.23333333333333336,0.2,0.17762237762237762,0.200543612552508,0.1938396624472574,0.18799268590004065,0.18676141191009504,0.1820580119792718,0.18288623944361648,0.17973722627737226,0.17971908187735525,0.1797062601217401,0.1797062601217401,0.1797062601217401,0.1797062601217401,0.1797062601217401,0.1797062601217401,0.1797062601217401,0.1797062601217401,0.1797062601217401
eɪ-a,0.2,0.1,0.20952380952380953,0.4740759240759241,0.3991504854368932,0.35447297150904555,0.3559905486091489,0.3561749903213318,0.35706267956023907,0.3561248686222186,0.3503364901967899,0.34965884245820555,0.3465523349410734,0.34487159114522853,0.34500074638005673,0.34514343668501885,0.34514343668501885,0.34514343668501885,0.34514343668501885,0.34514343668501885,0.34514343668501885,0.34514343668501885,0.34514343668501885
eɪ-a_e,0,0.1,0.2,0.1844155844155844,0.25121359223300976,0.28151012891344385,0.28510921572706466,0.29113433991482773,0.29170692431561995,0.2978925153082456,0.30087085888457493,0.30207551287647316,0.30710948301090896,0.30307374494248795,0.30354679802955664,0.30385830194146624,0.30385830194146624,0.30385830194146624,0.30385830194146624,0.30385830194146624,0.30385830194146624,0.30385830194146624,0.30385830194146624
eɪ-ae,0,0,0,0,0.00666666666666666,0.00444444444444444,0.0037037037037037,0.00317460317460317,0.00294117647058823,0.0027027027027027,0.00266666666666666,0.00256410256410256,0.00253164556962025,0.0025,0.00246913580246913,0.00246913580246913,0.00246913580246913,0.00246913580246913,0.00246913580246913,0.00246913580246913,0.00246913580246913,0.00246913580246913,0.00246913580246913
eɪ-ai,0,0,0.073015873015873,0.07762237762237763,0.07131877022653722,0.08990141913118839,0.09002083404487858,0.08654155714489475,0.08253874885623777,0.08297192525515612,0.08360227698810377,0.08201224131080284,0.08087556771496421,0.08634783990493233,0.08595014181221078,0.08566695643774751,0.08566695643774751,0.08566695643774751,0.08566695643774751,0.08566695643774751,0.08566695643774751,0.08566695643774751,0.08566695643774751
eɪ-ai_e,0,0,0,0,0,0.00220994475138121,0.00260869565217391,0.00278745644599303,0.01116478797638217,0.00939004815409309,0.01029246344206974,0.01044085552160628,0.01037913878881454,0.01086677504919996,0.01083743842364532,0.01081812035158891,0.01081812035158891,0.01081812035158891,0.01081812035158891,0.01081812035158891,0.01081812035158891,0.01081812035158891,0.01081812035158891
eɪ-aigh,0,0,0,0,0.00194174757281553,0.0011049723756906,0.00236210253082414,0.00186645475477311,0.00165355338066909,0.00150519397922408,0.001434025292293,0.00140319010047113,0.00137470542026708,0.00136584313302405,0.00135841170323928,0.00135226504394861,0.00135226504394861,0.00135226504394861,0.00135226504394861,0.00135226504394861,0.00135226504394861,0.00135226504394861,0.00135226504394861
eɪ-au_e,0,0,0,0,0,0,0,0,0,5.617977528089887e-4,5.249343832020997e-4,5.063291139240507e-4,4.975124378109452e-4,4.962779156327543e-4,4.926108374384236e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4
eɪ-ay,0,0.2,0.22857142857142856,0.2064102564102564,0.20805016181229777,0.19279818004549887,0.18189391208210157,0.18000692788882774,0.17473350115329186,0.16945607893244102,0.1667468384633739,0.16253962154853338,0.16031103642347888,0.1583838601790916,0.15657284392916576,0.15649337640547917,0.15649337640547917,0.15649337640547917,0.15649337640547917,0.15649337640547917,0.15649337640547917,0.15649337640547917,0.15649337640547917
eɪ-ay_e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eɪ-aye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eɪ-e,0,0,0,0,0,0,0.0037037037037037,0.00434419381787802,0.00397744590064004,0.00458949515553289,0.00448484848484848,0.00435782453719673,0.00681767710415278,0.0067391304347826,0.00913900913900913,0.00913154533844189,0.00913154533844189,0.00913154533844189,0.00913154533844189,0.00913154533844189,0.00913154533844189,0.00913154533844189,0.00913154533844189
eɪ-e_e,0,0,0,0,0,0,0,0,0,5.617977528089887e-4,5.249343832020997e-4,5.063291139240507e-4,4.975124378109452e-4,4.962779156327543e-4,4.926108374384236e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4
eɪ-ea,0,0,0,0,0.01055016181229773,0.00775936157151626,0.00631239935587761,0.00526519550909794,0.00479302832244008,0.00438809596112966,0.00424146981627296,0.00408308990587471,0.00402418288305308,0.00398883374689826,0.0039469683147844,0.00393972403776325,0.00393972403776325,0.00393972403776325,0.00393972403776325,0.00393972403776325,0.00393972403776325,0.00393972403776325,0.00393972403776325
eɪ-ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eɪ-ei,0,0,0.02222222222222222,0.00454545454545454,0.00194174757281553,0.0011049723756906,8.695652173913044e-4,0.00278745644599303,0.00308641975308641,0.00280898876404494,0.00444285373419231,0.00483169665663847,0.00473946059177795,0.00471679792857913,0.00468726675623227,0.00466531440162271,0.00466531440162271,0.00466531440162271,0.00466531440162271,0.00466531440162271,0.00466531440162271,0.00466531440162271,0.00466531440162271
eɪ-ei_e,0,0,0,0,0,0,0,6.968641114982578e-4,6.172839506172839e-4,5.617977528089887e-4,5.249343832020997e-4,5.063291139240507e-4,4.975124378109452e-4,4.962779156327543e-4,4.926108374384236e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4,4.901960784313725e-4
eɪ-eigh,0,0,0.06666666666666667,0.03626373626373626,0.02916666666666666,0.04247138265987794,0.04371055983747674,0.04182814760478431,0.03821759269484203,0.03310886524793669,0.03282155639635954,0.03169467217958781,0.03153151515961967,0.03141761935409466,0.0313064968237382,0.0312917887461498,0.0312917887461498,0.0312917887461498,0.0312917887461498,0.0312917887461498,0.0312917887461498,0.0312917887461498,0.0312917887461498
eɪ-et,0,0,0,0,0,0.00444444444444444,0.0074074074074074,0.00634920634920634,0.0088235294117647,0.01621621621621621,0.01866666666666666,0.02564102564102564,0.02531645569620253,0.0275,0.02716049382716049,0.02716049382716049,0.02716049382716049,0.02716049382716049,0.02716049382716049,0.02716049382716049,0.02716049382716049,0.02716049382716049,0.02716049382716049
eɪ-ey,0,0,0,0.01666666666666666,0.02,0.01777777777777777,0.01630735212824765,0.01704260651629072,0.01868332825358122,0.01715961244263131,0.01690909090909091,0.01628147637116247,0.01606706640017766,0.0158695652173913,0.01568061568061568,0.01567688378033205,0.01567688378033205,0.01567688378033205,0.01567688378033205,0.01567688378033205,0.01567688378033205,0.01567688378033205,0.01567688378033205
eɪ-ez,0,0,0,0,0,0,0,0,0,0,9.090909090909092e-4,8.968609865470852e-4,8.771929824561403e-4,8.695652173913044e-4,8.658008658008658e-4,8.620689655172414e-4,8.620689655172414e-4,8.620689655172414e-4,8.620689655172414e-4,8.620689655172414e-4,8.620689655172414e-4,8.620689655172414e-4,8.620689655172414e-4
f-f,0,0.2,0.4333333333333333,0.8794673123486684,0.8086244800795249,0.8111237244201759,0.8110064956214125,0.7917966102709628,0.780571472132457,0.7766955162819361,0.77394560592985,0.7734935044251815,0.7646954184050022,0.7643183569912452,0.763388189434796,0.7629854431742812,0.7629854431742812,0.7629854431742812,0.7629854431742812,0.7629854431742812,0.7629854431742812,0.7629854431742812,0.7629854431742812
f-ff,0,0,0.05,0.03428571428571429,0.12170099667774086,0.10759052007899934,0.11340922602891988,0.12456799214531174,0.12345518824530416,0.12615258191974932,0.1243393557971563,0.12360597304696684,0.12655832079693194,0.12637780976397311,0.12602101842539043,0.12532390304077506,0.12532390304077506,0.12532390304077506,0.12532390304077506,0.12532390304077506,0.12532390304077506,0.12532390304077506,0.12532390304077506
f-ft,0,0,0,0,0,0.0021505376344086,0.00132450331125827,0.00103092783505154,9.216589861751152e-4,8.583690987124463e-4,8.403361344537815e-4,8.163265306122449e-4,7.905138339920949e-4,7.874015748031496e-4,7.8125e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4
f-gh,0,0,0.11666666666666664,0.05428571428571429,0.04922259136212624,0.04255870089971473,0.03105127926754243,0.02781664212076583,0.02787623828624957,0.02625519449553784,0.03257424395531812,0.0322730340742763,0.03121266341631266,0.03120955115712371,0.03120339958232056,0.03119138035155133,0.03119138035155133,0.03119138035155133,0.03119138035155133,0.03119138035155133,0.03119138035155133,0.03119138035155133,0.03119138035155133
f-lf,0,0,0,0,0.008,0.00816326530612244,0.00655737704918032,0.00571428571428571,0.0050632911392405,0.00476190476190476,0.00434782608695652,0.00434782608695652,0.00412371134020618,0.00412371134020618,0.00412371134020618,0.00412371134020618,0.00412371134020618,0.00412371134020618,0.00412371134020618,0.00412371134020618,0.00412371134020618,0.00412371134020618,0.00412371134020618
f-ph,0,0,0,0.03196125907990314,0.01245193188060794,0.02841325166057908,0.03665111872168652,0.04907354191362238,0.06119049222439844,0.06441806434344724,0.06311229596181153,0.0646470093053944,0.071828858373562815,0.07239576759784548,0.07370118121728675,0.0748371005547246,0.0748371005547246,0.0748371005547246,0.0748371005547246,0.0748371005547246,0.0748371005547246,0.0748371005547246,0.0748371005547246
f-pph,0,0,0,0,0,0,0,0,9.216589861751152e-4,8.583690987124463e-4,8.403361344537815e-4,8.163265306122449e-4,7.905138339920949e-4,7.874015748031496e-4,7.8125e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4,7.692307692307692e-4
g-g,0,0.6,0.68,0.7426015844620496,0.7481201251693055,0.9510380010411243,0.9138638938790016,0.9031491162559124,0.9124439775910363,0.9144954017358378,0.909359729782319,0.9079908956491236,0.9100200989486704,0.910532359713974,0.911810137491752,0.9100826094819188,0.9081110731770992,0.9081110731770992,0.9081110731770992,0.9081110731770992,0.9081110731770992,0.9081110731770992,0.9081110731770992
g-gg,0,0.2,0.12000000000000002,0.04505494505494505,0.04019429265330904,0.03788235294117647,0.07733118076045205,0.0847985347985348,0.07104166666666666,0.06410183875530409,0.06133287764866711,0.06035992839790308,0.05750000000000001,0.05709641255605381,0.05606554835852294,0.05564256421325275,0.05548452842205827,0.05548452842205827,0.05548452842205827,0.05548452842205827,0.05548452842205827,0.05548452842205827,0.05548452842205827
